train_episode,train_steps,percent_done,env
54917,170902,1.0,10
54918,171830,0.8666666666666667,9
54919,172758,0.8666666666666667,9
54920,173076,1.0,11
54921,174071,0.35294117647058826,11
54922,175032,0.875,10
54923,176027,0.23529411764705882,11
54924,176317,1.0,9
54925,176498,1.0,9
54926,177459,0.6875,10
54927,178387,0.4,9
54928,179348,0.3125,10
54929,180276,0.4666666666666667,9
54930,181271,0.7647058823529411,11
54931,181516,1.0,11
54932,182444,0.7333333333333333,9
54933,182635,1.0,10
54934,183630,0.7058823529411765,11
54935,183816,1.0,11
54936,184034,1.0,9
54937,184995,0.8125,10
54938,185956,0.625,10
54939,186917,0.25,10
54940,187155,1.0,11
54941,188116,0.25,10
54942,189111,0.7058823529411765,11
54943,190106,0.7058823529411765,11
54944,191101,0.4117647058823529,11
54945,191367,1.0,10
54946,191675,1.0,11
54947,192636,0.6875,10
54948,192787,1.0,10
54949,193782,0.8823529411764706,11
54950,194092,1.0,10
54951,195053,0.8125,10
54952,195981,0.6666666666666666,9
54953,196942,0.8125,10
54954,197387,1.0,9
54955,197578,1.0,9
54956,197907,1.0,10
54957,198868,0.6875,10
54958,199796,0.5333333333333333,9
54959,200757,0.3125,10
54960,201752,0.47058823529411764,11
54961,202713,0.4375,10
54962,203641,0.6666666666666666,9
54963,203928,1.0,9
54964,204856,0.6666666666666666,9
54965,205851,0.5882352941176471,11
54966,206846,0.8235294117647058,11
54967,207176,1.0,10
54968,208171,0.5882352941176471,11
54969,208396,1.0,9
54970,209324,0.6,9
54971,209700,1.0,11
54972,210661,0.25,10
54973,210890,1.0,11
54974,211060,1.0,9
54975,212055,0.7058823529411765,11
54976,213016,0.5625,10
54977,214011,0.7647058823529411,11
54978,214310,1.0,9
54979,214548,1.0,11
54980,215543,0.6470588235294118,11
54981,216471,0.8,9
54982,217466,0.29411764705882354,11
54983,217721,1.0,10
54984,217935,1.0,11
54985,218181,1.0,10
54986,219142,0.625,10
54987,220070,0.3333333333333333,9
54988,221031,0.5,10
54989,221992,0.875,10
54990,222408,1.0,11
54991,223369,0.8125,10
54992,224330,0.4375,10
54993,225291,0.875,10
54994,225603,1.0,10
54995,226564,0.0625,10
54996,227559,0.7058823529411765,11
54997,228554,0.6470588235294118,11
54998,229515,0.875,10
54999,230510,0.7058823529411765,11
55000,230769,1.0,11
55001,231031,1.0,9
55002,232026,0.6470588235294118,11
55003,232266,1.0,9
55004,233261,0.7058823529411765,11
55005,233551,1.0,11
55006,234546,0.17647058823529413,11
55007,234868,1.0,11
55008,235863,0.11764705882352941,11
55009,236824,0.8125,10
55010,237819,0.7058823529411765,11
55011,238081,1.0,10
55012,238346,1.0,9
55013,239341,0.8235294117647058,11
55014,239670,1.0,9
55015,240665,0.8235294117647058,11
55016,241626,0.75,10
55017,242621,0.35294117647058826,11
55018,242902,1.0,10
55019,243863,0.8125,10
55020,244824,0.625,10
55021,245071,1.0,9
55022,246066,0.29411764705882354,11
55023,247027,0.5625,10
55024,248022,0.23529411764705882,11
55025,248295,1.0,10
55026,248455,1.0,11
55027,249450,0.35294117647058826,11
55028,249676,1.0,10
55029,249994,1.0,9
55030,250922,0.3333333333333333,9
55031,251104,1.0,11
55032,252099,0.47058823529411764,11
55033,253094,0.4117647058823529,11
55034,253455,1.0,10
55035,254416,0.75,10
55036,255411,0.7058823529411765,11
55037,255684,1.0,10
55038,256679,0.8235294117647058,11
55039,257674,0.4117647058823529,11
55040,258635,0.5625,10
55041,258977,1.0,10
55042,259972,0.7647058823529411,11
55043,260236,1.0,9
55044,261164,0.6666666666666666,9
55045,261409,1.0,9
55046,262404,0.5882352941176471,11
55047,262681,1.0,9
55048,263676,0.7647058823529411,11
55049,264637,0.5,10
55050,264812,1.0,10
55051,265740,0.2,9
55052,266701,0.8125,10
55053,267142,1.0,9
55054,267458,1.0,10
55055,268419,0.4375,10
55056,269414,0.35294117647058826,11
55057,269625,1.0,9
55058,270586,0.625,10
55059,271547,0.4375,10
55060,272508,0.5,10
55061,273503,0.8823529411764706,11
55062,274498,0.7647058823529411,11
55063,275493,0.47058823529411764,11
55064,275828,1.0,9
55065,276823,0.4117647058823529,11
55066,277818,0.29411764705882354,11
55067,278813,0.7058823529411765,11
55068,279808,0.8823529411764706,11
55069,280769,0.3125,10
55070,281730,0.625,10
55071,282691,0.5625,10
55072,283619,0.8,9
55073,284614,0.6470588235294118,11
55074,284889,1.0,10
55075,285112,1.0,11
55076,285392,1.0,11
55077,285621,1.0,11
55078,286616,0.6470588235294118,11
55079,286917,1.0,10
55080,287103,1.0,9
55081,287378,1.0,10
55082,288373,0.23529411764705882,11
55083,288646,1.0,10
55084,289641,0.7647058823529411,11
55085,290636,0.35294117647058826,11
55086,291597,0.75,10
55087,292558,0.6875,10
55088,292858,1.0,11
55089,293786,0.8666666666666667,9
55090,294082,1.0,11
55091,295043,0.1875,10
55092,295971,0.8666666666666667,9
55093,296966,0.35294117647058826,11
55094,297961,0.4117647058823529,11
55095,298956,0.5294117647058824,11
55096,299884,0.6,9
55097,300845,0.6875,10
55098,301126,1.0,11
55099,301345,1.0,9
55100,301486,1.0,11
55101,301693,1.0,9
55102,302654,0.375,10
55103,302984,1.0,11
55104,303979,0.4117647058823529,11
55105,304974,0.8823529411764706,11
55106,305190,1.0,9
55107,306118,0.6,9
55108,307113,0.4117647058823529,11
55109,308074,0.6875,10
55110,309002,0.4,9
55111,309997,0.7058823529411765,11
55112,310992,0.4117647058823529,11
55113,311238,1.0,11
55114,312199,0.4375,10
55115,313127,0.6,9
55116,313343,1.0,10
55117,313535,1.0,11
55118,313815,1.0,10
55119,314810,0.47058823529411764,11
55120,315005,1.0,9
55121,315290,1.0,11
55122,316251,0.625,10
55123,316548,1.0,9
55124,316966,1.0,10
55125,317894,0.8666666666666667,9
55126,318855,0.8125,10
55127,319164,1.0,10
55128,319434,1.0,9
55129,320395,0.6875,10
55130,321390,0.8235294117647058,11
55131,321698,1.0,11
55132,321930,1.0,11
55133,322925,0.7647058823529411,11
55134,323149,1.0,10
55135,324077,0.7333333333333333,9
55136,325072,0.8235294117647058,11
55137,326033,0.4375,10
55138,326274,1.0,10
55139,327235,0.6875,10
55140,328163,0.7333333333333333,9
55141,329158,0.7058823529411765,11
55142,329324,1.0,10
55143,329588,1.0,9
55144,330549,0.125,10
55145,331477,0.6,9
55146,331723,1.0,11
55147,332718,0.7058823529411765,11
55148,333646,0.26666666666666666,9
55149,333904,1.0,10
55150,334185,1.0,11
55151,334420,1.0,9
55152,335415,0.5294117647058824,11
55153,336376,0.8125,10
55154,336640,1.0,9
55155,337635,0.7647058823529411,11
55156,338630,0.29411764705882354,11
55157,338841,1.0,10
55158,339836,0.7058823529411765,11
55159,340148,1.0,11
55160,340366,1.0,10
55161,340620,1.0,9
55162,340909,1.0,11
55163,341199,1.0,10
55164,342127,0.5333333333333333,9
55165,342320,1.0,11
55166,343281,0.5,10
55167,344242,0.5,10
55168,345170,0.6666666666666666,9
55169,346165,0.8235294117647058,11
55170,346428,1.0,11
55171,347423,0.8235294117647058,11
55172,348418,0.5294117647058824,11
55173,349413,0.5294117647058824,11
55174,349637,1.0,10
55175,350598,0.875,10
55176,350856,1.0,10
55177,351784,0.8666666666666667,9
55178,352712,0.5333333333333333,9
55179,352990,1.0,9
55180,353985,0.29411764705882354,11
55181,354233,1.0,10
55182,354444,1.0,10
55183,355439,0.8235294117647058,11
55184,355754,1.0,10
55185,356749,0.5882352941176471,11
55186,357710,0.5,10
55187,358082,1.0,11
55188,359043,0.5625,10
55189,360004,0.6875,10
55190,360250,1.0,11
55191,360529,1.0,9
55192,360842,1.0,11
55193,361803,0.75,10
55194,362731,0.8666666666666667,9
55195,362975,1.0,11
55196,363234,1.0,10
55197,364195,0.875,10
55198,365190,0.47058823529411764,11
55199,366185,0.7647058823529411,11
55200,367113,0.7333333333333333,9
55201,368041,0.6666666666666666,9
55202,368969,0.4666666666666667,9
55203,369897,0.6666666666666666,9
55204,370114,1.0,9
55205,370288,1.0,10
55206,371249,0.875,10
55207,372177,0.8,9
55208,372436,1.0,11
55209,373397,0.25,10
55210,373641,1.0,10
55211,373865,1.0,10
55212,374860,0.47058823529411764,11
55213,375821,0.6875,10
55214,376782,0.5625,10
55215,377710,0.6666666666666666,9
55216,378705,0.6470588235294118,11
55217,379633,0.6666666666666666,9
55218,380561,0.8,9
55219,381522,0.375,10
55220,382483,0.6875,10
55221,382670,1.0,10
55222,382945,1.0,9
55223,383906,0.75,10
55224,384901,0.7058823529411765,11
55225,385131,1.0,11
55226,385606,1.0,10
55227,386567,0.1875,10
55228,386883,1.0,11
55229,387036,1.0,11
55230,387964,0.8666666666666667,9
55231,388959,0.29411764705882354,11
55232,389920,0.25,10
55233,390915,0.8235294117647058,11
55234,391876,0.6875,10
55235,392091,1.0,11
55236,393052,0.4375,10
55237,394013,0.6875,10
55238,394194,1.0,9
55239,395155,0.5,10
55240,395301,1.0,10
55241,396262,0.5625,10
55242,397190,0.4,9
55243,397416,1.0,11
55244,397737,1.0,11
55245,398732,0.5882352941176471,11
55246,398933,1.0,10
55247,399894,0.8125,10
55248,400889,0.5294117647058824,11
55249,401129,1.0,11
55250,402090,0.75,10
55251,402308,1.0,11
55252,402555,1.0,11
55253,403516,0.3125,10
55254,403698,1.0,10
55255,404659,0.8125,10
55256,405654,0.7647058823529411,11
55257,406615,0.375,10
55258,406975,1.0,10
55259,407936,0.625,10
55260,408297,1.0,9
55261,408564,1.0,10
55262,408753,1.0,11
55263,409714,0.3125,10
55264,410709,0.4117647058823529,11
55265,411670,0.75,10
55266,411861,1.0,9
55267,412822,0.625,10
55268,413080,1.0,9
55269,414075,0.35294117647058826,11
55270,414249,1.0,10
55271,415177,0.6666666666666666,9
55272,416172,0.6470588235294118,11
55273,416504,1.0,10
55274,416731,1.0,11
55275,417659,0.26666666666666666,9
55276,417833,1.0,9
55277,418828,0.4117647058823529,11
55278,419064,1.0,9
55279,419992,0.0,9
55280,420987,0.47058823529411764,11
55281,421206,1.0,11
55282,421500,1.0,9
55283,422428,0.8666666666666667,9
55284,422691,1.0,9
55285,422977,1.0,11
55286,423905,0.8666666666666667,9
55287,424833,0.8666666666666667,9
55288,425001,1.0,9
55289,425423,1.0,11
55290,425929,1.0,9
55291,426924,0.5882352941176471,11
55292,427885,0.3125,10
55293,428880,0.5294117647058824,11
55294,429808,0.4666666666666667,9
55295,430803,0.47058823529411764,11
55296,431798,0.35294117647058826,11
55297,432793,0.6470588235294118,11
55298,433098,1.0,11
55299,433407,1.0,11
55300,434402,0.058823529411764705,11
55301,434558,1.0,10
55302,434848,1.0,9
55303,435108,1.0,10
55304,435396,1.0,10
55305,436324,0.26666666666666666,9
55306,436765,1.0,9
55307,437088,1.0,10
55308,438083,0.17647058823529413,11
55309,439011,0.8,9
55310,439257,1.0,9
55311,439674,1.0,11
55312,440602,0.6666666666666666,9
55313,441530,0.26666666666666666,9
55314,441930,1.0,11
55315,442891,0.3125,10
55316,443819,0.6666666666666666,9
55317,444814,0.8823529411764706,11
55318,445809,0.29411764705882354,11
55319,446770,0.6875,10
55320,447731,0.5625,10
55321,448005,1.0,10
55322,448193,1.0,9
55323,449188,0.7647058823529411,11
55324,449406,1.0,10
55325,449727,1.0,11
55326,449974,1.0,9
55327,450290,1.0,9
55328,451218,0.8666666666666667,9
55329,452146,0.6666666666666666,9
55330,453107,0.25,10
55331,453294,1.0,10
55332,454289,0.5294117647058824,11
55333,455250,0.8125,10
55334,456178,0.5333333333333333,9
55335,457173,0.6470588235294118,11
55336,458168,0.29411764705882354,11
55337,459096,0.5333333333333333,9
55338,459378,1.0,9
55339,460339,0.5,10
55340,460591,1.0,9
55341,461552,0.25,10
55342,462480,0.8,9
55343,463441,0.375,10
55344,464436,0.6470588235294118,11
55345,465364,0.26666666666666666,9
55346,466325,0.625,10
55347,467286,0.5625,10
55348,467740,1.0,10
55349,468087,1.0,11
55350,469048,0.75,10
55351,469213,1.0,9
55352,469436,1.0,11
55353,470364,0.6666666666666666,9
55354,471325,0.875,10
55355,472320,0.7058823529411765,11
55356,473315,0.5882352941176471,11
55357,473506,1.0,11
55358,474467,0.875,10
55359,475428,0.75,10
55360,476356,0.6666666666666666,9
55361,477317,0.8125,10
55362,478245,0.5333333333333333,9
55363,478411,1.0,10
55364,479372,0.5,10
55365,479552,1.0,11
55366,480513,0.875,10
55367,480750,1.0,11
55368,481711,0.875,10
55369,482055,1.0,9
55370,483016,0.375,10
55371,483193,1.0,9
55372,484188,0.5294117647058824,11
55373,484453,1.0,11
55374,484699,1.0,11
55375,485627,0.3333333333333333,9
55376,486622,0.29411764705882354,11
55377,487583,0.8125,10
55378,488578,0.5294117647058824,11
55379,488794,1.0,9
55380,488987,1.0,9
55381,489197,1.0,9
55382,490125,0.4666666666666667,9
55383,491120,0.5294117647058824,11
55384,492081,0.625,10
55385,492251,1.0,10
55386,492538,1.0,10
55387,493499,0.1875,10
55388,493665,1.0,9
55389,493881,1.0,9
55390,494084,1.0,10
55391,495079,0.47058823529411764,11
55392,496007,0.4,9
55393,497002,0.8235294117647058,11
55394,497963,0.5,10
55395,498924,0.4375,10
55396,499283,1.0,10
55397,499520,1.0,9
55398,500515,0.7647058823529411,11
55399,501443,0.6,9
55400,501688,1.0,10
55401,502683,0.7058823529411765,11
55402,502900,1.0,11
55403,503861,0.625,10
55404,504789,0.8666666666666667,9
55405,505072,1.0,9
55406,506033,0.375,10
55407,506344,1.0,11
55408,507339,0.23529411764705882,11
55409,508334,0.6470588235294118,11
55410,508593,1.0,11
55411,509588,0.8823529411764706,11
55412,509876,1.0,10
55413,510837,0.75,10
55414,511021,1.0,10
55415,511267,1.0,10
55416,512228,0.375,10
55417,512389,1.0,11
55418,513350,0.5,10
55419,513578,1.0,11
55420,514539,0.8125,10
55421,514820,1.0,9
55422,515142,1.0,9
55423,515429,1.0,9
55424,515650,1.0,11
55425,515943,1.0,10
55426,516142,1.0,11
55427,516312,1.0,10
55428,517273,0.6875,10
55429,517581,1.0,11
55430,518576,0.35294117647058826,11
55431,518808,1.0,9
55432,519736,0.7333333333333333,9
55433,519975,1.0,10
55434,520265,1.0,11
55435,521226,0.3125,10
55436,522154,0.5333333333333333,9
55437,522443,1.0,11
55438,523438,0.35294117647058826,11
55439,524366,0.2,9
55440,525361,0.23529411764705882,11
55441,526289,0.26666666666666666,9
55442,527250,0.5,10
55443,527494,1.0,11
55444,528489,0.8235294117647058,11
55445,528746,1.0,10
55446,529674,0.8666666666666667,9
55447,529856,1.0,9
55448,530851,0.47058823529411764,11
55449,531812,0.625,10
55450,532071,1.0,11
55451,532377,1.0,11
55452,533372,0.5882352941176471,11
55453,534367,0.5882352941176471,11
55454,535362,0.29411764705882354,11
55455,536357,0.7058823529411765,11
55456,536634,1.0,11
55457,537562,0.7333333333333333,9
55458,538490,0.4666666666666667,9
55459,538736,1.0,10
55460,538951,1.0,10
55461,539239,1.0,10
55462,540234,0.7058823529411765,11
55463,540512,1.0,9
55464,541440,0.5333333333333333,9
55465,541670,1.0,9
55466,542665,0.7058823529411765,11
55467,543593,0.8,9
55468,543851,1.0,9
55469,544812,0.875,10
55470,545740,0.6,9
55471,546668,0.8,9
55472,546932,1.0,9
55473,547893,0.875,10
55474,548888,0.6470588235294118,11
55475,549883,0.35294117647058826,11
55476,550811,0.8,9
55477,551772,0.8125,10
55478,552003,1.0,11
55479,552998,0.8235294117647058,11
55480,553293,1.0,11
55481,554288,0.5294117647058824,11
55482,555216,0.8,9
55483,555449,1.0,9
55484,555652,1.0,10
55485,556580,0.6,9
55486,556789,1.0,9
55487,557750,0.8125,10
55488,558745,0.17647058823529413,11
55489,558992,1.0,9
55490,559987,0.4117647058823529,11
55491,560982,0.4117647058823529,11
55492,561237,1.0,9
55493,561511,1.0,10
55494,562506,0.47058823529411764,11
55495,563434,0.7333333333333333,9
55496,564362,0.5333333333333333,9
55497,565357,0.7647058823529411,11
55498,566318,0.4375,10
55499,566526,1.0,11
55500,567487,0.625,10
55501,568482,0.6470588235294118,11
55502,569410,0.26666666666666666,9
55503,570371,0.5625,10
55504,571366,0.47058823529411764,11
55505,572294,0.7333333333333333,9
55506,572501,1.0,10
55507,572714,1.0,10
55508,573709,0.5294117647058824,11
55509,574637,0.2,9
55510,574865,1.0,9
55511,575860,0.7647058823529411,11
55512,576010,1.0,10
55513,576242,1.0,9
55514,577237,0.7647058823529411,11
55515,578198,0.4375,10
55516,579159,0.25,10
55517,580087,0.5333333333333333,9
55518,581082,0.5882352941176471,11
55519,582077,0.8823529411764706,11
55520,583038,0.625,10
55521,583259,1.0,10
55522,584220,0.5625,10
55523,584472,1.0,10
55524,584693,1.0,9
55525,585688,0.7647058823529411,11
55526,585952,1.0,9
55527,586209,1.0,10
55528,587204,0.8823529411764706,11
55529,588165,0.3125,10
55530,589093,0.8666666666666667,9
55531,590021,0.6666666666666666,9
55532,590982,0.5625,10
55533,591977,0.35294117647058826,11
55534,592938,0.3125,10
55535,593933,0.35294117647058826,11
55536,594928,0.7058823529411765,11
55537,595923,0.23529411764705882,11
55538,596851,0.6666666666666666,9
55539,597846,0.8823529411764706,11
55540,598841,0.6470588235294118,11
55541,599067,1.0,11
55542,600062,0.47058823529411764,11
55543,600222,1.0,10
55544,601150,0.4666666666666667,9
55545,602111,0.75,10
55546,602340,1.0,11
55547,602596,1.0,9
55548,603591,0.11764705882352941,11
55549,604586,0.8823529411764706,11
55550,605581,0.6470588235294118,11
55551,606542,0.6875,10
55552,606788,1.0,9
55553,607051,1.0,9
55554,608012,0.5625,10
55555,609007,0.8823529411764706,11
55556,609400,1.0,11
55557,610328,0.6666666666666666,9
55558,611323,0.7647058823529411,11
55559,612284,0.5625,10
55560,612476,1.0,9
55561,612618,1.0,10
55562,613613,0.8823529411764706,11
55563,613931,1.0,10
55564,614859,0.7333333333333333,9
55565,615056,1.0,11
55566,615984,0.5333333333333333,9
55567,616979,0.8823529411764706,11
55568,617974,0.7647058823529411,11
55569,618266,1.0,9
55570,619194,0.4666666666666667,9
55571,620189,0.29411764705882354,11
55572,621150,0.5625,10
55573,622145,0.29411764705882354,11
55574,623073,0.8666666666666667,9
55575,624068,0.7058823529411765,11
55576,624362,1.0,11
55577,625290,0.5333333333333333,9
55578,626285,0.8823529411764706,11
55579,626517,1.0,11
55580,627478,0.75,10
55581,628473,0.5882352941176471,11
55582,629434,0.3125,10
55583,630429,0.47058823529411764,11
55584,631357,0.26666666666666666,9
55585,631541,1.0,9
55586,632502,0.5,10
55587,633497,0.4117647058823529,11
55588,634458,0.25,10
55589,634610,1.0,11
55590,635605,0.7647058823529411,11
55591,636600,0.5294117647058824,11
55592,636845,1.0,11
55593,637806,0.625,10
55594,638734,0.8,9
55595,639729,0.47058823529411764,11
55596,640690,0.5625,10
55597,640954,1.0,11
55598,641949,0.7647058823529411,11
55599,642877,0.26666666666666666,9
55600,643805,0.8,9
55601,644733,0.5333333333333333,9
55602,645008,1.0,9
55603,645936,0.8,9
55604,646931,0.29411764705882354,11
55605,647194,1.0,11
55606,647472,1.0,10
55607,648467,0.8823529411764706,11
55608,649462,0.7058823529411765,11
55609,650423,0.625,10
55610,650695,1.0,10
55611,651623,0.6,9
55612,652618,0.47058823529411764,11
55613,652904,1.0,11
55614,653865,0.375,10
55615,654302,1.0,9
55616,655230,0.26666666666666666,9
55617,656191,0.5,10
55618,657152,0.375,10
55619,657376,1.0,11
55620,657596,1.0,11
55621,657914,1.0,11
55622,658875,0.875,10
55623,659836,0.75,10
55624,660065,1.0,10
55625,660993,0.5333333333333333,9
55626,661921,0.4666666666666667,9
55627,662882,0.875,10
55628,663877,0.35294117647058826,11
55629,664136,1.0,11
55630,665131,0.5294117647058824,11
55631,665298,1.0,10
55632,666226,0.4666666666666667,9
55633,667221,0.8823529411764706,11
55634,668149,0.6666666666666666,9
55635,669144,0.6470588235294118,11
55636,670105,0.625,10
55637,671033,0.7333333333333333,9
55638,671961,0.6,9
55639,672956,0.23529411764705882,11
55640,673951,0.35294117647058826,11
55641,674248,1.0,11
55642,675243,0.7647058823529411,11
55643,675486,1.0,10
55644,676481,0.8823529411764706,11
55645,676735,1.0,10
55646,677696,0.6875,10
55647,678691,0.7058823529411765,11
55648,679619,0.4,9
55649,679845,1.0,11
55650,680083,1.0,10
55651,681011,0.6,9
55652,681972,0.375,10
55653,682193,1.0,10
55654,683121,0.8666666666666667,9
55655,684116,0.5294117647058824,11
55656,685111,0.47058823529411764,11
55657,685465,1.0,10
55658,686393,0.4,9
55659,687388,0.4117647058823529,11
55660,687673,1.0,11
55661,687851,1.0,10
55662,688217,1.0,11
55663,689212,0.5882352941176471,11
55664,689469,1.0,9
55665,690397,0.5333333333333333,9
55666,691358,0.8125,10
55667,692319,0.4375,10
55668,693247,0.5333333333333333,9
55669,694242,0.47058823529411764,11
55670,694392,1.0,11
55671,694682,1.0,9
55672,694889,1.0,9
55673,695884,0.5294117647058824,11
55674,696845,0.5625,10
55675,697840,0.6470588235294118,11
55676,698017,1.0,9
55677,698945,0.6666666666666666,9
55678,699390,1.0,9
55679,699696,1.0,10
55680,700657,0.3125,10
55681,701652,0.35294117647058826,11
55682,701876,1.0,9
55683,702837,0.9375,10
55684,703765,0.8666666666666667,9
55685,704760,0.11764705882352941,11
55686,704943,1.0,11
55687,705871,0.6666666666666666,9
55688,706799,0.8666666666666667,9
55689,706966,1.0,10
55690,707894,0.8,9
55691,708822,0.8,9
55692,709783,0.375,10
55693,710031,1.0,10
55694,710272,1.0,11
55695,711233,0.5,10
55696,712161,0.5333333333333333,9
55697,712396,1.0,9
55698,713324,0.6,9
55699,713641,1.0,9
55700,714569,0.3333333333333333,9
55701,715530,0.625,10
55702,716458,0.9333333333333333,9
55703,717419,0.875,10
55704,718380,0.375,10
55705,719341,0.5,10
55706,720269,0.8,9
55707,721264,0.5882352941176471,11
55708,722259,0.11764705882352941,11
55709,722487,1.0,11
55710,722715,1.0,9
55711,723710,0.35294117647058826,11
55712,724671,0.6875,10
55713,724921,1.0,9
55714,725849,0.8666666666666667,9
55715,726777,0.8,9
55716,726941,1.0,10
55717,727869,0.8,9
55718,728797,0.6666666666666666,9
55719,729028,1.0,9
55720,730023,0.5882352941176471,11
55721,730215,1.0,9
55722,730452,1.0,9
55723,731413,0.125,10
55724,732408,0.7647058823529411,11
55725,733369,0.875,10
55726,733570,1.0,10
55727,734565,0.47058823529411764,11
55728,735493,0.6666666666666666,9
55729,736488,0.47058823529411764,11
55730,736672,1.0,9
55731,736969,1.0,9
55732,737897,0.4,9
55733,738858,0.875,10
55734,739118,1.0,10
55735,739505,1.0,11
55736,740466,0.5625,10
55737,741394,0.2,9
55738,742389,0.8235294117647058,11
55739,743350,0.75,10
55740,744311,0.8125,10
55741,745306,0.6470588235294118,11
55742,746301,0.47058823529411764,11
55743,747229,0.2,9
55744,748224,0.7647058823529411,11
55745,749152,0.4,9
55746,749365,1.0,11
55747,749522,1.0,9
55748,750483,0.5,10
55749,751478,0.6470588235294118,11
55750,752473,0.8235294117647058,11
55751,753434,0.25,10
55752,753720,1.0,10
55753,753896,1.0,10
55754,754824,0.4,9
55755,755785,0.8125,10
55756,756780,0.5294117647058824,11
