train_episode,train_steps,rel_skill,env
54751,54925,0.6898422405938938,10
54752,55154,0.7219357274728038,10
54753,55411,0.7852196098089814,9
54754,55683,0.7219399519477777,10
54755,55969,0.785219599378179,9
54756,56161,0.7850805985053314,9
54757,57089,0.7852315582931362,9
54758,58050,0.7227533772117184,10
54759,59045,0.7403432990074491,11
54760,60006,0.7228935150420281,10
54761,60967,0.7236493414150889,10
54762,61155,0.7849013660276082,9
54763,62116,0.7233954974077634,10
54764,63111,0.7401478570627886,11
54765,63339,0.784919343515553,9
54766,64267,0.783752814728602,9
54767,64506,0.7236598452331107,10
54768,65467,0.7233469107301614,10
54769,65631,0.7393608843137468,11
54770,66559,0.783752814728602,9
54771,67554,0.7389664070129975,11
54772,67940,0.739708777650956,11
54773,68935,0.7403331028980984,11
54774,69896,0.7235328815062382,10
54775,70824,0.7842712203927239,9
54776,71819,0.738971982276883,11
54777,72064,0.723454327133327,10
54778,73059,0.7383421443506696,11
54779,73351,0.7841701041942108,9
54780,74346,0.7381803313129625,11
54781,74568,0.7841701041942108,9
54782,75529,0.7231571744344165,10
54783,76524,0.7381017091398356,11
54784,76851,0.7840543535799238,9
54785,77846,0.7389815108148797,11
54786,78774,0.7841503847622644,9
54787,79022,0.723298876885087,10
54788,79276,0.7839592663852009,9
54789,79525,0.723298876885087,10
54790,80453,0.7839592611697996,9
54791,81448,0.709679106239101,11
54792,81725,0.7843802379240586,9
54793,82027,0.73907073068325,11
54794,82988,0.7234651438754209,10
54795,83983,0.6802746288112173,11
54796,84944,0.7236598452331107,10
54797,85939,0.7390682898754873,11
54798,86900,0.7220681778017412,10
54799,87861,0.7222278525249552,10
54800,88043,0.7843802379240586,9
54801,88482,0.7842443819381362,9
54802,89477,0.7096701357490328,11
54803,89746,0.7396498749097755,11
54804,90035,0.7396458381892449,11
54805,90380,0.7392526751695986,11
54806,91341,0.7225167544591634,10
54807,91602,0.7394946228467812,11
54808,92563,0.7223883512815592,10
54809,92891,0.6911490010883762,10
54810,93084,0.6911490010883762,10
54811,93265,0.7393070092193256,11
54812,94226,0.6911490010883762,10
54813,95154,0.7830950952675604,9
54814,95346,0.7829580710317686,9
54815,96307,0.7228812379875975,10
54816,97235,0.7837212250435188,9
54817,97553,0.739120939350626,11
54818,98548,0.7390572488711417,11
54819,98771,0.7391832268871867,11
54820,99699,0.7835803049030288,9
54821,100627,0.7842443819381362,9
54822,101588,0.6911573040070904,10
54823,102583,0.7389143573089971,11
54824,103578,0.7398128144741424,11
54825,104573,0.7388677785608581,11
54826,105568,0.739464681228478,11
54827,106529,0.6911986725694282,10
54828,106903,0.7836766020708307,9
54829,107898,0.738567908637921,11
54830,108893,0.7384617022078345,11
54831,109146,0.7836766020708307,9
54832,110141,0.7384547292164267,11
54833,110358,0.690954570931549,10
54834,110642,0.7220417252868423,10
54835,110957,0.7387312080649708,11
54836,111918,0.7229512078101294,10
54837,112162,0.739792761256519,11
54838,113090,0.7841312494552527,9
54839,114018,0.783467010742708,9
54840,114372,0.7834670159581092,9
54841,115300,0.7836766020708307,9
54842,116295,0.7383871845554539,11
54843,117290,0.7385685970708797,11
54844,117468,0.6590322117968936,10
54845,118396,0.7835680956488138,9
54846,119324,0.7833456327105235,9
54847,120319,0.7395741107765076,11
54848,120523,0.7387542027688724,11
54849,121518,0.7387542027688724,11
54850,121717,0.7833676104111906,9
54851,122645,0.7835102151262691,9
54852,123640,0.739521873318064,11
54853,123909,0.7837648831669844,9
54854,124075,0.6590157102674891,10
54855,125036,0.6590322117968936,10
54856,125997,0.6911573040070904,10
54857,126925,0.7835680956488138,9
54858,127243,0.6590157102674891,10
54859,127533,0.7837771184982054,9
54860,128494,0.6592405670749313,10
54861,129455,0.6590299170203645,10
54862,130416,0.6590732465735545,10
54863,131344,0.7837934635655739,9
54864,132272,0.7837495394566469,9
54865,133267,0.7396110410324221,11
54866,134262,0.739406717259514,11
54867,134577,0.7406785606429459,11
54868,135538,0.6910057235865426,10
54869,135759,0.6590732465735545,10
54870,136720,0.6594971648140916,10
54871,137034,0.6593318157343693,10
54872,137326,0.7848860536096778,9
54873,137774,0.7857779393693081,9
54874,138702,0.7837771184982054,9
54875,139630,0.7838047131859676,9
54876,139961,0.6593318157343693,10
54877,140200,0.7402957293330816,11
54878,141195,0.7404848189190775,11
54879,142156,0.6597327549172085,10
54880,143084,0.7857910561033322,9
54881,144045,0.6608416743824772,10
54882,144205,0.6593318157343693,10
54883,145200,0.7402163196343732,11
54884,146128,0.7858726458397433,9
54885,147089,0.6921530492662661,10
54886,148050,0.6927977250089004,10
54887,149045,0.7408306469574104,11
54888,150040,0.7396215865736535,11
54889,151035,0.7404471167837849,11
54890,151996,0.724006919752331,10
54891,152957,0.6924758826006975,10
54892,153175,0.7860445767557831,9
54893,153434,0.6929330646701038,10
54894,154395,0.692770406737402,10
54895,155356,0.6929330646701038,10
54896,156351,0.7385217106140698,11
54897,157312,0.6930564923549609,10
54898,158307,0.7386901628575075,11
54899,159302,0.7393105348305384,11
54900,160263,0.6925276402422306,10
54901,161191,0.7857965322745948,9
54902,161359,0.6923270350503796,10
54903,162320,0.6598574134367494,10
54904,163281,0.6930564923549609,10
54905,163502,0.7379009944245595,11
54906,164497,0.7379376326180067,11
54907,165492,0.7369456685247028,11
54908,166487,0.736967521055741,11
54909,166730,0.736967521055741,11
54910,167044,0.7242430001031609,10
54911,168005,0.7235685861428702,10
54912,168966,0.6923121607261503,10
54913,169252,0.7858726458397433,9
54914,169440,0.7858726458397433,9
54915,170435,0.7365864056128724,11
54916,170726,0.7857779393693081,9
54917,170902,0.7234048955607302,10
54918,171830,0.7860422193944395,9
54919,172758,0.7858726458397433,9
54920,173076,0.736430538132536,11
54921,174071,0.7360892579240516,11
54922,175032,0.7235642886522794,10
54923,176027,0.7352059358531958,11
54924,176317,0.7857779393693081,9
54925,176498,0.7857779393693081,9
54926,177459,0.724775607304757,10
54927,178387,0.7853467143516861,9
54928,179348,0.7260950307933588,10
54929,180276,0.7851100498759216,9
54930,181271,0.7352678739578761,11
54931,181516,0.7352678739578761,11
54932,182444,0.7836766020708307,9
54933,182635,0.7260950307933588,10
54934,183630,0.7352059358531958,11
54935,183816,0.7057122042843054,11
54936,184034,0.7853467143516861,9
54937,184995,0.7246619637125556,10
54938,185956,0.7262679943588367,10
54939,186917,0.7255732559800602,10
54940,187155,0.7057122042843054,11
54941,188116,0.6936537288082577,10
54942,189111,0.7058705751572187,11
54943,190106,0.6766946626870322,11
54944,191101,0.676312916180618,11
54945,191367,0.6936537288082577,10
54946,191675,0.7055349745206438,11
54947,192636,0.6626098779291484,10
54948,192787,0.6936537288082577,10
54949,193782,0.7404506945490098,11
54950,194092,0.7252353657823574,10
54951,195053,0.7252353657823574,10
54952,195981,0.7852864816831991,9
54953,196942,0.7254389750453009,10
54954,197387,0.7851874359989635,9
54955,197578,0.7848490294765417,9
54956,197907,0.6936537288082577,10
54957,198868,0.7254389750453009,10
54958,199796,0.7849459890002962,9
54959,200757,0.7247677842029533,10
54960,201752,0.6760248800030093,11
54961,202713,0.7250542505448,10
54962,203641,0.7837771184982054,9
54963,203928,0.7848860536096778,9
54964,204856,0.7858921045016296,9
54965,205851,0.6760576848765727,11
54966,206846,0.6753181305552635,11
54967,207176,0.7246761183114192,10
54968,208171,0.7058902685121592,11
54969,208396,0.7847071601330328,9
54970,209324,0.7848660003920545,9
54971,209700,0.6753181305552635,11
54972,210661,0.7224255266613302,10
54973,210890,0.6753181305552635,11
54974,211060,0.7846121407385254,9
54975,212055,0.6755434254564068,11
54976,213016,0.7225348310397312,10
54977,214011,0.6757912717523493,11
54978,214310,0.7847359856554786,9
54979,214548,0.6757652364695468,11
54980,215543,0.6757652364695468,11
54981,216471,0.7846308118748302,9
54982,217466,0.6753395345617983,11
54983,217721,0.7240642578731507,10
54984,217935,0.7053344110520026,11
54985,218181,0.7248356365725971,10
54986,219142,0.725383206760243,10
54987,220070,0.7840922591158632,9
54988,221031,0.7242348745080874,10
54989,221992,0.7242289080891118,10
54990,222408,0.6761193204879832,11
54991,223369,0.724436710534622,10
54992,224330,0.724603415618657,10
54993,225291,0.724603415618657,10
54994,225603,0.724603415618657,10
54995,226564,0.7230524596090738,10
54996,227559,0.6758911362545739,11
54997,228554,0.675818391838602,11
54998,229515,0.7247709864592916,10
54999,230510,0.6761279989155841,11
55000,230769,0.6762498202568707,11
55001,231031,0.7848330599180597,9
55002,232026,0.6762035805098099,11
55003,232266,0.7847001036952058,9
55004,233261,0.6753158149171297,11
55005,233551,0.6762611376774801,11
55006,234546,0.6754130821495552,11
55007,234868,0.675660751121857,11
55008,235863,0.6748244928314521,11
55009,236824,0.7248724990282961,10
55010,237819,0.6758928156137609,11
55011,238081,0.724603415618657,10
55012,238346,0.7849846455540088,9
55013,239341,0.6758938274015942,11
55014,239670,0.7848330599180597,9
55015,240665,0.6762498202568707,11
55016,241626,0.7253579433568185,10
55017,242621,0.6745036100570704,11
55018,242902,0.7265665082774612,10
55019,243863,0.7254656361762477,10
55020,244824,0.7267270226802688,10
55021,245071,0.7845525287027815,9
55022,246066,0.6739402945731942,11
55023,247027,0.7271324523235433,10
55024,248022,0.6733811931334898,11
55025,248295,0.7269347416793598,10
55026,248455,0.6739402841423918,11
55027,249450,0.6758427686238223,11
55028,249676,0.7265665082774612,10
55029,249994,0.7845525287027815,9
55030,250922,0.7838921493871266,9
55031,251104,0.6731332216679182,11
55032,252099,0.6732277038761018,11
55033,253094,0.674965308663918,11
55034,253455,0.72661941852266,10
55035,254416,0.7266779509703549,10
55036,255411,0.6733537601231648,11
55037,255684,0.7265820293114397,10
55038,256679,0.6731833938274857,11
55039,257674,0.6728763840203026,11
55040,258635,0.7267270278956699,10
55041,258977,0.7265665082774612,10
55042,259972,0.6731259826910493,11
55043,260236,0.7872944789463564,9
55044,261164,0.7874204465315989,9
55045,261409,0.7872944789463564,9
55046,262404,0.673071669502927,11
55047,262681,0.7857770110278939,9
55048,263676,0.6759962057271982,11
55049,264637,0.7272608450703452,10
55050,264812,0.7272608450703452,10
55051,265740,0.785885366203276,9
55052,266701,0.7272656171624454,10
55053,267142,0.7870449272142205,9
55054,267458,0.7272656171624454,10
55055,268419,0.7271223657376178,10
55056,269414,0.6432712440311548,11
55057,269625,0.8524900658482331,9
55058,270586,0.7267845068323221,10
55059,271547,0.7267828326885362,10
55060,272508,0.7266144065221044,10
55061,273503,0.6726458841487593,11
55062,274498,0.6729059344835157,11
55063,275493,0.6724453519725252,11
55064,275828,0.8527700338001816,9
55065,276823,0.6435018482107221,11
55066,277818,0.6427198613852297,11
55067,278813,0.6729574939398031,11
55068,279808,0.6721488042601542,11
55069,280769,0.7263353773423723,10
55070,281730,0.7267817113772775,10
55071,282691,0.7265541894998209,10
