train_episode,train_steps,std_history,env
56501,56676,0.2603706121444702,10
56502,56901,0.2700555920600891,11
56503,57187,0.24447312951087952,9
56504,57608,0.26081132888793945,10
56505,57895,0.24225583672523499,9
56506,58856,0.2605462968349457,10
56507,59851,0.2692599892616272,11
56508,60779,0.2412465363740921,9
56509,61009,0.24131491780281067,9
56510,62004,0.2691515386104584,11
56511,62999,0.2717861831188202,11
56512,63186,0.24131491780281067,9
56513,64181,0.2684362828731537,11
56514,65109,0.24574242532253265,9
56515,66037,0.24561737477779388,9
56516,67032,0.269591361284256,11
56517,67993,0.255022794008255,10
56518,68921,0.24829888343811035,9
56519,69106,0.24817466735839844,9
56520,70034,0.24829886853694916,9
56521,70995,0.2564024031162262,10
56522,71956,0.25748103857040405,10
56523,72884,0.2482326477766037,9
56524,73812,0.240831658244133,9
56525,74101,0.24176757037639618,9
56526,75029,0.2478061467409134,9
56527,75990,0.25748103857040405,10
56528,76918,0.24833466112613678,9
56529,77102,0.25893694162368774,10
56530,77393,0.2592025101184845,10
56531,78321,0.24915412068367004,9
56532,79282,0.2559594511985779,10
56533,79523,0.24706611037254333,9
56534,79729,0.2578151524066925,10
56535,80690,0.25843408703804016,10
56536,81651,0.25862446427345276,10
56537,81864,0.24913270771503448,9
56538,82825,0.2589399516582489,10
56539,83048,0.2589793801307678,10
56540,83976,0.24861840903759003,9
56541,84971,0.27237263321876526,11
56542,85899,0.2485969513654709,9
56543,86192,0.24726031720638275,9
56544,86505,0.24706612527370453,9
56545,86785,0.2556479275226593,10
56546,87098,0.2556479275226593,10
56547,88059,0.2592024803161621,10
56548,89020,0.2573450207710266,10
56549,89981,0.2583632469177246,10
56550,90942,0.2577577531337738,10
56551,91903,0.2573140859603882,10
56552,92341,0.24613547325134277,9
56553,93302,0.25806066393852234,10
56554,94230,0.24613547325134277,9
56555,94465,0.24613547325134277,9
56556,95426,0.2570245563983917,10
56557,96387,0.25791457295417786,10
56558,97348,0.2575993239879608,10
56559,98276,0.24575483798980713,9
56560,98466,0.24726031720638275,9
56561,99427,0.2575993239879608,10
56562,100355,0.24633106589317322,9
56563,101283,0.24613547325134277,9
56564,102244,0.2583131492137909,10
56565,102458,0.24626633524894714,9
56566,103419,0.25953006744384766,10
56567,104380,0.25798022747039795,10
56568,104630,0.26012149453163147,10
56569,105558,0.2438068389892578,9
56570,106486,0.24370084702968597,9
