train_episode,train_steps,percent_done,env
44135,121828,0.5,2
44136,122528,0.7,3
44137,122614,1.0,1
44138,122696,1.0,3
44139,123357,0.625,2
44140,123464,1.0,3
44141,123629,1.0,3
44142,123774,1.0,1
44143,123896,1.0,1
44144,124030,1.0,1
44145,124730,0.6,3
44146,124896,1.0,2
44147,125596,0.4,3
44148,126296,0.8,3
44149,126460,1.0,1
44150,127160,0.8,3
44151,127279,1.0,3
44152,127450,1.0,3
44153,128150,0.7,3
44154,128236,1.0,3
44155,128356,1.0,3
44156,128455,1.0,2
44157,128621,1.0,2
44158,129321,0.4,3
44159,129497,1.0,3
44160,129643,1.0,1
44161,129767,1.0,1
44162,130428,0.375,2
44163,130564,1.0,1
44164,131225,0.375,2
44165,131320,1.0,3
44166,131476,1.0,3
44167,132176,0.4,3
44168,132345,1.0,3
44169,133045,0.2,3
44170,133193,1.0,1
44171,133344,1.0,1
44172,133922,0.7142857142857143,1
44173,134091,1.0,3
44174,134253,1.0,3
44175,134914,0.75,2
44176,135010,1.0,3
44177,135116,1.0,1
44178,135262,1.0,1
44179,135383,1.0,1
44180,135493,1.0,3
44181,135656,1.0,2
44182,135826,1.0,3
44183,135922,1.0,3
44184,136023,1.0,2
44185,136135,1.0,1
44186,136251,1.0,2
44187,136951,0.8,3
44188,137612,0.75,2
44189,138312,0.6,3
44190,138394,1.0,1
44191,138574,1.0,1
44192,138743,1.0,3
44193,138901,1.0,3
44194,139057,1.0,3
44195,139757,0.6,3
44196,139921,1.0,2
44197,140582,0.375,2
44198,140719,1.0,2
44199,141380,0.75,2
44200,142041,0.875,2
44201,142741,0.3,3
44202,142831,1.0,2
44203,142998,1.0,3
44204,143144,1.0,1
44205,143292,1.0,3
44206,143992,0.7,3
44207,144162,1.0,2
44208,144249,1.0,2
44209,144349,1.0,3
44210,144464,1.0,3
44211,144547,1.0,3
44212,145208,0.375,2
44213,145786,0.7142857142857143,1
44214,146486,0.7,3
44215,146598,1.0,3
44216,146745,1.0,2
44217,146852,1.0,2
44218,146949,1.0,2
44219,147069,1.0,1
44220,147188,1.0,3
44221,147340,1.0,3
44222,147482,1.0,3
44223,147566,1.0,2
44224,147790,1.0,2
44225,147888,1.0,2
44226,148013,1.0,1
44227,148158,1.0,1
44228,148257,1.0,1
44229,148416,1.0,3
44230,148523,1.0,3
44231,149184,0.375,2
44232,149281,1.0,2
44233,149445,1.0,2
44234,150145,0.7,3
44235,150241,1.0,3
44236,150388,1.0,1
44237,150570,1.0,3
44238,150628,1.0,1
44239,150793,1.0,2
44240,150874,1.0,3
44241,150983,1.0,1
44242,151140,1.0,3
44243,151718,0.5714285714285714,1
44244,151868,1.0,3
44245,151993,1.0,3
44246,152101,1.0,3
44247,152213,1.0,1
44248,152913,0.7,3
44249,152975,1.0,1
44250,153120,1.0,1
44251,153186,1.0,1
44252,153279,1.0,2
44253,153419,1.0,3
44254,153576,1.0,3
44255,153741,1.0,2
44256,154402,0.625,2
44257,154548,1.0,1
44258,155209,0.625,2
44259,155367,1.0,3
44260,156067,0.4,3
44261,156177,1.0,2
44262,156342,1.0,2
44263,156472,1.0,3
44264,157050,0.7142857142857143,1
44265,157628,0.2857142857142857,1
44266,157727,1.0,2
44267,157852,1.0,2
44268,158552,0.8,3
44269,158645,1.0,3
44270,158740,1.0,3
44271,159440,0.8,3
44272,159605,1.0,3
44273,160305,0.8,3
44274,160392,1.0,2
44275,161092,0.6,3
44276,161670,0.42857142857142855,1
44277,162370,0.7,3
44278,162500,1.0,2
44279,162611,1.0,2
44280,162685,1.0,2
44281,163263,0.2857142857142857,1
44282,163409,1.0,1
44283,163507,1.0,3
44284,163630,1.0,2
44285,163799,1.0,3
44286,163928,1.0,3
44287,164097,1.0,3
44288,164797,0.7,3
44289,164908,1.0,3
44290,165032,1.0,2
44291,165693,0.75,2
44292,165842,1.0,3
44293,166012,1.0,2
44294,166111,1.0,3
44295,166273,1.0,3
44296,166973,0.8,3
44297,167673,0.8,3
44298,167837,1.0,3
44299,168498,0.75,2
44300,168622,1.0,3
44301,169322,0.6,3
44302,169428,1.0,1
44303,169537,1.0,2
44304,169657,1.0,3
44305,169743,1.0,1
44306,169887,1.0,3
44307,170053,1.0,2
44308,170216,1.0,3
44309,170877,0.625,2
44310,170986,1.0,1
44311,171647,0.375,2
44312,172347,0.8,3
44313,172515,1.0,3
44314,172616,1.0,3
44315,173277,0.5,2
44316,173443,1.0,2
44317,173506,1.0,1
44318,173705,1.0,3
44319,174405,0.5,3
44320,174492,1.0,2
44321,174600,1.0,3
44322,175300,0.8,3
44323,175878,0.14285714285714285,1
44324,175937,1.0,1
44325,176598,0.375,2
44326,176692,1.0,3
44327,176794,1.0,2
44328,177494,0.5,3
44329,178194,0.7,3
44330,178360,1.0,2
44331,178466,1.0,3
44332,178562,1.0,2
44333,178712,1.0,1
44334,179412,0.8,3
44335,180112,0.3,3
44336,180812,0.8,3
44337,180940,1.0,2
44338,181082,1.0,3
44339,181782,0.8,3
44340,181862,1.0,1
44341,181976,1.0,1
44342,182080,1.0,2
44343,182226,1.0,1
44344,182288,1.0,1
44345,182421,1.0,1
44346,182523,1.0,2
44347,183223,0.6,3
44348,183351,1.0,3
44349,183929,0.5714285714285714,1
44350,184629,0.8,3
44351,185290,0.75,2
44352,185868,0.5714285714285714,1
44353,186568,0.8,3
44354,186733,1.0,2
44355,186841,1.0,3
44356,186930,1.0,3
44357,187060,1.0,3
44358,187216,1.0,3
44359,187308,1.0,3
44360,187434,1.0,1
44361,187543,1.0,3
44362,187687,1.0,1
44363,187777,1.0,3
44364,187929,1.0,3
44365,188629,0.7,3
44366,189329,0.8,3
44367,189426,1.0,2
44368,190087,0.625,2
44369,190147,1.0,1
44370,190240,1.0,3
44371,190386,1.0,1
44372,190484,1.0,3
44373,190617,1.0,3
44374,190782,1.0,2
44375,190913,1.0,2
44376,191050,1.0,3
44377,191159,1.0,1
44378,191280,1.0,1
44379,191980,0.8,3
44380,192110,1.0,2
44381,192810,0.6,3
44382,192977,1.0,3
44383,193677,0.8,3
44384,193819,1.0,1
44385,193911,1.0,3
44386,193972,1.0,1
44387,194057,1.0,2
44388,194218,1.0,3
44389,194366,1.0,1
44390,194474,1.0,3
44391,194623,1.0,3
44392,194722,1.0,3
44393,194812,1.0,1
44394,194901,1.0,3
44395,195024,1.0,2
44396,195130,1.0,3
44397,195300,1.0,2
44398,195367,1.0,2
44399,195554,1.0,2
44400,195677,1.0,3
44401,195762,1.0,2
44402,195827,1.0,1
44403,196488,0.5,2
44404,196562,1.0,2
44405,197223,0.75,2
44406,197383,1.0,2
44407,197556,1.0,1
44408,197652,1.0,3
44409,198352,0.7,3
44410,198511,1.0,3
44411,199211,0.8,3
44412,199872,0.125,2
44413,200082,1.0,3
44414,200782,0.7,3
44415,200937,1.0,3
44416,201082,1.0,3
44417,201157,1.0,1
44418,201248,1.0,3
44419,201948,0.8,3
44420,202061,1.0,1
44421,202225,1.0,3
44422,202925,0.8,3
44423,203046,1.0,3
44424,203746,0.8,3
44425,203868,1.0,2
44426,204062,1.0,3
44427,204132,1.0,2
44428,204832,0.5,3
44429,204912,1.0,2
44430,205573,0.5,2
44431,206234,0.75,2
44432,206292,1.0,1
44433,206953,0.25,2
44434,207099,1.0,3
44435,207199,1.0,3
44436,207321,1.0,1
44437,207379,1.0,1
44438,207483,1.0,1
44439,208183,0.6,3
44440,208309,1.0,2
44441,208406,1.0,3
44442,208501,1.0,3
44443,208692,1.0,3
44444,209392,0.4,3
44445,210053,0.875,2
44446,210198,1.0,1
44447,210859,0.75,2
44448,210973,1.0,3
44449,211130,1.0,3
44450,211225,1.0,2
44451,211319,1.0,3
44452,211445,1.0,2
44453,211531,1.0,2
44454,211653,1.0,3
44455,212314,0.625,2
44456,213014,0.8,3
44457,213159,1.0,1
44458,213311,1.0,3
44459,213457,1.0,3
44460,213572,1.0,1
44461,213699,1.0,3
44462,213758,1.0,1
44463,213914,1.0,3
44464,214614,0.7,3
44465,214766,1.0,3
44466,215427,0.75,2
44467,215554,1.0,1
44468,215722,1.0,2
44469,215801,1.0,1
44470,215963,1.0,3
44471,216110,1.0,3
44472,216215,1.0,1
44473,216394,1.0,3
44474,217094,0.4,3
44475,217218,1.0,2
44476,217918,0.5,3
44477,218038,1.0,1
44478,218147,1.0,1
44479,218310,1.0,2
44480,218403,1.0,2
44481,218548,1.0,3
44482,218669,1.0,2
44483,218816,1.0,1
44484,218947,1.0,1
44485,219059,1.0,3
44486,219226,1.0,2
44487,219385,1.0,3
44488,219480,1.0,3
44489,220141,0.75,2
44490,220246,1.0,1
44491,220314,1.0,1
44492,220479,1.0,3
44493,220605,1.0,2
44494,220708,1.0,3
44495,220868,1.0,1
44496,221568,0.3,3
44497,221760,1.0,3
44498,221925,1.0,2
44499,222625,0.1,3
44500,223325,0.8,3
44501,223463,1.0,1
44502,223616,1.0,2
44503,223694,1.0,3
44504,223793,1.0,2
44505,223924,1.0,2
44506,224022,1.0,2
44507,224120,1.0,2
44508,224219,1.0,3
44509,224385,1.0,3
44510,225046,0.625,2
44511,225146,1.0,3
44512,225303,1.0,3
44513,225394,1.0,3
44514,225511,1.0,3
44515,225667,1.0,2
44516,225728,1.0,1
44517,226389,0.25,2
44518,226499,1.0,1
44519,227199,0.8,3
44520,227278,1.0,1
44521,227424,1.0,1
44522,228124,0.3,3
44523,228223,1.0,2
44524,228336,1.0,3
44525,228470,1.0,1
44526,228609,1.0,1
44527,228779,1.0,2
44528,228870,1.0,3
44529,229531,0.75,2
44530,229678,1.0,1
44531,230339,0.25,2
44532,230917,0.5714285714285714,1
44533,231146,1.0,2
44534,231807,0.625,2
44535,232468,0.625,2
44536,233129,0.625,2
44537,233255,1.0,1
44538,233347,1.0,3
44539,233509,1.0,3
44540,233591,1.0,2
44541,233721,1.0,2
44542,233848,1.0,3
44543,233980,1.0,1
44544,234125,1.0,1
44545,234183,1.0,1
44546,234329,1.0,3
44547,234429,1.0,3
44548,234537,1.0,3
44549,235115,0.5714285714285714,1
44550,235253,1.0,1
44551,235314,1.0,1
44552,235477,1.0,2
44553,236177,0.3,3
44554,236281,1.0,2
44555,236428,1.0,1
44556,236525,1.0,2
44557,236584,1.0,1
44558,236731,1.0,3
44559,236896,1.0,2
44560,236991,1.0,2
44561,237092,1.0,3
44562,237203,1.0,1
44563,237286,1.0,2
44564,237432,1.0,1
44565,237496,1.0,1
44566,237643,1.0,3
44567,238304,0.625,2
44568,238469,1.0,2
44569,238566,1.0,1
44570,238685,1.0,1
44571,238782,1.0,3
44572,238866,1.0,1
44573,238965,1.0,2
44574,239083,1.0,4
44575,239783,0.7,3
44576,240487,0.8333333333333334,4
44577,241187,0.7,3
44578,242089,0.5714285714285714,5
44579,242991,0.5,5
44580,243153,1.0,4
44581,243857,0.75,4
44582,244028,1.0,4
44583,244186,1.0,3
44584,245088,0.5,5
44585,245242,1.0,3
44586,246144,0.5714285714285714,5
44587,246271,1.0,5
44588,247173,0.6428571428571429,5
44589,248075,0.42857142857142855,5
44590,248977,0.7857142857142857,5
44591,249879,0.5714285714285714,5
44592,250011,1.0,5
44593,250275,1.0,5
44594,250470,1.0,5
44595,251170,0.7,3
44596,252072,0.5714285714285714,5
44597,252974,0.8571428571428571,5
44598,253678,0.75,4
44599,253791,1.0,3
44600,253981,1.0,5
44601,254883,0.5,5
44602,255583,0.4,3
44603,255763,1.0,4
44604,255904,1.0,3
44605,256806,0.5714285714285714,5
44606,257506,0.8,3
44607,258408,0.5714285714285714,5
44608,259310,0.5714285714285714,5
44609,260212,0.5,5
44610,261114,0.5714285714285714,5
44611,261209,1.0,3
44612,262111,0.8571428571428571,5
44613,262811,0.8,3
44614,263713,0.21428571428571427,5
44615,264615,0.8571428571428571,5
44616,265517,0.42857142857142855,5
44617,265681,1.0,4
44618,265782,1.0,4
44619,265977,1.0,5
44620,266879,0.21428571428571427,5
44621,267781,0.5714285714285714,5
44622,268485,0.75,4
44623,269387,0.6428571428571429,5
44624,270289,0.7142857142857143,5
44625,271191,0.14285714285714285,5
44626,272093,0.2857142857142857,5
44627,272995,0.5714285714285714,5
44628,273897,0.42857142857142855,5
44629,274597,0.7,3
44630,275499,0.8571428571428571,5
44631,275638,1.0,3
44632,275793,1.0,4
44633,275889,1.0,3
44634,276023,1.0,3
44635,276180,1.0,3
44636,276290,1.0,3
44637,277192,0.7857142857142857,5
44638,277318,1.0,3
44639,278022,0.4166666666666667,4
44640,278924,0.6428571428571429,5
44641,279624,0.6,3
44642,280328,0.8333333333333334,4
44643,281028,0.7,3
44644,281266,1.0,5
44645,282168,0.6428571428571429,5
44646,282346,1.0,3
44647,283248,0.42857142857142855,5
44648,284150,0.5,5
44649,284383,1.0,5
44650,285285,0.2857142857142857,5
44651,285462,1.0,4
44652,286364,0.7142857142857143,5
44653,286521,1.0,3
44654,286648,1.0,3
44655,287550,0.42857142857142855,5
44656,288452,0.7142857142857143,5
44657,288620,1.0,4
44658,289522,0.5,5
44659,290424,0.35714285714285715,5
44660,290580,1.0,3
44661,291482,0.7857142857142857,5
44662,292384,0.35714285714285715,5
44663,293084,0.5,3
44664,293986,0.35714285714285715,5
44665,294888,0.21428571428571427,5
44666,295790,0.8571428571428571,5
44667,296692,0.6428571428571429,5
44668,297594,0.8571428571428571,5
44669,298496,0.5,5
44670,299398,0.7142857142857143,5
44671,300300,0.42857142857142855,5
44672,301202,0.7857142857142857,5
44673,301902,0.4,3
44674,302059,1.0,4
44675,302961,0.7857142857142857,5
44676,303121,1.0,3
44677,304023,0.7857142857142857,5
44678,304174,1.0,3
44679,305076,0.8571428571428571,5
44680,305776,0.7,3
44681,305967,1.0,5
44682,306869,0.42857142857142855,5
44683,307011,1.0,4
44684,307133,1.0,5
44685,307232,1.0,3
44686,308134,0.8571428571428571,5
44687,308834,0.7,3
44688,309026,1.0,5
44689,309726,0.8,3
44690,310628,0.5714285714285714,5
44691,310721,1.0,3
44692,311623,0.7857142857142857,5
44693,311750,1.0,4
44694,312652,0.7142857142857143,5
44695,313352,0.0,3
44696,314254,0.42857142857142855,5
44697,315156,0.8571428571428571,5
44698,316058,0.6428571428571429,5
44699,316960,0.42857142857142855,5
44700,317664,0.5833333333333334,4
44701,318566,0.42857142857142855,5
44702,319270,0.3333333333333333,4
44703,319462,1.0,5
44704,320364,0.5,5
44705,320482,1.0,4
44706,320640,1.0,4
44707,321542,0.42857142857142855,5
44708,322444,0.07142857142857142,5
44709,322694,1.0,5
44710,323398,0.75,4
44711,324300,0.6428571428571429,5
44712,325202,0.5,5
44713,325361,1.0,3
44714,325555,1.0,5
44715,326457,0.6428571428571429,5
44716,326562,1.0,3
44717,326808,1.0,5
44718,327710,0.5,5
44719,328612,0.2857142857142857,5
44720,329514,0.2857142857142857,5
44721,329798,1.0,5
44722,330700,0.42857142857142855,5
44723,330891,1.0,5
44724,331056,1.0,3
44725,331958,0.5,5
44726,332658,0.8,3
44727,333560,0.35714285714285715,5
44728,334462,0.7142857142857143,5
44729,335364,0.42857142857142855,5
44730,335492,1.0,4
44731,335664,1.0,4
44732,336566,0.2857142857142857,5
44733,337468,0.07142857142857142,5
44734,338370,0.8571428571428571,5
44735,339074,0.6666666666666666,4
44736,339976,0.5,5
44737,340680,0.5,4
44738,340864,1.0,5
44739,341024,1.0,3
44740,341728,0.5833333333333334,4
44741,342630,0.8571428571428571,5
44742,343532,0.42857142857142855,5
44743,344434,0.5714285714285714,5
44744,344596,1.0,4
44745,345498,0.6428571428571429,5
44746,345828,1.0,5
44747,346730,0.5,5
44748,346873,1.0,5
44749,347032,1.0,3
44750,347223,1.0,3
44751,348125,0.35714285714285715,5
44752,349027,0.35714285714285715,5
44753,349727,0.7,3
44754,349842,1.0,3
44755,349972,1.0,3
44756,350130,1.0,4
44757,350834,0.6666666666666666,4
44758,350996,1.0,3
44759,351898,0.2857142857142857,5
44760,352089,1.0,5
44761,352250,1.0,4
44762,352390,1.0,4
44763,353292,0.42857142857142855,5
44764,354194,0.5714285714285714,5
44765,354894,0.4,3
44766,355594,0.5,3
44767,355795,1.0,5
44768,355932,1.0,3
44769,356096,1.0,4
44770,356998,0.6428571428571429,5
44771,357094,1.0,3
44772,357218,1.0,4
44773,357400,1.0,4
44774,358302,0.21428571428571427,5
44775,359204,0.35714285714285715,5
44776,360106,0.7857142857142857,5
44777,361008,0.7857142857142857,5
44778,361147,1.0,4
44779,362049,0.5714285714285714,5
44780,362951,0.5,5
44781,363853,0.7857142857142857,5
44782,363953,1.0,3
44783,364082,1.0,3
44784,364984,0.7857142857142857,5
44785,365684,0.4,3
44786,365828,1.0,4
44787,365993,1.0,3
44788,366895,0.6428571428571429,5
44789,367599,0.8333333333333334,4
44790,367791,1.0,5
44791,368491,0.8,3
44792,368649,1.0,5
44793,368812,1.0,5
44794,368980,1.0,4
44795,369882,0.8571428571428571,5
44796,370582,0.6,3
44797,370742,1.0,4
44798,371644,0.8571428571428571,5
44799,372546,0.6428571428571429,5
44800,372653,1.0,3
44801,372809,1.0,5
44802,373711,0.5,5
44803,373860,1.0,5
44804,373992,1.0,5
44805,374894,0.7142857142857143,5
44806,375796,0.21428571428571427,5
44807,376698,0.8571428571428571,5
44808,377600,0.35714285714285715,5
44809,377710,1.0,3
44810,378612,0.5714285714285714,5
44811,379312,0.6,3
44812,379411,1.0,3
44813,380313,0.42857142857142855,5
44814,380478,1.0,3
44815,381380,0.7857142857142857,5
44816,382282,0.6428571428571429,5
44817,382469,1.0,5
44818,382630,1.0,3
44819,383532,0.2857142857142857,5
44820,384434,0.8571428571428571,5
44821,385138,0.5833333333333334,4
44822,386040,0.5,5
44823,386136,1.0,3
44824,387038,0.5,5
44825,387184,1.0,3
44826,388086,0.5,5
44827,388326,1.0,5
44828,389228,0.21428571428571427,5
44829,390130,0.5714285714285714,5
44830,391032,0.9285714285714286,5
44831,391736,0.5,4
44832,392638,0.7857142857142857,5
44833,393540,0.7142857142857143,5
44834,394240,0.8,3
44835,395142,0.7142857142857143,5
44836,395337,1.0,5
44837,395493,1.0,4
44838,396395,0.2857142857142857,5
44839,397297,0.5714285714285714,5
44840,398199,0.5,5
44841,398299,1.0,3
44842,398485,1.0,5
