train_episode,train_steps,reward,env
43751,44445,28.05658721923828,3
43752,44659,214.59925842285156,8
43753,44764,62.31729316711426,0
43754,44823,62.08151340484619,0
43755,44918,72.43875980377197,1
43756,45077,72.68197536468506,1
43757,45159,72.58993434906006,1
43758,45737,21.53556101024151,1
43759,45841,62.31771373748779,0
43760,46802,67.85873678326607,6
43761,47868,13.314633086323738,8
43762,47940,62.62978744506836,0
43763,48516,31.62436932325363,0
43764,48698,63.391716957092285,0
43765,48859,63.559184074401855,0
43766,49435,32.09029769897461,0
43767,49500,72.4407548904419,1
43768,49647,73.76808738708496,1
43769,50223,31.72176742553711,0
43770,50304,61.916860580444336,0
43771,50444,74.346604347229,1
43772,50540,62.1569242477417,0
43773,51116,31.91100835800171,0
43774,51222,72.87891483306885,1
43775,51310,62.57368755340576,0
43776,51448,63.55884647369385,0
43777,51543,62.628902435302734,0
43778,51803,61.594961166381836,0
43779,51949,73.76751232147217,1
43780,52081,61.72598934173584,0
43781,52156,62.592942237854004,0
43782,52240,73.12093353271484,1
43783,52449,62.143555641174316,0
43784,53025,41.48855731636286,0
43785,53092,72.44249439239502,1
43786,53200,72.87869548797607,1
43787,53778,27.437798023223877,1
43788,53844,62.08109188079834,0
43789,53998,72.528244972229,1
43790,54051,62.0222282409668,0
43791,54193,63.55930805206299,0
43792,54259,62.02225971221924,0
43793,54339,72.43778991699219,1
43794,54488,73.76615142822266,1
43795,55066,1.4297248348593712,1
43796,55157,72.69367980957031,1
43797,55735,-2.4574012756347656,1
43798,55846,62.32138729095459,0
43799,55897,72.33349609375,1
43800,55989,73.39879989624023,1
43801,56083,62.62890148162842,0
43802,56127,71.82518863677979,1
43803,56288,63.559326171875,0
43804,56348,62.08151149749756,0
43805,56926,27.466476917266846,1
43806,57069,72.87801361083984,1
43807,57189,61.672698974609375,0
43808,57239,72.19469261169434,1
43809,57317,72.42513656616211,1
43810,57462,73.76568412780762,1
43811,57546,73.28905773162842,1
43812,58122,6.071159429848194,0
43813,58195,62.62982654571533,0
43814,58308,62.32016468048096,0
43815,58426,62.96378421783447,0
43816,58549,72.915207862854,1
43817,58648,72.44195365905762,1
43818,58738,61.66883945465088,0
43819,58840,61.573415756225586,0
43820,58898,62.0827751159668,0
43821,58997,62.75260639190674,0
43822,59063,62.05275917053223,0
43823,59188,62.75224685668945,0
43824,59764,31.83262062072754,0
43825,60342,51.54436683654785,1
43826,60920,10.935095310211182,1
43827,61102,62.01621913909912,0
43828,61219,62.6796236038208,0
43829,61380,63.56217956542969,0
43830,61486,62.32137966156006,0
43831,61541,61.8432092666626,0
43832,61646,72.87846755981445,1
43833,61752,61.67506217956543,0
43834,61829,61.454463958740234,0
43835,61934,63.71670722961426,0
43836,62080,73.76756286621094,1
43837,62186,62.82178783416748,0
43838,62255,72.44161701202393,1
43839,62833,31.955920070409775,1
43840,62899,62.082794189453125,0
43841,62978,72.44073104858398,1
43842,63556,32.28905314207077,1
43843,64134,26.516685009002686,1
43844,64712,21.318899661302567,1
43845,64810,72.21351623535156,1
43846,64883,62.62959957122803,0
43847,65044,73.425461769104,1
43848,65622,51.67241382598877,1
43849,65701,72.37170124053955,1
43850,65753,72.19468879699707,1
43851,65892,62.96980285644531,0
43852,65959,72.32490634918213,1
43853,66070,62.31901264190674,0
43854,66211,63.55894184112549,0
43855,66317,72.87890338897705,1
43856,66420,72.35744762420654,1
43857,66502,61.465986251831055,0
43858,66648,73.76832485198975,1
43859,66738,72.5117883682251,1
43860,66871,73.11931991577148,1
43861,67449,17.23782905936241,1
43862,68025,1.4251503944396973,0
43863,68186,63.56074810028076,0
43864,68279,62.628912925720215,0
43865,68340,72.43990898132324,1
43866,68452,61.67204475402832,0
43867,68539,62.08111000061035,0
43868,68641,72.87892436981201,1
43869,68702,72.44117450714111,1
43870,68850,73.76815795898438,1
43871,69428,1.4424806907773018,1
43872,69572,63.56331729888916,0
43873,70148,32.21050453186035,0
43874,70253,62.317291259765625,0
43875,70831,51.72701930999756,1
43876,70978,72.8760290145874,1
43877,71125,73.76757335662842,1
43878,71209,71.86623096466064,1
43879,71785,16.53844928741455,0
43880,72361,21.744326159358025,0
43881,72436,71.87275314331055,1
43882,72525,72.43622779846191,1
43883,72712,74.34554100036621,1
43884,72781,71.8163890838623,1
43885,72861,72.73293113708496,1
43886,72942,73.62417602539062,1
43887,73031,62.07794952392578,0
43888,73104,62.62979507446289,0
43889,73680,41.33559513092041,0
43890,73739,72.4408130645752,1
43891,73881,63.558664321899414,0
43892,73988,72.87806510925293,1
43893,74033,61.863380432128906,0
43894,74122,72.25111675262451,1
43895,74227,62.59189033508301,0
43896,74321,72.02842044830322,1
43897,74897,31.63741159439087,0
43898,74982,72.8374195098877,1
43899,75560,0.7717825770378113,1
43900,75630,62.082759857177734,0
43901,75779,73.76817607879639,1
43902,75851,62.62979507446289,0
43903,75934,62.62448787689209,0
43904,76077,63.562867164611816,0
43905,76184,72.87893104553223,1
43906,76762,41.98231403529644,1
43907,76837,62.629777908325195,0
43908,76983,73.76765060424805,1
43909,77063,72.43951034545898,1
43910,77168,62.317294120788574,0
43911,77272,62.08225345611572,0
43912,77405,73.12227153778076,1
43913,77491,62.12977313995361,0
43914,77587,62.66056537628174,0
43915,77706,73.03120708465576,1
43916,77793,62.271318435668945,0
43917,77938,63.55999755859375,0
43918,78516,11.711385726928711,1
43919,78660,73.7660722732544,1
43920,79238,26.72759437561035,1
43921,79816,17.0344118475914,1
43922,79946,73.44397926330566,1
43923,80020,62.62980651855469,0
43924,80184,63.55679512023926,0
43925,80237,72.0569953918457,1
43926,80352,61.86195659637451,0
43927,80463,72.87714385986328,1
43928,80544,72.90034770965576,1
43929,81122,26.15841817855835,1
43930,81202,72.01494884490967,1
43931,81307,61.92008876800537,0
43932,81367,62.08151149749756,0
43933,81945,11.523228645324707,1
43934,82023,72.17115592956543,1
43935,82168,73.7660722732544,1
43936,82254,72.43918800354004,1
43937,82358,62.3192777633667,0
43938,82433,62.62979793548584,0
43939,82505,72.39880466461182,1
43940,82666,63.56339168548584,0
43941,82821,63.39700126647949,0
43942,82967,72.87649250030518,1
43943,83050,72.03517150878906,1
43944,83179,73.02859878540039,1
43945,83755,41.67505073547363,0
43946,83791,71.69417572021484,1
43947,83881,72.85257339477539,1
43948,84457,16.552353382110596,0
43949,84539,72.69783401489258,1
43950,84685,73.76413345336914,1
43951,84757,62.62972831726074,0
43952,84837,62.081040382385254,0
43953,84946,62.485469818115234,0
43954,85055,72.87893199920654,1
43955,85195,63.56127452850342,0
43956,85271,72.43811798095703,1
43957,85379,62.384033203125,0
43958,85492,73.5593433380127,1
43959,85572,62.081003189086914,0
43960,85646,61.87807750701904,0
43961,85795,73.03785991668701,1
43962,85876,72.83087253570557,1
43963,85935,61.89665699005127,0
43964,86012,61.665056228637695,0
43965,86125,72.67606163024902,1
43966,86197,62.629807472229004,0
43967,86271,72.43809700012207,1
43968,86415,73.76607131958008,1
43969,86474,72.28558540344238,1
43970,86579,62.318437576293945,0
43971,86636,62.082794189453125,0
43972,86798,63.56150436401367,0
43973,87376,42.328659534454346,1
43974,87954,11.803814888000488,1
43975,88028,62.62983703613281,0
43976,88100,72.43991279602051,1
43977,88244,73.76958751678467,1
43978,88357,62.316537857055664,0
43979,88455,62.327754974365234,0
43980,88528,72.13169956207275,1
43981,88673,63.559617042541504,0
43982,88763,61.66861343383789,0
43983,88823,62.08282661437988,0
43984,88909,72.43936920166016,1
43985,89009,62.7528190612793,0
43986,89218,63.560455322265625,0
43987,89794,42.670884132385254,0
43988,89870,72.39900207519531,1
43989,89947,61.94829082489014,0
43990,90033,62.73510551452637,0
43991,90139,62.5994758605957,0
43992,90213,62.079649925231934,0
43993,90368,62.65902042388916,0
43994,90514,73.7681655883789,1
43995,90596,72.43934059143066,1
43996,90782,62.36059856414795,0
43997,90861,72.55285453796387,1
43998,91086,73.01089286804199,1
43999,91247,63.5615177154541,0
44000,91342,61.832133293151855,0
44001,91397,72.12682056427002,1
44002,91502,72.48329067230225,1
44003,91561,62.082794189453125,0
44004,91708,73.76605224609375,1
44005,91813,62.317291259765625,0
44006,91884,61.91249370574951,0
44007,92462,42.2675986289978,1
44008,93040,-18.27294397354126,1
44009,93143,62.55091953277588,0
44010,93283,63.56110382080078,0
44011,93353,62.629798889160156,0
44012,93406,72.19742012023926,1
44013,93485,62.437686920166016,0
44014,93522,71.4468765258789,1
44015,93670,73.76816940307617,1
44016,93820,72.87454509735107,1
44017,93891,72.4381685256958,1
44018,93986,71.46683406829834,1
44019,94109,72.44082927703857,1
44020,94205,72.5879955291748,1
44021,94302,72.49606704711914,1
44022,94444,63.55908489227295,0
44023,94515,62.6297550201416,0
44024,94656,73.30967712402344,1
44025,94735,62.08098030090332,0
44026,94796,61.997164726257324,0
44027,94901,62.31728172302246,0
44028,95006,72.87887191772461,1
44029,95092,72.43764781951904,1
44030,95241,73.76623058319092,1
44031,95323,61.83451461791992,0
44032,95385,62.08409404754639,0
44033,95497,62.689571380615234,0
44034,95576,72.4408130645752,1
44035,95720,63.559749603271484,0
44036,96298,27.211595058441162,1
44037,96356,62.08405303955078,0
44038,96500,73.76750373840332,1
44039,96573,62.6298189163208,0
44040,97151,-18.17261552810669,1
44041,97217,62.05276107788086,0
44042,97379,63.56234645843506,0
44043,97506,72.87888145446777,1
44044,97556,72.19475078582764,1
44045,97637,72.43940353393555,1
44046,97730,62.62889289855957,0
44047,97791,62.08279228210449,0
44048,97880,73.28912734985352,1
44049,98026,73.7656831741333,1
44050,98077,61.95211219787598,0
44051,98187,62.31656742095947,0
44052,98245,72.43992233276367,1
44053,98821,31.860724449157715,0
44054,98881,62.08279514312744,0
44055,98989,73.11990070343018,1
44056,99088,61.887678146362305,0
44057,99203,104.04564571380615,3
44058,99286,83.513671875,2
44059,99450,84.19816398620605,2
44060,99599,104.00579071044922,3
44061,99693,83.12489032745361,2
44062,99838,73.7695894241333,1
44063,99944,72.87846565246582,1
44064,100644,58.51465845108032,3
44065,100793,104.00448322296143,3
44066,100950,105.68244647979736,3
44067,101650,43.28864049911499,3
44068,101786,105.92719459533691,3
44069,101907,103.96485042572021,3
44070,102568,53.28264904022217,2
44071,102703,104.58543682098389,3
44072,102869,84.19705009460449,2
44073,102974,72.87889289855957,1
44074,103123,104.00547695159912,3
44075,103784,52.195820808410645,2
44076,104445,36.70195722579956,2
44077,105023,-3.179267406463623,1
44078,105116,104.05073928833008,3
44079,105246,105.93077564239502,3
44080,105402,105.68232727050781,3
44081,105500,104.1321268081665,3
44082,105626,72.87798690795898,1
44083,105751,104.95009136199951,3
44084,105855,102.81193161010742,3
44085,106012,84.29572772979736,2
44086,106129,104.50723457336426,3
44087,106231,83.1175651550293,2
44088,106360,106.65844631195068,3
44089,106420,72.43990421295166,1
44090,106564,73.76816844940186,1
44091,107264,73.46204662322998,3
44092,107964,-0.3028244972229004,3
44093,108121,105.68206977844238,3
44094,108226,72.87892246246338,1
44095,108887,42.154258012771606,2
44096,109025,73.03792762756348,1
44097,109147,103.9661636352539,3
44098,109294,104.00421810150146,3
44099,109404,104.04958152770996,3
44100,109567,84.19674301147461,2
44101,109676,104.47585582733154,3
44102,110337,53.07923746109009,2
44103,110494,105.68257713317871,3
44104,110599,72.87893486022949,1
44105,111299,3.0524342209100723,3
44106,111426,73.0305700302124,1
44107,111551,84.31327056884766,2
44108,111673,103.96434497833252,3
44109,111770,104.13190841674805,3
44110,111907,103.74254131317139,3
44111,112103,107.01307392120361,3
44112,112803,73.79295778274536,3
44113,113464,52.927156925201416,2
44114,113611,73.76684761047363,1
44115,114311,63.464226722717285,3
44116,114404,104.04974174499512,3
44117,115104,57.562167167663574,3
44118,115804,74.56207990646362,3
44119,115914,106.80558013916016,3
44120,116010,83.12181949615479,2
44121,116710,48.7784628868103,3
44122,116876,84.1998929977417,2
44123,117537,53.710079193115234,2
44124,117693,105.68240547180176,3
44125,118393,8.673864483833313,3
44126,119093,43.76915502548218,3
44127,119259,84.20139408111572,2
44128,119370,72.87628078460693,1
44129,119465,83.51123332977295,2
44130,119548,72.01489925384521,1
44131,120209,6.982948303222656,2
44132,120301,104.12849521636963,3
44133,120467,103.99884510040283,3
