train_episode,train_steps,reward,env
45251,45482,170.99316596984863,1
45252,46384,86.37881135940552,0
45253,47286,57.490455597639084,0
45254,48247,41.251987993717194,1
45255,48397,147.79130935668945,0
45256,49299,96.39487427473068,0
45257,50201,106.15286949276924,0
45258,50318,147.31382942199707,0
45259,51279,11.940364509820938,1
45260,52181,34.325442761182785,0
45261,53142,10.12450242601335,1
45262,53315,149.65654754638672,0
45263,54276,-29.223517417907715,1
45264,54433,146.36209392547607,0
45265,55335,67.71271686255932,0
45266,56237,-2.6902446150779724,0
45267,57139,120.37892532348633,0
45268,58100,61.21379769220948,1
45269,59061,62.21847724914551,1
45270,60022,75.9801230430603,1
45271,60924,40.26727485656738,0
45272,61885,-5.469729423522949,1
45273,62846,93.92588949203491,1
45274,63181,151.82560443878174,0
45275,64142,139.90855741500854,1
45276,65044,25.189277172088623,0
45277,66005,22.131746768951416,1
45278,66166,150.61029148101807,0
45279,67127,92.3161244392395,1
45280,68088,93.45959013700485,1
45281,68304,151.2384967803955,0
45282,69265,85.58819270133972,1
45283,70226,101.80278906226158,1
45284,70527,148.56153678894043,0
45285,71488,11.514985356479883,1
45286,72390,119.27697849273682,0
45287,72568,170.1217384338379,1
45288,73470,118.28073215484619,0
45289,73719,167.78582191467285,1
45290,74680,38.981172159314156,1
45291,75641,47.65312131308019,1
45292,76543,36.08999741077423,0
45293,77445,70.77450561523438,0
45294,78347,87.70600652694702,0
45295,78496,146.9490613937378,0
45296,78777,149.67632579803467,0
45297,79738,117.36702601611614,1
45298,80109,149.37879943847656,0
45299,81011,85.8275146484375,0
45300,81972,-5.664379009976983,1
45301,82874,103.99998188018799,0
45302,83776,99.87396097183228,0
45303,84737,8.81529238820076,1
45304,85698,14.511364221572876,1
45305,86659,66.69570105522871,1
45306,87561,99.79893308877945,0
45307,88522,114.43947994709015,1
45308,89483,108.25498962402344,1
45309,90444,4.143620014190674,1
45310,91405,58.3420644402504,1
45311,92366,33.90435791015625,1
45312,93327,101.53673028945923,1
45313,94288,-22.10877562314272,1
45314,95190,58.299885749816895,0
45315,96092,0.7828431129455566,0
45316,97053,4.875913105905056,1
45317,98014,43.22550404071808,1
45318,98142,147.0088062286377,0
45319,99044,7.4622960686683655,0
45320,99264,151.1479263305664,0
45321,100225,6.592725098133087,1
45322,101127,15.263339459896088,0
45323,102088,47.807801723480225,1
45324,102302,169.87310409545898,1
45325,102581,147.77855396270752,0
45326,102742,151.76673030853271,0
45327,102913,149.21394729614258,0
45328,103815,116.9411416053772,0
45329,104776,-33.6186882853508,1
45330,105678,76.80301171541214,0
45331,106639,61.33932685852051,1
45332,107600,83.25656697154045,1
45333,107858,169.99933528900146,1
45334,108819,140.19548416137695,1
45335,109031,170.26909065246582,1
45336,109168,169.94093894958496,1
45337,110070,35.367469891905785,0
45338,110269,170.12463855743408,1
45339,111230,-9.395993262529373,1
45340,112191,26.754561722278595,1
45341,113152,48.34260871820152,1
45342,113481,172.18780326843262,1
45343,114383,25.12387463450432,0
45344,114607,149.93108081817627,0
45345,114770,146.35922527313232,0
45346,114934,146.92741870880127,0
45347,115836,88.6106071472168,0
45348,116797,94.7387204170227,1
45349,117758,103.64116869866848,1
45350,117929,149.06432342529297,0
45351,118890,100.67883323132992,1
45352,119093,151.27439403533936,0
45353,119995,20.839593142271042,0
45354,120897,67.09204143285751,0
45355,121858,67.31018871814013,1
45356,122819,0.5048542022705078,1
45357,123721,119.86878824234009,0
45358,124623,118.52227926254272,0
45359,124822,169.9573850631714,1
45360,125783,30.387281119823456,1
45361,126685,72.442143201828,0
45362,127646,71.92431107163429,1
45363,128607,7.190629750490189,1
45364,128758,167.38992881774902,1
45365,129719,-8.33533639460802,1
45366,130621,51.754091426730156,0
45367,131582,-11.407588809728622,1
45368,132543,52.09807804226875,1
45369,133504,44.09410262107849,1
45370,134406,118.74443244934082,0
45371,135367,84.89143605343997,1
45372,136269,58.21591568738222,0
45373,137171,10.883442096412182,0
45374,138073,85.98481178283691,0
45375,139034,84.6784233301878,1
45376,139995,116.59519064426422,1
45377,140956,98.29560314118862,1
45378,141253,151.29538917541504,0
45379,142214,51.90495330095291,1
45380,143175,93.50811356306076,1
45381,144136,41.15941593982279,1
45382,145038,19.717895030975342,0
45383,145999,9.146618783473969,1
45384,146960,-0.2868820130825043,1
45385,147144,148.26531982421875,0
45386,148046,101.40563201904297,0
45387,148948,60.40049523115158,0
45388,149200,151.03217315673828,0
45389,149407,147.41858577728271,0
45390,150368,45.112446412444115,1
45391,150513,168.95273208618164,1
45392,151474,139.46414184570312,1
45393,152435,45.96830713003874,1
45394,153337,71.24486970901489,0
45395,154239,72.8072156906128,0
45396,155141,119.85063076019287,0
45397,155353,171.93016242980957,1
45398,156255,118.84080171585083,0
45399,157216,127.05276507139206,1
45400,158177,142.66127586364746,1
45401,159079,39.96827419102192,0
45402,160040,94.96450901031494,1
45403,161001,42.97459098696709,1
45404,161903,96.32046416774392,0
45405,162147,171.71426677703857,1
45406,162299,148.31659984588623,0
45407,162553,147.9028720855713,0
45408,162707,148.04283332824707,0
45409,162929,169.53934478759766,1
45410,163831,10.298240423202515,0
45411,164792,105.20469143986702,1
45412,165694,120.58320331573486,0
45413,166655,94.203360080719,1
45414,166797,145.55378246307373,0
45415,167758,76.32183074951172,1
45416,167898,149.270357131958,0
45417,168800,50.64517652988434,0
45418,168976,148.08410358428955,0
45419,169878,30.450841903686523,0
45420,170049,148.7743797302246,0
45421,170951,65.85247999429703,0
45422,171912,29.877541542053223,1
45423,172873,16.67662501335144,1
45424,173834,65.42097432911396,1
45425,174795,26.317579180002213,1
45426,175697,38.746644496917725,0
45427,175871,170.09244632720947,1
45428,176832,-60.82807815074921,1
45429,176998,149.14602661132812,0
45430,177900,35.3782404884696,0
45431,178861,116.40945625305176,1
45432,179822,-10.610793882980943,1
45433,180783,82.98892512917519,1
45434,181744,-15.384099006652832,1
45435,182705,78.22949361801147,1
45436,183607,101.8882703781128,0
45437,184509,10.336853682994843,0
45438,185470,139.62762784957886,1
45439,185745,171.76194095611572,1
45440,186647,81.50530478358269,0
45441,186826,170.07507801055908,1
45442,187728,77.87150603532791,0
45443,188630,77.71298056840897,0
45444,189532,102.63038539886475,0
45445,190493,38.43305867910385,1
45446,191454,47.11329461634159,1
45447,192356,11.086153000593185,0
45448,193258,56.91358709335327,0
45449,194219,15.708971738815308,1
45450,194394,149.10469818115234,0
45451,194634,147.94524383544922,0
45452,195536,96.55225467309356,0
45453,196497,64.71142435073853,1
45454,196688,147.84086990356445,0
45455,197649,24.23503100220114,1
45456,198610,106.66925144195557,1
45457,199571,37.86676448583603,1
45458,200532,34.14539670199156,1
45459,201434,66.79484188556671,0
45460,202336,67.31672099232674,0
45461,202521,150.33963203430176,0
45462,203423,0.13991107046604156,0
45463,204325,86.59270256757736,0
45464,205227,120.07667207717896,0
45465,206129,29.059087842702866,0
45466,206345,173.55322360992432,1
45467,207247,47.555296547710896,0
45468,207561,171.21816158294678,1
45469,208522,52.70274007320404,1
45470,209424,41.28821325302124,0
45471,210385,31.587152004241943,1
45472,211287,117.95608901977539,0
45473,211474,147.89122486114502,0
45474,212435,57.57244050875306,1
45475,213337,117.10805177688599,0
