train_episode,train_steps,percent_done,env
45251,45482,1.0,1
45252,46384,0.7142857142857143,0
45253,47286,0.5,0
45254,48247,0.4375,1
45255,48397,1.0,0
45256,49299,0.7142857142857143,0
45257,50201,0.7857142857142857,0
45258,50318,1.0,0
45259,51279,0.3125,1
45260,52181,0.2857142857142857,0
45261,53142,0.25,1
45262,53315,1.0,0
45263,54276,0.1875,1
45264,54433,1.0,0
45265,55335,0.5,0
45266,56237,0.21428571428571427,0
45267,57139,0.8571428571428571,0
45268,58100,0.5,1
45269,59061,0.5625,1
45270,60022,0.625,1
45271,60924,0.5,0
45272,61885,0.1875,1
45273,62846,0.6875,1
45274,63181,1.0,0
45275,64142,0.875,1
45276,65044,0.42857142857142855,0
45277,66005,0.375,1
45278,66166,1.0,0
45279,67127,0.6875,1
45280,68088,0.625,1
45281,68304,1.0,0
45282,69265,0.5625,1
45283,70226,0.625,1
45284,70527,1.0,0
45285,71488,0.25,1
45286,72390,0.8571428571428571,0
45287,72568,1.0,1
45288,73470,0.8571428571428571,0
45289,73719,1.0,1
45290,74680,0.3125,1
45291,75641,0.3125,1
45292,76543,0.35714285714285715,0
45293,77445,0.6428571428571429,0
45294,78347,0.7142857142857143,0
45295,78496,1.0,0
45296,78777,1.0,0
45297,79738,0.6875,1
45298,80109,1.0,0
45299,81011,0.7142857142857143,0
45300,81972,0.0625,1
45301,82874,0.7857142857142857,0
45302,83776,0.7857142857142857,0
45303,84737,0.25,1
45304,85698,0.25,1
45305,86659,0.4375,1
45306,87561,0.7142857142857143,0
45307,88522,0.75,1
45308,89483,0.75,1
45309,90444,0.3125,1
45310,91405,0.4375,1
45311,92366,0.4375,1
45312,93327,0.75,1
45313,94288,0.0625,1
45314,95190,0.5714285714285714,0
45315,96092,0.2857142857142857,0
45316,97053,0.0625,1
45317,98014,0.375,1
45318,98142,1.0,0
45319,99044,0.2857142857142857,0
45320,99264,1.0,0
45321,100225,0.3125,1
45322,101127,0.35714285714285715,0
45323,102088,0.5,1
45324,102302,1.0,1
45325,102581,1.0,0
45326,102742,1.0,0
45327,102913,1.0,0
45328,103815,0.8571428571428571,0
45329,104776,0.125,1
45330,105678,0.5714285714285714,0
45331,106639,0.5625,1
45332,107600,0.5625,1
45333,107858,1.0,1
45334,108819,0.875,1
45335,109031,1.0,1
45336,109168,1.0,1
45337,110070,0.35714285714285715,0
45338,110269,1.0,1
45339,111230,0.25,1
45340,112191,0.375,1
45341,113152,0.3125,1
45342,113481,1.0,1
45343,114383,0.35714285714285715,0
45344,114607,1.0,0
45345,114770,1.0,0
45346,114934,1.0,0
45347,115836,0.7142857142857143,0
45348,116797,0.6875,1
45349,117758,0.6875,1
45350,117929,1.0,0
45351,118890,0.6875,1
45352,119093,1.0,0
45353,119995,0.2857142857142857,0
45354,120897,0.5714285714285714,0
45355,121858,0.5,1
45356,122819,0.3125,1
45357,123721,0.8571428571428571,0
45358,124623,0.8571428571428571,0
45359,124822,1.0,1
45360,125783,0.375,1
45361,126685,0.5714285714285714,0
45362,127646,0.4375,1
45363,128607,0.25,1
45364,128758,1.0,1
45365,129719,0.125,1
45366,130621,0.42857142857142855,0
45367,131582,0.1875,1
45368,132543,0.5,1
45369,133504,0.375,1
45370,134406,0.8571428571428571,0
45371,135367,0.5,1
45372,136269,0.5,0
45373,137171,0.2857142857142857,0
45374,138073,0.7142857142857143,0
45375,139034,0.5625,1
45376,139995,0.6875,1
45377,140956,0.6875,1
45378,141253,1.0,0
45379,142214,0.5,1
