train_episode,train_steps,median_history,env
45396,155141,,0
45397,155353,,1
45398,156255,,0
45399,157216,,1
45400,158177,,1
45401,159079,,0
45402,160040,,1
45403,161001,,1
45404,161903,,0
45405,162147,,1
45406,162299,,0
45407,162553,,0
45408,162707,,0
45409,162929,,1
45410,163831,,0
45411,164792,,1
45412,165694,,0
45413,166655,,1
45414,166797,,0
45415,167758,,1
45416,167898,,0
45417,168800,,0
45418,168976,,0
45419,169878,,0
45420,170049,,0
45421,170951,,0
45422,171912,,1
45423,172873,,1
45424,173834,,1
45425,174795,,1
45426,175697,,0
45427,175871,,1
45428,176832,,1
45429,176998,,0
45430,177900,,0
45431,178861,,1
45432,179822,,1
45433,180783,,1
45434,181744,,1
45435,182705,,1
45436,183607,,0
45437,184509,,0
45438,185470,,1
45439,185745,,1
45440,186647,,0
45441,186826,,1
45442,187728,,0
45443,188630,,0
45444,189532,,0
45445,190493,,1
45446,191454,,1
45447,192356,,0
45448,193258,,0
45449,194219,,1
45450,194394,,0
45451,194634,,0
45452,195536,,0
45453,196497,,1
45454,196688,,0
45455,197649,,1
45456,198610,,1
45457,199571,,1
45458,200532,,1
45459,201434,,0
45460,202336,,0
45461,202521,,0
45462,203423,,0
45463,204325,,0
45464,205227,,0
45465,206129,,0
45466,206345,,1
45467,207247,,0
45468,207561,,1
45469,208522,,1
45470,209424,,0
45471,210385,,1
45472,211287,,0
45473,211474,,0
45474,212435,,1
45475,213337,,0
45476,214298,,1
45477,215200,,0
45478,216102,,0
45479,216259,,0
45480,217161,,0
45481,217282,,0
45482,217503,,0
45483,218464,,1
45484,219366,,0
45485,220268,,0
45486,221170,,0
45487,221328,,1
45488,222289,,1
45489,223191,,0
45490,224093,,0
45491,224995,,0
45492,225897,,0
45493,226093,,0
45494,227054,,1
45495,227339,,1
45496,228300,,1
45497,229202,,0
45498,230104,,0
45499,230268,,0
45500,231229,,1
45501,232190,,1
45502,232440,,0
45503,233401,,1
45504,233563,,0
45505,234465,,0
45506,235426,,1
45507,236328,,0
45508,237289,,1
45509,237466,,1
45510,238427,,1
45511,239388,,1
45512,239580,,0
45513,240541,,1
45514,240764,,1
45515,241666,,0
45516,242627,,1
45517,243529,,0
45518,243773,,1
45519,244734,,1
45520,245636,,0
45521,246597,,1
45522,247558,,1
45523,248519,,1
45524,249421,,0
45525,250382,,1
45526,251284,,0
45527,252245,,1
45528,253147,,0
45529,254108,,1
45530,255010,,0
45531,255971,,1
45532,256873,,0
45533,257775,,0
45534,257998,,0
45535,258900,,0
45536,259861,,1
45537,260049,,0
45538,261010,,1
45539,261912,,0
45540,262873,,1
45541,263834,,1
45542,263959,,0
45543,264861,,0
45544,265822,,1
45545,266783,,1
45546,267744,,1
45547,267893,,0
45548,268795,,0
45549,269756,,1
45550,269936,,0
45551,270897,,1
45552,271858,,1
45553,271973,,1
45554,272934,,1
45555,273895,,1
45556,274053,,0
45557,274955,,0
45558,275857,,0
45559,276759,,0
45560,277661,,0
45561,278563,,0
45562,279465,,0
45563,280367,,0
45564,280624,,0
45565,281585,,1
45566,282546,,1
45567,283448,,0
45568,284409,,1
45569,285370,,1
45570,286331,,1
45571,287233,,0
45572,287424,,0
45573,288385,,1
45574,288605,,0
45575,289566,,1
45576,290468,,0
45577,291429,,1
45578,291621,,0
45579,291774,,0
45580,292676,,0
45581,293637,,1
45582,293884,,0
45583,294786,,0
45584,295747,,1
45585,295925,,1
45586,296213,,1
45587,296408,,0
45588,296575,,0
45589,297536,,1
45590,297712,,0
45591,297990,,0
45592,298160,,0
45593,299121,,1
45594,300023,,0
45595,300984,,1
45596,301886,,0
45597,302788,,0
45598,303690,,0
45599,304592,,0
45600,305494,,0
45601,306455,,1
45602,307416,,1
45603,308318,,0
45604,309220,,0
45605,309456,,0
45606,310358,,0
45607,311319,,1
45608,312221,,0
45609,313123,,0
45610,314084,,1
45611,314986,,0
45612,315947,,1
45613,316107,,0
45614,317068,,1
45615,318029,,1
45616,318990,,1
45617,319951,,1
45618,320912,,1
45619,321873,,1
45620,322834,,1
45621,323795,,1
45622,324697,,0
45623,324956,,1
45624,325917,,1
45625,326819,,0
45626,327020,,0
45627,327981,,1
45628,328883,,0
45629,329785,,0
45630,330746,,1
45631,331707,,1
45632,332668,,1
45633,332813,,1
45634,333774,,1
45635,334735,,1
45636,335637,,0
45637,336598,,1
45638,337500,,0
45639,338461,,1
45640,339422,,1
45641,340383,,1
45642,341344,,1
45643,342305,,1
45644,343207,,0
45645,344109,,0
45646,345070,,1
45647,346031,,1
45648,346992,,1
45649,347894,,0
45650,348796,,0
45651,349757,,1
45652,350718,,1
45653,351679,,1
45654,352640,,1
45655,353542,,0
45656,354444,,0
45657,355405,,1
45658,356307,,0
45659,357268,,1
45660,358229,,1
45661,359131,,0
45662,359378,,0
45663,360339,,1
45664,361241,,0
45665,362143,,0
45666,363104,,1
45667,364065,,1
45668,364967,,0
45669,365869,,0
45670,366830,,1
45671,367732,,0
45672,368634,,0
45673,369595,,1
45674,370556,,1
45675,371458,,0
45676,372360,,0
45677,373321,,1
45678,373483,,0
45679,374444,,1
45680,374679,,1
45681,375581,,0
45682,376542,,1
45683,377444,,0
45684,378346,,0
45685,379307,,1
45686,380268,,1
45687,381170,,0
45688,382072,,0
45689,382974,,0
45690,383935,,1
45691,384837,,0
45692,385739,,0
45693,386641,,0
45694,387543,,0
45695,388504,,1
45696,388697,,0
45697,389599,,0
45698,390560,,1
45699,391462,,0
45700,392423,,1
45701,393384,,1
45702,394286,,0
45703,395247,,1
45704,396149,,0
45705,397051,,0
45706,398012,,1
45707,398914,,0
45708,399875,,1
45709,400777,,0
45710,400922,,0
45711,401883,,1
45712,402785,,0
45713,403746,,1
45714,404707,,1
45715,405668,,1
45716,406629,,1
45717,407590,,1
45718,408551,,1
45719,409453,,0
45720,410355,,0
45721,410630,,1
45722,411591,,1
45723,412493,,0
45724,413395,,0
45725,414356,,1
45726,415258,,0
45727,416160,,0
45728,417062,,0
45729,418023,,1
45730,418984,,1
45731,419945,,1
45732,420906,,1
45733,421808,,0
45734,422710,,0
45735,423671,,1
45736,424573,,0
45737,425534,,1
45738,426436,,0
45739,427397,,1
45740,428358,,1
45741,429260,,0
45742,430162,,0
45743,431064,,0
45744,431966,,0
45745,432927,,1
45746,433888,,1
45747,434790,,0
45748,434925,,0
45749,435886,,1
45750,436052,,0
45751,436954,,0
45752,437915,,1
45753,438817,,0
45754,439778,,1
45755,440680,,0
45756,441641,,1
45757,441802,,0
45758,442009,,1
45759,442911,,0
45760,443872,,1
45761,444774,,0
45762,445735,,1
45763,446696,,1
45764,446935,,1
45765,447169,,1
45766,448130,,1
45767,449032,,0
45768,449993,,1
45769,450124,,0
45770,451085,,1
45771,452046,,1
45772,452948,,0
45773,453106,,1
45774,453314,,0
45775,454275,,1
45776,455236,,1
45777,456197,,1
45778,457099,,0
45779,458060,,1
45780,459021,,1
45781,459251,,0
45782,459458,,0
45783,459679,,1
45784,460581,,0
45785,461542,,1
45786,462503,,1
45787,463405,,0
45788,464366,,1
45789,465327,,1
45790,466229,,0
45791,467190,,1
45792,468092,,0
45793,469053,,1
45794,469955,,0
45795,470266,,1
45796,471227,,1
45797,472129,,0
45798,473031,,0
45799,473933,,0
45800,474894,,1
45801,475796,,0
45802,476757,,1
45803,477718,,1
45804,478620,,0
45805,479581,,1
45806,479823,,0
45807,480784,,1
45808,480980,,0
45809,481155,,1
45810,482116,,1
45811,483018,,0
45812,483920,,0
45813,484822,,0
45814,485783,,1
45815,485998,,0
45816,486151,,1
45817,487112,,1
45818,487277,,0
45819,488179,,0
45820,489140,,1
45821,490042,,0
45822,491003,,1
45823,491905,,0
45824,492807,,0
45825,493709,,0
45826,493913,,1
45827,494815,,0
45828,495776,,1
45829,496074,,0
45830,496296,,1
45831,497198,,0
45832,497474,,0
45833,497648,,0
45834,498609,,1
45835,498720,,1
45836,499681,,1
45837,500583,,0
45838,500795,,1
45839,501697,,0
45840,502599,,0
45841,503560,,1
45842,503795,,1
45843,504697,,0
45844,504908,,1
45845,505034,,0
45846,505995,,1
45847,506897,,0
45848,507799,,0
45849,508760,,1
45850,509662,,0
45851,510564,,0
45852,511466,,0
45853,512368,,0
45854,513270,,0
45855,514172,,0
45856,515074,,0
45857,515976,,0
45858,516937,,1
45859,517898,,1
45860,518859,,1
45861,519102,,0
45862,520004,,0
45863,520965,,1
45864,521867,,0
45865,522769,,0
45866,523730,,1
45867,524632,,0
45868,525534,,0
45869,525691,,0
45870,525963,,0
45871,526924,,1
45872,527083,,1
45873,528044,,1
45874,528946,,0
45875,529848,,0
45876,530809,,1
45877,531770,,1
45878,532672,,0
45879,533574,,0
45880,534535,,1
45881,535496,,1
45882,536457,,1
45883,537418,,1
45884,537622,,1
45885,538524,,0
45886,539426,,0
45887,540387,,1
45888,541289,,0
45889,542191,,0
45890,543152,,1
45891,544054,,0
45892,544230,,0
45893,545191,,1
45894,546152,,1
45895,547054,,0
45896,548015,,1
45897,548976,,1
45898,549878,,0
45899,550839,,1
45900,551084,,1
45901,551986,,0
45902,552888,,0
45903,553849,,1
45904,554751,,0
45905,555712,,1
45906,556614,,0
45907,556806,,1
45908,557708,,0
45909,557843,,1
45910,558046,,1
45911,559007,,1
45912,559968,,1
45913,560929,,1
45914,561062,,0
45915,562023,,1
45916,562984,,1
45917,563945,,1
45918,564906,,1
45919,565808,,0
45920,566769,,1
45921,566943,,0
45922,567187,,1
45923,568148,,1
45924,569109,,1
45925,569288,,1
45926,569457,,0
45927,570418,,1
45928,571320,,0
45929,572222,,0
45930,572494,,1
45931,573455,,1
45932,574357,,0
45933,574491,,1
45934,575393,,0
45935,576354,,1
45936,577256,,0
45937,578217,,1
45938,579178,,1
45939,580080,,0
45940,580982,,0
45941,581884,,0
45942,582786,,0
45943,583688,,0
45944,584649,,1
45945,585551,,0
45946,585741,,1
45947,586643,,0
45948,587604,,1
45949,587837,,0
45950,588739,,0
45951,589641,,0
45952,590142,,0
45953,591103,,1
45954,592005,,0
45955,592966,,1
45956,593927,,1
45957,594888,,1
45958,595790,,0
45959,596751,,1
45960,596905,,1
45961,597866,,1
45962,597979,,0
45963,598940,,1
45964,599842,,0
45965,600803,,1
45966,601764,,1
45967,602666,,0
45968,603568,,0
45969,604529,,1
45970,604696,,0
45971,605598,,0
45972,606559,,1
45973,607520,,1
45974,608481,,1
45975,609383,,0
45976,610285,,0
45977,610493,,0
45978,611454,,1
45979,612415,,1
45980,613376,,1
45981,613569,,0
45982,614471,,0
45983,615373,,0
45984,616275,,0
45985,616518,,0
45986,617479,,1
45987,618381,,0
45988,618560,,0
45989,619521,,1
45990,620423,,0
45991,621384,,1
45992,621533,,0
45993,622494,,1
45994,623455,,1
45995,624416,,1
45996,625377,,1
45997,626279,,0
45998,626413,,0
45999,627374,,1
46000,628276,,0
