train_episode,train_steps,time,env
47714,162364,1780431994.0038407,7
47715,162643,1780431994.378498,7
47716,163347,1780431995.758788,6
47717,163637,1780431995.9697554,8
47718,163838,1780431996.1321762,7
47719,164105,1780431997.5510287,7
47720,164909,1780431999.235922,7
47721,165073,1780431999.6373522,7
47722,165975,1780432000.7581205,8
47723,166877,1780432001.8500376,8
47724,167235,1780432002.498158,8
47725,168137,1780432059.059021,8
47726,168365,1780432059.2668467,8
47727,169169,1780432060.1778457,7
47728,169323,1780432060.3034472,6
47729,169605,1780432062.3392344,7
47730,170309,1780432063.1300445,6
47731,171211,1780432064.5420535,8
47732,171506,1780432064.7698412,7
47733,172408,1780432065.7881186,8
47734,172646,1780432067.1151965,6
47735,173548,1780432068.5794783,8
47736,174352,1780432069.2385197,7
47737,175254,1780432070.5431442,8
47738,176156,1780432072.587363,8
47739,176960,1780432073.2549796,7
47740,177862,1780432074.5854368,8
47741,178764,1780432152.5690813,8
47742,178934,1780432152.7860868,7
47743,179836,1780432154.231755,8
47744,180075,1780432154.4290743,7
47745,180879,1780432156.0026696,7
47746,181077,1780432156.1398156,7
47747,181781,1780432157.3474727,6
47748,182683,1780432158.7087317,8
47749,182903,1780432159.0080218,8
47750,183805,1780432159.931375,8
47751,183982,1780432160.0711472,6
47752,184884,1780432161.1308565,8
47753,185059,1780432161.2688549,8
47754,185257,1780432161.4225512,6
47755,185434,1780432162.4219494,6
47756,185676,1780432163.0892828,8
47757,186578,1780432217.6700249,8
47758,187480,1780432218.7109227,8
47759,187829,1780432219.113414,7
47760,188066,1780432219.3157547,7
47761,188770,1780432220.7842107,6
47762,189063,1780432221.069152,7
47763,189767,1780432221.8081615,6
47764,189982,1780432222.1796618,8
47765,190151,1780432223.2927043,6
47766,191053,1780432225.095659,8
47767,191857,1780432226.01339,7
47768,192045,1780432226.1556556,8
47769,192265,1780432226.671312,8
47770,193069,1780432228.6175077,7
47771,193773,1780432231.0924487,6
47772,194577,1780432231.8519166,7
47773,195479,1780432296.4811323,8
47774,196283,1780432297.3616083,7
47775,196457,1780432297.5852146,6
47776,196736,1780432297.8110871,8
47777,196939,1780432298.115084,7
47778,197074,1780432298.3010247,6
47779,197221,1780432299.065998,6
47780,197442,1780432300.083342,7
47781,198344,1780432301.566566,8
47782,199148,1780432302.4824476,7
47783,199852,1780432303.087266,6
47784,200000,1780432303.1966393,6
47785,200286,1780432304.8313427,6
47786,200571,1780432305.287699,7
47787,201375,1780432306.5067017,7
47788,202277,1780432307.6935618,8
47789,202480,1780432354.7953548,8
47790,203382,1780432355.7343786,8
47791,203544,1780432355.8588114,6
47792,203838,1780432356.1779084,8
47793,204105,1780432357.524079,7
47794,205007,1780432359.5125651,8
47795,205811,1780432360.4808805,7
47796,206713,1780432361.3110847,8
47797,206916,1780432361.4783275,8
47798,207067,1780432361.6034691,6
47799,207969,1780432364.037222,8
47800,208871,1780432366.0354884,8
47801,209773,1780432367.212293,8
47802,209993,1780432367.3567514,6
47803,210177,1780432367.5043547,6
47804,210981,1780432368.5520377,7
47805,211883,1780432431.4179018,8
47806,212687,1780432432.339634,7
47807,212857,1780432432.4634953,6
47808,213561,1780432433.68986,6
47809,213760,1780432433.8175807,6
47810,214464,1780432434.705882,6
47811,214688,1780432435.3972306,7
47812,215028,1780432436.3721266,8
47813,215182,1780432436.5059702,6
47814,215986,1780432438.0393112,7
47815,216304,1780432438.5118494,7
47816,216541,1780432439.8013268,8
47817,217443,1780432441.5378878,8
47818,218345,1780432442.7248135,8
47819,218649,1780432442.9684787,7
47820,218871,1780432443.1732142,7
47821,219116,1780432500.6454062,7
47822,219397,1780432500.869296,8
47823,219642,1780432501.1219447,7
47824,219835,1780432502.4358618,9
47825,220763,1780432505.5085316,9
47826,221691,1780432506.4464028,9
47827,222593,1780432507.67817,8
47828,223521,1780432509.2021623,9
47829,224449,1780432510.532412,9
47830,224708,1780432511.2616138,9
47831,225512,1780432512.3933434,7
47832,226440,1780432514.6592577,9
47833,227244,1780432515.1632557,7
47834,228146,1780432517.7532365,8
47835,229048,1780432518.8596556,8
47836,229950,1780432520.2087815,8
47837,230261,1780432603.0063543,7
47838,230530,1780432603.3236465,7
47839,231432,1780432604.4585347,8
47840,231631,1780432604.6470475,7
47841,231877,1780432605.1408005,8
47842,232036,1780432605.8385115,7
47843,232225,1780432606.2013798,9
47844,232432,1780432607.6216989,8
47845,233236,1780432609.032886,7
47846,233460,1780432609.2187614,7
47847,234388,1780432610.5790045,9
47848,234626,1780432610.8193443,7
47849,235554,1780432612.971998,9
47850,235842,1780432613.5020354,9
47851,236770,1780432614.773605,9
47852,237019,1780432615.0169528,9
47853,237921,1780432669.4856853,8
47854,238725,1780432670.1884904,7
47855,238954,1780432670.3706315,7
47856,239144,1780432671.1131265,8
47857,239399,1780432672.5508912,9
47858,239654,1780432673.0270045,8
47859,240582,1780432674.4108038,9
47860,240798,1780432674.5751479,7
47861,241602,1780432675.423864,7
47862,241871,1780432675.6645157,8
47863,242105,1780432676.341238,8
47864,242359,1780432677.3773544,7
47865,243261,1780432678.3531957,8
47866,244065,1780432679.4571095,7
47867,244421,1780432680.111302,9
47868,245323,1780432681.7188394,8
47869,245570,1780432738.8711865,8
47870,246374,1780432739.533548,7
47871,246630,1780432739.78036,8
47872,246921,1780432741.6472123,8
47873,247179,1780432741.9906511,8
47874,247983,1780432742.846464,7
47875,248911,1780432744.256922,9
47876,249245,1780432744.5569887,8
47877,250049,1780432746.3749373,7
47878,250853,1780432747.3341315,7
47879,251657,1780432748.2504904,7
47880,252461,1780432749.178362,7
47881,252752,1780432749.4011586,8
47882,253040,1780432751.2365777,8
47883,253844,1780432752.04485,7
47884,254101,1780432753.078253,7
47885,255003,1780432806.505638,8
47886,255905,1780432807.8684406,8
47887,256266,1780432808.3308165,8
47888,256468,1780432808.5238066,7
47889,256731,1780432810.1754243,8
47890,256983,1780432812.0976324,7
47891,257885,1780432814.0983093,8
47892,258813,1780432815.4103074,9
47893,259141,1780432815.6922765,8
47894,259945,1780432816.9183757,7
47895,260317,1780432817.237221,8
47896,260588,1780432817.7750041,7
47897,260948,1780432819.323924,9
47898,261167,1780432820.8565757,7
47899,262095,1780432822.2288888,9
47900,262997,1780432823.4153798,8
47901,263244,1780432893.0803983,7
47902,264172,1780432894.3434289,9
47903,265100,1780432895.4822755,9
47904,266002,1780432897.1750271,8
47905,266275,1780432897.4107952,7
47906,267177,1780432898.869985,8
47907,267434,1780432899.7899382,9
47908,268362,1780432901.7668765,9
47909,269290,1780432903.1729732,9
47910,270094,1780432904.1534474,7
47911,270996,1780432905.3513339,8
47912,271212,1780432905.540899,8
47913,271456,1780432907.1728272,7
47914,272358,1780432907.7859392,8
47915,273162,1780432908.9730632,7
47916,274090,1780432911.1688702,9
47917,274294,1780432992.2101805,7
47918,275098,1780432992.6782837,7
47919,275902,1780432993.4939306,7
47920,276191,1780432994.0698297,7
47921,276447,1780432994.738699,7
47922,276697,1780432996.2423842,7
47923,277146,1780432997.114997,8
47924,278074,1780432998.2653005,9
47925,278302,1780432998.8922906,7
47926,279204,1780433000.095551,8
47927,279528,1780433000.6884875,8
47928,280430,1780433001.87345,8
47929,280792,1780433003.0021315,7
47930,281070,1780433004.0364377,7
47931,281972,1780433004.9397867,8
47932,282900,1780433006.7727704,9
47933,283704,1780433067.956685,7
47934,284606,1780433068.829855,8
47935,284871,1780433069.0648732,8
47936,285096,1780433070.8652442,8
47937,286024,1780433073.5819118,9
47938,286926,1780433074.8603137,8
47939,287828,1780433075.9495094,8
47940,288632,1780433076.6243832,7
47941,288885,1780433077.077197,7
47942,289787,1780433080.5289726,8
47943,290591,1780433081.1410427,7
47944,291519,1780433082.3441365,9
47945,292421,1780433083.4542859,8
47946,292653,1780433083.6821263,8
47947,293457,1780433086.8877685,7
47948,293812,1780433087.2563336,9
47949,294740,1780433168.5038028,9
47950,295544,1780433169.347578,7
47951,295766,1780433169.6681206,8
47952,295935,1780433169.7945178,7
47953,296207,1780433171.6563935,9
47954,296545,1780433172.076538,9
47955,297447,1780433174.5882902,8
47956,298375,1780433176.1861453,9
47957,299303,1780433177.3938887,9
47958,300205,1780433178.6141949,8
47959,301009,1780433179.4898934,7
47960,301270,1780433179.7330852,8
47961,301558,1780433180.4809258,7
47962,301747,1780433181.296655,8
47963,302016,1780433181.8650432,8
47964,302820,1780433182.7799575,7
47965,303722,1780433252.1943822,8
47966,304036,1780433252.563593,8
47967,304313,1780433252.9259634,9
47968,304507,1780433253.1104016,8
47969,304789,1780433254.177991,7
47970,305034,1780433254.3664527,7
47971,305266,1780433254.565837,7
47972,305514,1780433256.0715375,7
47973,306442,1780433259.6369843,9
47974,307344,1780433260.7930574,8
47975,308272,1780433262.5313163,9
47976,308512,1780433262.7567194,9
47977,309440,1780433263.912823,9
47978,310342,1780433264.8357193,8
47979,310601,1780433265.3944511,7
47980,311503,1780433267.4621947,8
47981,312405,1780433330.8641725,8
47982,312927,1780433331.5702806,9
47983,313161,1780433331.8863015,7
47984,314089,1780433333.1444738,9
47985,314339,1780433333.341036,7
47986,314566,1780433333.5513217,7
47987,315370,1780433334.658595,7
47988,315616,1780433334.8853366,7
47989,315857,1780433335.272963,9
47990,316141,1780433335.731054,7
47991,316419,1780433336.6162815,7
47992,316693,1780433337.2145169,8
47993,317045,1780433338.3980954,9
47994,317313,1780433339.1755354,7
47995,318241,1780433340.9278286,9
47996,318527,1780433341.1744964,9
47997,318794,1780433388.2267978,7
47998,319696,1780433389.5180745,8
47999,320500,1780433390.463568,7
48000,321304,1780433391.5990279,7
48001,321484,1780433391.7795575,8
48002,322412,1780433393.698317,9
48003,322659,1780433393.9358032,8
48004,323561,1780433395.204131,8
48005,323750,1780433395.3904264,8
48006,324025,1780433395.6438122,8
48007,324286,1780433396.9930675,7
48008,324639,1780433398.0629983,9
48009,325567,1780433399.3757346,9
48010,325937,1780433399.720535,8
48011,326170,1780433399.929069,8
48012,327098,1780433401.0324917,9
48013,327383,1780433464.1154778,8
48014,328285,1780433465.2000816,8
48015,328559,1780433465.53313,7
48016,328844,1780433465.9307466,7
48017,329043,1780433466.8166914,7
48018,329945,1780433467.5628674,8
48019,330125,1780433468.2670197,7
48020,330929,1780433469.561122,7
48021,331098,1780433470.9268975,7
48022,332000,1780433472.070657,8
48023,332804,1780433472.97665,7
48024,333032,1780433473.8552148,8
48025,333836,1780433475.5735102,7
48026,334064,1780433475.7963278,8
48027,334992,1780433477.509051,9
48028,335796,1780433478.2601497,7
48029,336724,1780433537.233834,9
48030,337652,1780433538.6760936,9
48031,337858,1780433538.8588042,8
48032,338118,1780433539.125915,8
48033,338407,1780433540.8676314,7
48034,339335,1780433541.8563893,9
48035,340237,1780433544.350588,8
48036,341041,1780433545.8493469,7
48037,341845,1780433548.648102,7
48038,342747,1780433549.8681386,8
48039,343675,1780433551.397588,9
48040,343941,1780433551.6022902,8
48041,344208,1780433551.8645005,8
48042,344460,1780433553.4441605,9
48043,344800,1780433554.1422403,8
48044,345066,1780433555.835426,7
48045,345968,1780433628.6779687,8
48046,346227,1780433628.9228039,7
48047,347155,1780433630.308465,9
48048,347450,1780433630.670866,7
48049,348378,1780433632.6018033,9
48050,348670,1780433633.0234704,7
48051,348901,1780433633.2106223,7
48052,349803,1780433635.0465267,8
48053,350040,1780433635.243222,9
48054,350334,1780433635.4761102,7
48055,350527,1780433636.8882537,9
48056,351429,1780433638.5346053,8
48057,352331,1780433640.1246784,8
48058,353233,1780433641.3148222,8
48059,354135,1780433642.8943675,8
48060,355037,1780433644.3471158,8
48061,355939,1780433714.902821,8
48062,356867,1780433715.833788,9
48063,357795,1780433717.0354185,9
48064,358002,1780433717.3614402,7
48065,358250,1780433717.598114,8
48066,358494,1780433719.5103197,9
48067,359422,1780433722.44338,9
48068,360226,1780433723.3587918,7
48069,361128,1780433724.853804,8
48070,362030,1780433726.687393,8
48071,362834,1780433727.217745,7
48072,363762,1780433729.88538,9
48073,364566,1780433730.3790781,7
48074,365468,1780433731.673532,8
48075,365715,1780433731.901317,8
48076,366519,1780433732.515939,7
48077,366749,1780433810.5696,9
48078,367028,1780433810.8591485,9
48079,367832,1780433811.5985544,7
48080,368058,1780433812.6327536,9
48081,368277,1780433813.1888673,7
48082,369081,1780433814.8043065,7
48083,369885,1780433815.598331,7
48084,370167,1780433815.8146074,8
48085,370400,1780433816.5005596,9
48086,370597,1780433818.1755686,8
48087,371525,1780433819.3927124,9
48088,372329,1780433820.251471,7
48089,373231,1780433821.2663822,8
48090,373464,1780433821.4913828,8
48091,373675,1780433821.6565292,9
48092,373942,1780433821.933307,7
48093,374844,1780433874.753692,8
48094,375746,1780433876.0760164,8
48095,375931,1780433876.3750725,9
48096,376154,1780433876.5768125,8
48097,377056,1780433878.6117382,8
48098,377860,1780433880.0533834,7
48099,378664,1780433880.992082,7
48100,379015,1780433881.3100047,7
47501,47642,1780434360.2867196,6
47502,48446,1780434362.8940594,7
47503,49348,1780434363.4539049,8
47504,50250,1780434364.354678,8
47505,51152,1780434365.1812928,8
47506,51344,1780434365.4694078,6
47507,52246,1780434365.915222,8
47508,53050,1780434366.4949152,7
47509,53233,1780434366.6400437,6
47510,54135,1780434367.9820018,8
47511,54939,1780434368.86614,7
47512,55841,1780434369.9555833,8
47513,56645,1780434370.569693,7
47514,57547,1780434371.1037736,8
47515,58449,1780434371.6880069,8
47516,59153,1780434373.6955552,6
47517,60055,1780434427.6031365,8
47518,60859,1780434428.4939249,7
47519,61070,1780434428.7511652,8
47520,61874,1780434429.4364526,7
47521,62776,1780434431.046548,8
47522,62955,1780434431.1861634,6
47523,63857,1780434431.9502347,8
47524,64561,1780434432.5107298,6
47525,64756,1780434432.663743,6
47526,65005,1780434433.1027384,7
47527,65907,1780434434.1747346,8
47528,66158,1780434434.363251,7
47529,66416,1780434434.5662909,7
47530,66633,1780434434.7589483,8
47531,66821,1780434435.4635975,6
47532,67723,1780434436.5887556,8
47533,67972,1780434486.7183344,8
47534,68676,1780434487.4048436,6
47535,69578,1780434488.265974,8
47536,69852,1780434488.6092005,8
47537,70126,1780434488.8121176,7
47538,70304,1780434488.927848,6
47539,71008,1780434490.509263,6
47540,71323,1780434490.766862,7
47541,72127,1780434492.2365358,7
47542,72323,1780434492.3829348,6
47543,72623,1780434492.8060954,7
47544,73525,1780434493.7477553,8
47545,74427,1780434494.8301613,8
47546,75131,1780434495.1921785,6
47547,75298,1780434495.3330626,7
47548,75609,1780434495.8414483,7
47549,76413,1780434539.8618808,7
47550,77315,1780434541.1762023,8
47551,78217,1780434542.2805004,8
47552,78394,1780434542.5820644,7
47553,78676,1780434542.800577,8
47554,78819,1780434542.8981338,6
47555,78976,1780434543.4449828,6
47556,79162,1780434543.9430835,7
47557,80064,1780434544.8084433,8
47558,80230,1780434544.931483,6
47559,80466,1780434545.132975,6
47560,80738,1780434545.9455895,8
47561,80957,1780434546.0977457,6
47562,81197,1780434546.535197,6
47563,82099,1780434547.717123,8
47564,82382,1780434547.9488096,8
47565,83284,1780434590.5384908,8
47566,83592,1780434590.8958223,8
47567,84396,1780434591.9369903,7
47568,84621,1780434592.1153946,7
47569,84905,1780434592.4774976,7
47570,85144,1780434593.8206868,8
47571,85848,1780434594.6653237,6
47572,86750,1780434595.4782019,8
47573,86996,1780434595.707753,7
47574,87898,1780434596.8818932,8
47575,88120,1780434597.0661895,8
47576,88323,1780434597.2056155,6
47577,88476,1780434597.3131266,6
47578,88711,1780434598.3969684,7
47579,89415,1780434599.4238353,6
47580,89590,1780434599.555331,6
47581,90492,1780434641.8189068,8
47582,90730,1780434641.9954846,6
47583,91055,1780434642.3785763,8
47584,91316,1780434642.646169,7
47585,91528,1780434642.9294772,7
47586,91864,1780434644.9268074,8
47587,92513,1780434645.8109915,7
47588,93317,1780434646.6544747,7
47589,94021,1780434647.3824394,6
47590,94923,1780434648.2876365,8
47591,95825,1780434649.372424,8
47592,96087,1780434649.5805225,6
47593,96299,1780434649.744443,7
47594,96487,1780434650.8810506,6
47595,97389,1780434652.0479083,8
47596,98193,1780434652.926659,7
47597,99095,1780434707.094072,8
47598,99899,1780434707.9849293,7
47599,100603,1780434709.0422008,6
47600,101407,1780434710.1086283,7
47601,101585,1780434710.270582,7
47602,102487,1780434711.3556826,8
47603,103389,1780434712.4770873,8
47604,103590,1780434713.0970316,8
47605,104394,1780434713.9923415,7
47606,105098,1780434714.8933353,6
47607,105802,1780434715.9594097,6
47608,106704,1780434717.170653,8
47609,107408,1780434717.6790564,6
47610,107681,1780434717.9281952,8
47611,108583,1780434719.840523,8
47612,108838,1780434720.077336,8
47613,109740,1780434789.9959188,8
47614,110544,1780434790.8553193,7
47615,110768,1780434791.1226199,6
47616,111670,1780434792.3580108,8
47617,112572,1780434793.3299978,8
47618,112800,1780434793.5415885,8
47619,113604,1780434794.9432614,7
47620,114506,1780434796.0492516,8
47621,115310,1780434797.1765099,7
47622,116212,1780434798.2354133,8
47623,117114,1780434798.7209501,8
47624,117918,1780434799.7223647,7
47625,118107,1780434799.8991973,7
47626,118911,1780434801.2952492,7
47627,119269,1780434801.6151416,8
47628,119547,1780434801.8444567,7
47629,120351,1780434864.248811,7
47630,120558,1780434864.4076307,7
47631,120778,1780434864.685021,8
47632,121064,1780434865.0048494,7
47633,121303,1780434865.216126,7
47634,121457,1780434865.393367,6
47635,121641,1780434865.6925898,7
47636,121795,1780434865.8018606,6
47637,121950,1780434866.778239,6
47638,122136,1780434867.1543002,7
47639,122363,1780434867.3575907,8
47640,122607,1780434868.6635258,8
47641,122855,1780434869.4195986,8
47642,123559,1780434870.6039577,6
47643,123761,1780434870.7351325,7
47644,124663,1780434872.086892,8
47645,125565,1780434904.6173968,8
47646,125809,1780434904.8244748,7
47647,126101,1780434905.2135448,9
47648,126373,1780434905.54956,7
47649,127275,1780434906.67365,8
47650,127486,1780434906.8412213,8
47651,127815,1780434907.4565427,8
47652,128054,1780434908.54177,7
47653,128956,1780434910.1358113,8
47654,129250,1780434910.3615406,7
47655,130178,1780434911.7368262,9
47656,130365,1780434911.9093997,7
47657,131169,1780434913.4423387,7
47658,131417,1780434913.8032403,8
47659,132319,1780434915.5950437,8
47660,133247,1780434917.0914636,9
47661,133485,1780434974.6534204,8
47662,134387,1780434975.8850298,8
47663,135191,1780434976.825407,7
47664,135413,1780434977.031207,9
47665,136217,1780434978.1033041,7
47666,136487,1780434978.3618226,8
47667,137291,1780434979.2130032,7
47668,137543,1780434979.4467666,9
47669,137848,1780434979.8815346,8
47670,138065,1780434980.7113707,7
47671,138869,1780434981.8872573,7
47672,139673,1780434982.6973915,7
47673,140002,1780434982.960974,8
47674,140220,1780434983.133762,7
47675,141122,1780434984.4024274,8
47676,141372,1780434984.6044369,8
47677,142274,1780435036.2792692,8
47678,142465,1780435036.4459014,7
47679,143269,1780435036.8676264,7
47680,144171,1780435038.0915904,8
47681,144428,1780435038.3208172,8
47682,144653,1780435039.8736389,7
47683,145581,1780435041.425358,9
47684,146385,1780435042.2929392,7
47685,147287,1780435043.1982572,8
47686,148189,1780435044.456292,8
47687,148993,1780435045.010716,7
47688,149221,1780435045.4921732,9
47689,149455,1780435045.7252636,8
47690,150259,1780435046.790165,7
47691,150400,1780435047.2459798,9
47692,150601,1780435047.4276817,8
47693,151405,1780435098.8513672,7
47694,151653,1780435099.086608,8
47695,151873,1780435099.2708197,8
47696,152060,1780435099.5095334,9
47697,152339,1780435100.4705868,9
47698,152674,1780435102.8070474,8
47699,153478,1780435103.6428642,7
47700,154406,1780435104.4697995,9
47701,154659,1780435104.706745,7
47702,155561,1780435105.8131068,8
47703,156365,1780435107.1566093,7
47704,157293,1780435108.4968958,9
47705,157577,1780435108.7217555,7
47706,158381,1780435109.6881258,7
47707,159309,1780435110.392776,9
47708,159566,1780435110.9771197,7
47709,160370,1780435164.5208538,7
47710,161272,1780435165.1453233,8
47711,161532,1780435165.4764705,8
47712,161715,1780435165.6277692,7
47713,162617,1780435166.7054095,8
47714,163002,1780435168.1881456,8
47715,163806,1780435168.9480348,7
47716,164708,1780435170.9772673,8
47717,165610,1780435171.9575493,8
47718,166512,1780435173.160263,8
47719,167316,1780435173.6398618,7
47720,168218,1780435174.7394414,8
47721,168572,1780435175.1120288,9
47722,169474,1780435176.3352418,8
47723,169684,1780435176.5125415,8
47724,170586,1780435178.520046,8
47725,171390,1780435243.1549132,7
47726,172292,1780435244.3298247,8
47727,173220,1780435245.5943336,9
47728,174122,1780435246.554473,8
47729,174414,1780435246.809171,9
47730,174624,1780435247.1369488,7
47731,175526,1780435248.612761,8
47732,175790,1780435249.02646,9
47733,176594,1780435250.5965652,7
