train_episode,train_steps,stage,env
45507,94800,0,0
45508,94884,0,0
45509,95030,0,0
45510,95093,0,0
45511,95224,0,0
45512,95314,0,0
45513,95452,0,0
45514,95516,0,0
45515,96094,0,0
45516,96239,0,0
45517,96817,0,0
45518,96877,0,0
45519,97020,0,0
45520,97129,0,0
45521,97243,0,0
45522,97821,0,0
45523,97939,0,0
45524,98083,0,0
45525,98205,0,0
45526,98266,0,0
45527,98380,0,0
45528,98447,0,0
45529,98535,0,0
45530,99111,0,0
45531,99251,0,0
45532,99310,0,0
45533,99386,0,0
45534,99513,0,0
45535,99570,0,0
45536,99642,0,0
45537,99747,0,0
45538,99851,0,0
45539,99965,1,1
45540,100543,1,1
45541,100615,1,1
45542,100698,1,1
45543,100864,1,1
45544,100998,1,1
45545,101128,1,1
45546,101199,1,1
45547,101777,1,1
45548,102438,1,1
45549,102496,1,1
45550,102624,1,1
45551,102726,1,1
45552,102864,1,1
45553,102958,1,1
45554,103047,1,1
45555,103209,1,1
45556,103787,1,1
45557,103915,1,1
45558,104038,1,1
45559,104114,1,1
45560,104222,1,1
45561,104346,1,1
45562,104483,1,1
45563,104589,1,1
45564,105167,1,1
45565,105293,1,1
45566,105954,1,1
45567,106174,1,1
45568,106752,1,1
45569,106857,1,1
45570,106995,1,1
45571,107119,1,1
45572,107780,1,1
45573,107875,1,1
45574,108019,2,2
45575,108597,2,2
45576,108678,2,2
45577,108861,2,2
45578,108995,2,2
45579,109656,2,2
45580,109766,2,2
45581,110427,2,2
45582,110533,2,2
45583,110696,2,2
45584,110815,2,2
45585,110873,2,2
45586,110965,2,2
45587,111626,2,2
45588,112300,2,2
45589,112459,2,2
45590,113133,2,2
45591,113218,2,2
45592,113383,2,2
45593,114044,2,2
45594,114188,2,2
45595,114294,2,2
45596,114427,2,2
45597,114671,2,2
45598,114756,2,2
45599,114841,2,2
45600,115502,2,2
45601,115628,2,2
45602,116302,2,2
45603,116963,2,2
45604,117637,2,2
45605,117800,2,2
45606,118461,2,2
45607,118545,2,2
45608,119206,2,2
45609,119352,2,2
45610,120013,2,2
45611,120196,2,2
45612,120339,2,2
45613,120464,2,2
45614,120607,2,2
45615,120689,2,2
45616,120845,2,2
45617,120968,2,2
45618,121103,2,2
45619,121777,2,2
45620,122451,2,2
45621,122574,2,2
45622,122678,2,2
45623,123352,2,2
45624,123454,2,2
45625,123638,2,2
45626,123696,2,2
45627,124357,2,2
45628,124490,2,2
45629,124652,2,2
45630,124770,2,2
45631,124856,2,2
45632,125530,2,2
45633,125661,2,2
45634,125784,2,2
45635,125842,2,2
45636,126516,2,2
45637,126607,2,2
45638,126754,2,2
45639,126891,2,2
45640,127552,2,2
45641,128213,2,2
45642,128380,2,2
45643,128468,2,2
45644,129142,2,2
45645,129301,2,2
45646,129962,2,2
45647,130623,2,2
45648,131284,2,2
45649,131945,2,2
45650,132049,2,2
45651,132178,2,2
45652,132312,2,2
45653,132455,2,2
45654,132637,2,2
45655,132784,2,2
45656,132891,2,2
45657,133565,2,2
45658,133732,2,2
45659,133807,2,2
45660,134481,2,2
45661,135142,2,2
45662,135803,2,2
45663,136477,2,2
45664,137055,2,2
45665,137716,2,2
45666,138390,2,2
45667,138968,2,2
45668,139629,2,2
45669,139685,2,2
45670,139785,2,2
45671,139929,2,2
45672,140043,2,2
45673,140621,2,2
45674,140787,2,2
45675,140888,2,2
45676,141562,2,2
45677,142223,2,2
45678,142884,2,2
45679,143069,2,2
45680,143743,2,2
45681,143889,2,2
45682,144563,2,2
45683,144692,2,2
45684,145366,2,2
45685,145944,2,2
45686,146038,2,2
45687,146131,2,2
45688,146296,2,2
45689,146874,2,2
45690,147548,2,2
45691,148222,2,2
45692,148896,2,2
45693,149474,2,2
45694,149549,2,2
45695,149693,2,2
45696,149744,2,2
45697,149908,2,2
45698,150054,2,2
45699,150728,2,2
45700,151389,2,2
45701,151516,2,2
45702,151622,2,2
45703,151686,2,2
45704,152360,2,2
45705,152524,2,2
45706,152681,2,2
45707,152823,2,2
45708,153497,2,2
45709,153594,2,2
45710,153780,2,2
45711,153916,2,2
45712,154577,2,2
45713,154680,2,2
45714,155258,2,2
45715,155932,2,2
45716,156053,2,2
45717,156148,2,2
45718,156325,2,2
45719,156471,2,2
45720,156572,2,2
45721,156677,2,2
45722,157351,2,2
45723,158025,2,2
45724,158129,2,2
45725,158803,2,2
45726,158956,2,2
45727,159121,2,2
45728,159246,2,2
45729,159338,2,2
45730,159466,2,2
45731,160127,2,2
45732,160801,2,2
45733,160911,2,2
45734,161056,2,2
45735,161143,2,2
45736,161254,2,2
45737,161435,2,2
45738,162096,2,2
45739,162289,2,2
45740,162963,2,2
45741,163637,2,2
45742,164215,2,2
45743,164290,2,2
45744,164951,2,2
45745,165080,2,2
45746,165741,2,2
45747,166402,2,2
45748,167076,2,2
45749,167164,2,2
45750,167248,2,2
45751,167398,2,2
45752,167541,2,2
45753,167653,2,2
45754,167746,2,2
45755,167931,2,2
45756,168060,2,2
45757,168638,2,2
45758,168774,2,2
45759,168907,2,2
45760,169069,2,2
45761,169247,2,2
45762,169921,2,2
45763,170595,2,2
45764,171256,2,2
45765,171930,2,2
45766,172604,2,2
45767,172691,2,2
45768,172854,2,2
45769,173040,2,2
45770,173701,2,2
45771,174375,2,2
45772,175049,2,2
45773,175193,2,2
45774,175367,2,2
45775,176041,2,2
45776,176151,2,2
45777,176265,2,2
45778,176395,2,2
45779,177069,2,2
45780,177743,2,2
45781,178012,2,2
45782,178107,2,2
45783,178186,2,2
45784,178282,2,2
45785,178430,2,2
45786,178593,2,2
45787,179267,2,2
45788,179941,2,2
45789,180078,2,2
45790,180752,2,2
45791,181413,2,2
45792,181501,2,2
45793,181648,2,2
45794,182322,2,2
45795,182424,2,2
45796,182553,2,2
45797,183227,2,2
45798,183376,2,2
45799,183434,2,2
45800,184095,2,2
45801,184170,2,2
45802,184334,2,2
45803,184449,2,2
45804,184631,2,2
45805,184760,2,2
45806,184901,2,2
45807,185008,2,2
45808,185156,2,2
45809,185817,2,2
45810,186009,2,2
45811,186587,2,2
45812,187261,2,2
45813,187431,2,2
45814,188092,2,2
45815,188235,2,2
45816,188334,2,2
45817,188430,2,2
45818,188536,2,2
45819,188698,2,2
45820,188861,2,2
45821,189522,2,2
45822,189588,2,2
45823,189774,2,2
45824,189917,2,2
45825,190044,2,2
45826,190138,2,2
45827,190271,2,2
45828,190399,2,2
45829,190977,2,2
45830,191164,2,2
45831,191742,2,2
45832,192416,2,2
45833,192518,2,2
45834,193096,2,2
45835,193162,2,2
45836,193836,2,2
45837,194510,2,2
45838,194624,2,2
45839,194774,2,2
45840,194914,2,2
45841,195049,2,2
45842,195169,2,2
45843,195843,2,2
45844,195990,2,2
45845,196110,2,2
45846,196296,2,2
45847,196344,2,2
45848,196480,2,2
45849,196641,2,2
45850,197315,2,2
45851,197989,2,2
45852,198175,2,2
45853,198307,2,2
45854,198382,2,2
45855,198508,2,2
45856,198675,2,2
45857,199349,2,2
45858,200010,2,2
45859,200156,2,2
45860,200830,2,2
45861,201491,2,2
45862,202069,2,2
45863,202212,2,2
45864,202873,2,2
45865,203006,2,2
45866,203680,2,2
45867,203844,2,2
45868,203920,2,2
45869,204014,2,2
45870,204103,2,2
45871,204249,2,2
45872,204357,2,2
45873,204545,2,2
45874,204710,2,2
45875,204818,2,2
45876,205492,2,2
45877,205633,2,2
45878,205758,2,2
45879,206432,2,2
45880,207106,2,2
45881,207767,2,2
45882,208441,2,2
45883,209102,2,2
45884,209216,2,2
45885,209359,2,2
45886,210033,2,2
45887,210162,2,2
45888,210823,2,2
45889,210907,2,2
45890,211485,2,2
45891,211548,2,2
45892,211727,2,2
45893,212401,2,2
45894,212512,2,2
45895,212674,2,2
45896,212819,2,2
45897,213493,2,2
45898,214167,2,2
45899,214841,2,2
45900,214954,2,2
45901,215628,2,2
45902,216206,2,2
45903,216351,2,2
45904,216475,2,2
45905,217149,2,2
45906,217727,2,2
45907,218401,2,2
45908,218586,2,2
45909,218747,2,2
45910,218926,2,2
45911,219088,2,2
45912,219194,2,2
45913,219321,2,2
45914,219436,2,2
45915,220110,2,2
45916,220297,2,2
45917,220435,2,2
45918,220579,2,2
45919,220655,2,2
45920,220933,2,2
45921,221607,2,2
45922,222268,2,2
45923,222417,2,2
45924,223091,2,2
45925,223174,2,2
45926,223848,2,2
45927,223989,2,2
45928,224085,2,2
45929,224759,2,2
45930,224835,2,2
45931,225509,2,2
45932,225653,2,2
45933,225831,2,2
45934,226492,2,2
45935,226656,2,2
45936,226755,2,2
45937,227416,2,2
45938,227552,2,2
45939,227691,2,2
45940,228365,2,2
45941,228438,2,2
45942,229099,2,2
45943,229231,2,2
45944,229370,2,2
45945,229450,2,2
45946,229595,2,2
45947,229725,2,2
45948,229906,2,2
45949,230484,2,2
45950,230574,2,2
45951,230694,2,2
45952,230848,2,2
45953,231031,2,2
45954,231692,2,2
45955,231787,2,2
45956,231917,2,2
45957,232082,2,2
45958,232176,2,2
45959,232269,2,2
45960,232373,2,2
45961,232516,2,2
45962,232562,2,2
45963,233223,2,2
45964,233388,2,2
45965,233545,2,2
45966,233608,2,2
45967,233749,2,2
45968,233937,2,2
45969,234067,2,2
45970,234172,2,2
45971,234833,2,2
45972,235494,2,2
45973,235600,2,2
45974,235677,2,2
45975,235801,2,2
45976,235960,2,2
45977,236056,2,2
45978,236730,2,2
45979,236813,2,2
45980,237487,2,2
45981,237630,2,2
45982,238304,2,2
45983,238470,2,2
45984,239131,2,2
45985,239274,2,2
45986,239348,2,2
45987,239526,2,2
45988,240200,2,2
45989,240778,2,2
45990,241439,2,2
45991,241568,2,2
45992,241733,2,2
45993,241804,2,2
45994,242465,2,2
45995,242650,2,2
45996,242787,2,2
45997,243448,2,2
45998,244109,2,2
45999,244783,2,2
46000,245457,2,2
46001,245586,2,2
46002,246164,2,2
46003,246838,4,4
46004,246996,2,2
46005,247081,4,4
46006,247231,4,4
46007,247931,4,4
46008,248631,4,4
46009,249305,4,4
46010,249438,4,4
46011,249618,4,4
46012,250320,4,4
46013,250409,4,4
46014,250570,4,4
46015,250661,4,4
46016,250770,4,4
46017,250911,4,4
46018,251008,4,4
46019,251708,4,4
46020,252408,4,4
46021,252557,4,4
46022,252685,4,4
46023,253387,4,4
46024,253569,4,4
46025,253713,4,4
46026,254415,4,4
46027,254527,4,4
46028,254713,4,4
46029,254839,4,4
46030,254997,4,4
46031,255671,4,4
46032,255820,4,4
46033,256522,4,4
46034,257222,4,4
46035,257313,4,4
46036,257987,4,4
46037,258153,4,4
46038,258853,4,4
46039,259553,4,4
46040,260227,4,4
46041,260379,4,4
46042,260562,4,4
46043,260719,4,4
46044,260897,4,4
46045,261571,4,4
46046,261716,4,4
46047,261852,4,4
46048,262526,4,4
46049,263200,4,4
46050,263299,4,4
46051,264001,4,4
46052,264139,4,4
46053,264839,4,4
46054,265020,4,4
46055,265694,4,4
46056,265805,4,4
46057,266505,4,4
46058,267205,4,4
46059,267905,4,4
46060,268053,4,4
46061,268727,4,4
46062,268857,4,4
46063,268987,4,4
46064,269180,4,4
46065,269361,4,4
46066,269433,4,4
46067,269591,4,4
46068,270265,4,4
46069,270399,4,4
46070,270575,4,4
46071,270712,4,4
46072,270823,4,4
46073,270920,4,4
46074,271064,4,4
46075,271764,4,4
46076,272438,4,4
46077,273138,4,4
46078,273257,4,4
46079,273446,4,4
46080,273595,4,4
46081,273680,4,4
46082,273832,4,4
46083,273979,4,4
46084,274679,4,4
46085,274808,4,4
46086,275508,4,4
46087,275655,4,4
46088,275785,4,4
46089,276459,4,4
46090,277159,4,4
46091,277861,4,4
46092,278561,4,4
46093,278741,4,4
46094,279441,4,4
46095,279550,4,4
46096,279703,4,4
46097,279883,4,4
46098,280583,4,4
46099,280667,4,4
46100,280760,4,4
46101,280905,4,4
46102,281027,4,4
46103,281172,4,4
46104,281349,4,4
46105,281449,4,4
46106,282123,4,4
46107,282797,4,4
46108,283497,4,4
46109,284197,4,4
46110,284286,4,4
46111,284449,4,4
46112,285149,4,4
46113,285823,4,4
46114,286525,4,4
46115,286629,4,4
46116,287329,4,4
46117,288003,4,4
46118,288677,4,4
46119,288825,4,4
46120,288969,4,4
46121,289671,4,4
46122,289772,4,4
46123,290446,4,4
46124,291146,4,4
46125,291279,4,4
46126,291979,4,4
46127,292679,4,4
46128,293353,4,4
46129,293541,4,4
46130,294241,4,4
46131,294941,4,4
46132,295095,4,4
46133,295769,4,4
46134,296471,4,4
46135,296619,4,4
46136,296766,4,4
46137,297440,4,4
46138,298140,4,4
46139,298842,4,4
46140,299025,4,4
46141,299114,4,4
46142,299788,4,4
46143,299948,4,4
46144,300096,4,4
46145,300770,4,4
46146,300919,4,4
46147,301593,4,4
46148,301730,4,4
46149,302430,4,4
46150,302614,4,4
46151,302731,4,4
46152,302882,4,4
46153,303046,4,4
46154,303720,4,4
46155,304420,4,4
46156,304559,4,4
46157,304746,4,4
46158,304892,4,4
46159,305013,4,4
46160,305115,4,4
46161,305225,4,4
46162,305414,4,4
46163,306116,4,4
46164,306790,4,4
46165,306880,4,4
46166,307008,4,4
46167,307187,4,4
46168,307318,4,4
46169,307477,4,4
46170,307574,4,4
46171,308248,4,4
46172,308922,4,4
46173,309068,4,4
46174,309770,4,4
46175,309877,4,4
46176,309976,4,4
46177,310068,4,4
46178,310157,4,4
46179,310831,4,4
46180,311533,4,4
46181,312235,4,4
46182,312909,4,4
46183,313609,4,4
46184,313767,4,4
46185,314469,4,4
46186,315171,4,4
46187,315873,4,4
46188,316023,4,4
46189,316167,4,4
46190,316325,4,4
46191,316525,4,4
46192,316690,4,4
46193,317364,4,4
46194,317475,4,4
46195,317605,4,4
46196,317759,4,4
46197,317941,4,4
46198,318085,4,4
46199,318256,4,4
46200,318958,4,4
46201,319122,4,4
46202,319824,4,4
46203,319966,4,4
46204,320668,4,4
46205,320855,4,4
46206,320965,4,4
46207,321639,4,4
46208,321802,4,4
46209,321962,4,4
46210,322054,4,4
46211,322235,4,4
46212,322379,4,4
46213,322511,4,4
46214,322688,4,4
46215,323362,4,4
46216,324062,4,4
46217,324764,4,4
46218,324911,4,4
46219,325019,4,4
46220,325693,4,4
46221,325851,4,4
46222,326525,4,4
46223,326675,4,4
46224,326822,4,4
46225,327496,4,4
46226,327644,4,4
46227,328318,4,4
46228,328511,4,4
46229,329185,4,4
46230,329343,4,4
46231,330017,4,4
46232,330164,4,4
46233,330302,4,4
46234,330400,4,4
46235,331100,4,4
46236,331802,4,4
46237,332502,4,4
46238,333202,4,4
46239,333876,4,4
46240,334037,4,4
46241,334185,4,4
46242,334859,4,4
46243,335559,4,4
46244,336259,4,4
46245,336933,4,4
46246,337633,4,4
46247,338307,4,4
46248,339007,4,4
46249,339707,4,4
46250,339816,4,4
46251,340490,4,4
46252,340639,4,4
46253,340755,4,4
46254,340863,4,4
46255,340949,4,4
46256,341100,4,4
46257,341201,4,4
46258,341346,4,4
46259,341461,4,4
46260,341596,4,4
46261,342270,4,4
46262,342421,4,4
46263,343121,4,4
46264,343821,4,4
46265,344523,4,4
46266,344651,4,4
46267,344823,4,4
46268,345497,4,4
46269,345676,4,4
46270,345823,4,4
46271,346523,4,4
46272,347225,4,4
46273,347370,4,4
46274,348070,4,4
46275,348184,4,4
46276,348858,4,4
46277,349007,4,4
46278,349195,4,4
46279,349352,4,4
46280,349520,4,4
46281,349666,4,4
46282,350368,4,4
46283,351068,4,4
46284,351742,4,4
46285,352442,4,4
46286,352527,4,4
46287,353227,4,4
46288,353395,4,4
46289,353468,4,4
46290,354170,4,4
46291,354283,4,4
46292,354436,4,4
46293,355136,4,4
46294,355224,4,4
46295,355924,4,4
46296,356098,4,4
46297,356800,4,4
46298,356888,4,4
46299,357562,4,4
46300,358262,4,4
46301,358426,4,4
46302,358608,4,4
46303,358762,4,4
46304,359462,4,4
46305,359629,4,4
46306,359769,4,4
46307,360469,4,4
46308,361171,4,4
46309,361316,4,4
46310,361469,4,4
46311,361627,4,4
46312,361741,4,4
46313,361856,4,4
46314,362556,4,4
46315,363258,4,4
46316,363420,4,4
46317,364094,4,4
46318,364794,4,4
46319,364947,4,4
46320,365649,4,4
46321,365762,4,4
46322,366462,4,4
46323,367164,4,4
46324,367269,4,4
46325,367382,4,4
46326,368084,4,4
46327,368229,4,4
46328,368378,4,4
46329,368562,4,4
46330,369262,4,4
46331,369423,4,4
46332,370125,4,4
46333,370825,4,4
46334,370973,4,4
46335,371647,4,4
46336,372349,4,4
46337,373049,4,4
46338,373749,4,4
46339,374449,4,4
46340,375123,4,4
46341,375825,4,4
46342,375982,4,4
46343,376684,4,4
46344,376790,4,4
46345,377490,4,4
46346,378192,4,4
46347,378866,4,4
46348,379568,4,4
46349,380270,4,4
46350,380348,4,4
46351,380528,4,4
46352,381230,4,4
46353,381904,4,4
46354,382010,4,4
46355,382710,4,4
46356,383412,4,4
46357,383560,4,4
46358,384234,4,4
46359,384934,4,4
46360,385608,4,4
46361,386310,4,4
46362,386469,4,4
46363,387171,4,4
46364,387871,4,4
46365,388573,4,4
46366,388751,4,4
46367,389453,4,4
46368,390155,4,4
46369,390857,4,4
46370,391035,4,4
46371,391180,4,4
46372,391882,4,4
46373,392582,4,4
46374,393256,4,4
46375,393930,4,4
46376,394630,4,4
46377,395330,4,4
46378,395490,4,4
46379,396190,4,4
46380,396381,4,4
46381,396515,4,4
46382,396676,4,4
46383,396833,4,4
46384,396976,4,4
46385,397089,4,4
46386,397789,5,5
46387,398491,5,5
46388,399191,5,5
46389,399340,5,5
46390,400042,4,4
46391,400198,5,5
46392,400364,5,5
46393,401068,5,5
46394,401770,5,5
46395,402470,5,5
46396,403172,5,5
46397,403872,5,5
46398,404070,5,5
46399,404154,5,5
46400,404314,5,5
46401,405018,5,5
46402,405171,5,5
46403,405326,5,5
46404,406026,5,5
46405,406728,5,5
46406,406860,5,5
46407,407564,5,5
46408,407679,5,5
46409,407788,5,5
46410,407936,5,5
46411,408638,5,5
46412,409340,5,5
46413,410044,5,5
46414,410746,5,5
46415,411446,5,5
46416,411560,5,5
46417,412262,5,5
46418,412964,5,5
46419,413668,5,5
46420,413828,5,5
46421,414530,5,5
46422,414690,5,5
46423,414901,5,5
46424,415044,5,5
46425,415201,5,5
46426,415373,5,5
46427,415477,5,5
46428,416179,5,5
46429,416883,5,5
46430,417069,5,5
46431,417158,5,5
46432,417333,5,5
46433,417488,5,5
46434,417606,5,5
46435,418310,5,5
46436,419010,5,5
46437,419714,5,5
46438,419861,5,5
46439,420563,5,5
46440,420676,5,5
46441,421378,5,5
46442,422078,5,5
46443,422780,5,5
46444,423482,5,5
46445,424184,5,5
46446,424361,5,5
46447,425063,5,5
46448,425767,5,5
46449,426467,5,5
46450,427169,5,5
46451,427871,5,5
46452,428575,5,5
46453,428736,5,5
46454,429436,5,5
46455,430136,5,5
46456,430354,5,5
46457,430488,5,5
46458,430600,5,5
46459,431302,5,5
46460,432004,5,5
46461,432706,5,5
46462,433406,5,5
46463,434108,5,5
46464,434810,5,5
46465,435510,5,5
46466,435679,5,5
46467,435873,5,5
46468,436575,5,5
46469,436785,5,5
46470,436915,5,5
46471,437617,5,5
46472,438319,5,5
46473,438467,5,5
46474,439167,5,5
46475,439869,5,5
46476,440571,5,5
46477,440689,5,5
46478,440841,5,5
46479,440987,5,5
46480,441689,5,5
46481,442391,5,5
46482,443091,5,5
46483,443793,5,5
46484,444495,5,5
46485,445195,5,5
46486,445899,5,5
46487,446011,5,5
46488,446163,5,5
46489,446272,5,5
46490,446418,5,5
46491,446582,5,5
46492,447284,5,5
46493,447444,5,5
46494,448146,5,5
46495,448846,5,5
46496,448981,5,5
46497,449683,5,5
46498,449795,5,5
46499,450497,5,5
46500,450649,5,5
46501,451353,5,5
46502,451518,5,5
46503,451716,5,5
46504,451863,5,5
46505,452053,5,5
46506,452753,5,5
46507,453453,5,5
46508,453602,5,5
46509,453764,5,5
46510,453908,5,5
46511,454608,5,5
46512,455308,5,5
46513,455458,5,5
46514,456162,5,5
46515,456363,5,5
46516,457063,5,5
46517,457214,5,5
46518,457916,5,5
46519,458105,5,5
46520,458807,5,5
46521,459507,5,5
46522,459660,5,5
46523,460362,5,5
46524,461062,5,5
46525,461254,5,5
46526,461435,5,5
46527,461583,5,5
46528,461829,5,5
46529,462531,5,5
46530,463235,5,5
46531,463621,5,5
46532,464323,5,5
46533,464435,5,5
46534,464584,5,5
46535,465286,5,5
46536,465477,5,5
46537,465568,5,5
46538,466272,5,5
46539,466429,5,5
46540,466577,5,5
46541,467281,5,5
46542,467470,5,5
46543,467679,5,5
46544,468383,5,5
46545,468542,5,5
46546,469246,5,5
46547,469948,5,5
46548,470652,5,5
46549,470879,5,5
46550,470979,5,5
46551,471081,5,5
46552,471785,5,5
46553,472487,5,5
46554,472583,5,5
46555,473285,5,5
46556,473985,5,5
46557,474080,5,5
46558,474780,5,5
46559,474914,5,5
46560,475616,5,5
46561,475836,5,5
46562,476540,5,5
46563,477242,5,5
46564,477523,5,5
46565,478223,5,5
46566,478927,5,5
46567,479627,5,5
46568,479760,5,5
46569,479854,5,5
46570,480010,5,5
46571,480710,5,5
46572,480874,5,5
46573,481578,5,5
46574,481718,5,5
46575,482418,5,5
46576,482611,5,5
46577,483313,5,5
46578,483416,5,5
46579,483513,5,5
46580,484213,5,5
46581,484915,5,5
46582,485093,5,5
46583,485244,5,5
46584,485359,5,5
46585,485446,5,5
46586,485646,5,5
46587,486346,5,5
46588,486437,5,5
46589,486582,5,5
46590,487282,5,5
46591,487982,5,5
46592,488684,5,5
46593,489388,5,5
46594,489551,5,5
46595,490251,5,5
46596,490400,5,5
46597,490547,5,5
46598,490733,5,5
46599,490829,5,5
46600,490996,5,5
46601,491146,5,5
46602,491302,5,5
46603,492002,5,5
46604,492168,5,5
46605,492872,5,5
46606,493101,5,5
46607,493217,5,5
46608,493917,5,5
46609,494152,5,5
46610,494298,5,5
46611,494998,5,5
46612,495087,5,5
46613,495248,5,5
46614,495950,5,5
46615,496121,5,5
46616,496825,5,5
46617,497525,5,5
46618,498227,5,5
46619,498929,5,5
46620,499083,5,5
46621,499228,5,5
46622,499374,5,5
46623,499464,5,5
46624,499633,5,5
46625,499774,5,5
46626,500478,5,5
46627,500629,5,5
46628,501331,5,5
46629,501480,5,5
46630,502182,5,5
46631,502375,5,5
46632,502483,5,5
46633,502623,5,5
46634,502722,5,5
46635,502872,5,5
46636,503572,5,5
46637,503734,5,5
46638,503837,5,5
46639,504539,5,5
46640,504721,5,5
46641,504872,5,5
46642,505020,5,5
46643,505135,5,5
46644,505240,5,5
46645,505381,5,5
46646,505525,5,5
