train_episode,train_steps,time,env
45648,131284,1776929216.6687067,2
45649,131945,1776929218.52839,2
45650,132049,1776929218.8593125,1
45651,132178,1776929341.497501,1
45652,132312,1776929341.9740272,3
45653,132455,1776929342.373828,2
45654,132637,1776929344.6628575,3
45655,132784,1776929345.074311,1
45656,132891,1776929345.6398706,3
45657,133565,1776929347.926108,3
45658,133732,1776929348.4101133,2
45659,133807,1776929403.7626953,3
45660,134481,1776929406.749384,3
45661,135142,1776929408.2464955,2
45662,135803,1776929411.8322964,2
45663,136477,1776929413.5123575,3
45664,137055,1776929415.2833402,1
45665,137716,1776929418.0825915,2
45666,138390,1776929420.5030189,3
45667,138968,1776929577.5965438,1
45668,139629,1776929579.8239532,2
45669,139685,1776929580.0508192,1
45670,139785,1776929580.3659236,2
45671,139929,1776929580.6794283,1
45672,140043,1776929582.3747747,1
45673,140621,1776929584.6137106,1
45674,140787,1776929585.5302908,2
45675,140888,1776929661.195035,1
45676,141562,1776929663.3967526,3
45677,142223,1776929665.4105883,2
45678,142884,1776929666.5108361,2
45679,143069,1776929667.308765,3
45680,143743,1776929670.6361709,3
45681,143889,1776929671.0531855,1
45682,144563,1776929673.6774662,3
45683,144692,1776929811.04855,1
45684,145366,1776929811.7092168,3
45685,145944,1776929814.110985,1
45686,146038,1776929814.3979373,3
45687,146131,1776929814.72816,3
45688,146296,1776929817.4044306,2
45689,146874,1776929821.606619,1
45690,147548,1776929823.452695,3
45691,148222,1776929920.5455632,3
45692,148896,1776929922.549768,3
45693,149474,1776929924.056971,1
45694,149549,1776929924.3606486,1
45695,149693,1776929925.2147927,1
45696,149744,1776929925.679203,1
45697,149908,1776929928.116778,2
45698,150054,1776929928.8401692,2
45699,150728,1776930019.791929,3
45700,151389,1776930021.2979834,2
45701,151516,1776930021.8225417,3
45702,151622,1776930022.1929991,1
45703,151686,1776930023.1723106,1
45704,152360,1776930026.2233407,3
45705,152524,1776930026.716209,2
45706,152681,1776930027.3030047,3
45707,152823,1776930123.4498928,1
45708,153497,1776930125.5204933,3
45709,153594,1776930125.8218708,1
45710,153780,1776930126.482694,3
45711,153916,1776930128.1050036,1
45712,154577,1776930130.159933,2
45713,154680,1776930130.4643211,1
45714,155258,1776930130.9326982,1
45715,155932,1776930213.7827525,3
45716,156053,1776930214.1580071,2
45717,156148,1776930214.670635,3
45718,156325,1776930215.8650115,3
45719,156471,1776930216.5353713,1
45720,156572,1776930217.0532439,2
45721,156677,1776930219.544326,2
45722,157351,1776930222.3036606,3
45723,158025,1776930295.489148,3
45724,158129,1776930295.782668,1
45725,158803,1776930297.5295334,3
45726,158956,1776930297.9923542,2
45727,159121,1776930298.482804,2
45728,159246,1776930299.7545316,1
45729,159338,1776930300.2808282,3
45730,159466,1776930301.404786,3
45731,160127,1776930375.8621764,2
45732,160801,1776930378.1869278,3
45733,160911,1776930378.431413,2
45734,161056,1776930378.7591348,1
45735,161143,1776930379.328637,2
45736,161254,1776930380.8364358,1
45737,161435,1776930382.1064303,3
45738,162096,1776930384.9970918,2
45739,162289,1776930487.5220132,3
45740,162963,1776930489.737686,3
45741,163637,1776930492.6222625,3
45742,164215,1776930493.978042,1
45743,164290,1776930494.7794895,3
45744,164951,1776930497.9513838,2
45745,165080,1776930498.359964,1
45746,165741,1776930499.359489,2
45747,166402,1776930619.473402,2
45748,167076,1776930621.7267287,3
45749,167164,1776930622.0431304,3
45750,167248,1776930622.3331668,2
45751,167398,1776930622.740476,1
45752,167541,1776930624.3333309,1
45753,167653,1776930624.97132,1
45754,167746,1776930625.3237453,2
45755,167931,1776930694.5722718,3
45756,168060,1776930694.8774028,1
45757,168638,1776930696.7637265,1
45758,168774,1776930697.2449727,1
45759,168907,1776930697.8175793,3
45760,169069,1776930700.348283,2
45761,169247,1776930701.2078245,3
45762,169921,1776930704.9795182,3
45763,170595,1776930784.0734174,3
45764,171256,1776930785.8955963,2
45765,171930,1776930786.8124104,3
45766,172604,1776930789.2827454,3
45767,172691,1776930789.551444,2
45768,172854,1776930790.0812542,2
45769,173040,1776930793.7990446,3
45770,173701,1776930797.928092,2
45771,174375,1776930955.0477445,3
45772,175049,1776930957.8585062,3
45773,175193,1776930958.1725395,1
45774,175367,1776930959.0364683,3
45775,176041,1776930961.182253,3
45776,176151,1776930961.6065075,3
45777,176265,1776930963.4846072,1
45778,176395,1776930963.8514256,2
45779,177069,1776931084.0414553,3
45780,177743,1776931085.0526886,3
45781,178012,1776931086.261153,3
45782,178107,1776931086.629675,3
45783,178186,1776931086.977736,2
45784,178282,1776931087.3671622,3
45785,178430,1776931089.3280623,1
45786,178593,1776931092.060691,2
45787,179267,1776931163.8074152,3
45788,179941,1776931166.1597176,3
45789,180078,1776931166.597025,3
45790,180752,1776931169.1802156,3
45791,181413,1776931171.1361444,2
45792,181501,1776931171.7644083,2
45793,181648,1776931172.3573253,3
45794,182322,1776931173.9402611,3
45795,182424,1776931309.5032263,2
45796,182553,1776931309.8957672,1
45797,183227,1776931312.3681045,3
45798,183376,1776931312.7448616,1
45799,183434,1776931312.9505703,1
45800,184095,1776931315.6435733,2
45801,184170,1776931315.9269433,1
45802,184334,1776931316.4335053,2
45803,184449,1776931389.0529242,3
45804,184631,1776931389.7829344,3
45805,184760,1776931390.115933,2
45806,184901,1776931390.963591,2
45807,185008,1776931392.2230546,1
45808,185156,1776931393.605799,1
45809,185817,1776931395.9561431,2
45810,186009,1776931396.9744365,3
45811,186587,1776931460.8425193,1
45812,187261,1776931462.8597682,3
45813,187431,1776931463.3157568,2
45814,188092,1776931465.4314706,2
45815,188235,1776931465.7971013,1
45816,188334,1776931466.3246589,2
45817,188430,1776931466.6691964,2
45818,188536,1776931468.3417284,1
45819,188698,1776931546.5387053,3
45820,188861,1776931547.160007,2
45821,189522,1776931548.7232442,2
45822,189588,1776931548.9218595,1
45823,189774,1776931549.6121793,3
45824,189917,1776931550.0017107,1
45825,190044,1776931550.9457977,1
45826,190138,1776931551.3716633,3
45827,190271,1776931606.7518268,2
45828,190399,1776931607.0592215,1
45829,190977,1776931608.447988,1
45830,191164,1776931610.377434,3
45831,191742,1776931611.922019,1
45832,192416,1776931613.5471067,3
45833,192518,1776931614.3897867,3
45834,193096,1776931617.331761,1
45835,193162,1776931704.6815052,1
45836,193836,1776931706.5684533,3
45837,194510,1776931708.2628303,3
45838,194624,1776931708.7634773,3
45839,194774,1776931709.4328535,3
45840,194914,1776931709.8231707,2
45841,195049,1776931710.975063,3
45842,195169,1776931711.3264852,1
45843,195843,1776931782.8362114,3
45844,195990,1776931783.2362347,1
45845,196110,1776931783.5172505,1
45846,196296,1776931784.4392705,3
45847,196344,1776931784.9788222,1
45848,196480,1776931785.5217113,1
45849,196641,1776931787.481344,2
45850,197315,1776931788.6245701,3
45851,197989,1776931856.5943332,3
45852,198175,1776931857.3449085,3
45853,198307,1776931857.7949643,3
45854,198382,1776931858.837222,3
45855,198508,1776931859.7226403,1
45856,198675,1776931860.364793,2
45857,199349,1776931864.161942,3
45858,200010,1776931866.6825917,2
45859,200156,1776931966.9168935,3
45860,200830,1776931968.9197936,3
45861,201491,1776931970.9650383,2
45862,202069,1776931972.541511,1
45863,202212,1776931972.8586807,1
45864,202873,1776931975.1328783,2
45865,203006,1776931975.4474933,1
45866,203680,1776931976.7586362,3
45867,203844,1776932084.1344802,2
45868,203920,1776932084.4018455,2
45869,204014,1776932084.7448723,2
45870,204103,1776932085.7775033,2
45871,204249,1776932086.6697397,1
45872,204357,1776932087.2765913,3
45873,204545,1776932087.9925709,3
45874,204710,1776932089.7272897,2
45875,204818,1776932130.6676457,3
45876,205492,1776932133.4563458,3
45877,205633,1776932133.944255,3
45878,205758,1776932136.4943435,3
45879,206432,1776932139.2664745,3
45880,207106,1776932141.578168,3
45881,207767,1776932142.8982527,2
45882,208441,1776932145.5396364,3
45883,209102,1776932288.0245206,2
45884,209216,1776932288.378819,2
45885,209359,1776932288.7261014,1
45886,210033,1776932291.3603826,3
45887,210162,1776932291.730792,1
45888,210823,1776932295.042123,2
45889,210907,1776932295.3317614,2
45890,211485,1776932296.5914423,1
45891,211548,1776932400.5541844,1
45892,211727,1776932401.2053509,3
45893,212401,1776932403.522591,3
45894,212512,1776932403.9428127,3
45895,212674,1776932404.3452208,2
45896,212819,1776932406.6747172,3
45897,213493,1776932408.798377,3
45898,214167,1776932410.688135,3
45899,214841,1776932515.5546458,3
45900,214954,1776932516.031523,3
45901,215628,1776932516.430167,3
45902,216206,1776932518.1500006,1
45903,216351,1776932519.198418,1
45904,216475,1776932520.881539,2
45905,217149,1776932523.3006032,3
45906,217727,1776932524.4614403,1
45907,218401,1776932632.3890104,3
45908,218586,1776932633.148327,3
45909,218747,1776932633.7936008,3
45910,218926,1776932634.6695828,3
45911,219088,1776932635.0918999,2
45912,219194,1776932635.4233365,1
45913,219321,1776932636.5818012,1
45914,219436,1776932637.249605,3
45915,220110,1776932702.4171855,3
45916,220297,1776932703.1926138,3
45917,220435,1776932703.952334,3
45918,220579,1776932704.2972257,1
45919,220655,1776932704.6318474,3
45920,220933,1776932709.2283134,3
45921,221607,1776932711.5109124,3
45922,222268,1776932713.6327589,2
45923,222417,1776932828.0966878,3
45924,223091,1776932829.88593,3
45925,223174,1776932830.1671238,2
45926,223848,1776932832.09873,3
45927,223989,1776932832.7759342,1
45928,224085,1776932834.3437486,2
45929,224759,1776932836.794556,3
45930,224835,1776932837.0496252,1
45931,225509,1776932919.8350694,3
45932,225653,1776932920.1819496,1
45933,225831,1776932921.0131962,3
45934,226492,1776932922.7804534,2
45935,226656,1776932923.2549064,2
45936,226755,1776932923.5881996,2
45937,227416,1776932924.6887379,2
45938,227552,1776932925.3465078,1
45939,227691,1776933011.331196,2
45940,228365,1776933013.5698495,3
45941,228438,1776933013.7897742,2
45942,229099,1776933014.6513348,2
45943,229231,1776933014.9786499,1
45944,229370,1776933016.119488,1
45945,229450,1776933016.3552165,1
45946,229595,1776933016.8760185,1
45947,229725,1776933074.1636467,2
45948,229906,1776933074.8551307,3
45949,230484,1776933076.4837897,1
45950,230574,1776933076.8863475,2
45951,230694,1776933077.2448866,1
45952,230848,1776933079.7747185,3
45953,231031,1776933080.5735438,3
45954,231692,1776933082.6938248,2
45955,231787,1776933161.2741985,1
45956,231917,1776933161.694005,3
45957,232082,1776933162.2332592,2
45958,232176,1776933163.1459386,2
45959,232269,1776933163.4561467,1
45960,232373,1776933163.8282733,1
45961,232516,1776933164.7458925,1
45962,232562,1776933164.868152,1
45963,233223,1776933197.3922038,2
45964,233388,1776933197.8425934,2
45965,233545,1776933198.4249623,3
45966,233608,1776933198.6750174,2
45967,233749,1776933200.2811887,1
45968,233937,1776933200.9892504,3
45969,234067,1776933201.3513489,1
45970,234172,1776933202.7362022,1
45971,234833,1776933262.85133,2
45972,235494,1776933264.6260452,2
45973,235600,1776933264.9264727,1
45974,235677,1776933265.2376769,3
45975,235801,1776933265.816986,1
45976,235960,1776933267.7538993,3
45977,236056,1776933269.99826,2
45978,236730,1776933271.973611,3
45979,236813,1776933356.4116945,1
45980,237487,1776933358.884864,3
45981,237630,1776933359.2201297,1
45982,238304,1776933362.6330686,3
45983,238470,1776933363.0631108,2
45984,239131,1776933365.7802162,2
45985,239274,1776933366.1375284,1
45986,239348,1776933366.4227166,3
45987,239526,1776933469.6763144,3
45988,240200,1776933472.8738072,3
45989,240778,1776933473.9079225,1
45990,241439,1776933475.403115,2
45991,241568,1776933475.9350097,2
45992,241733,1776933476.9231668,2
45993,241804,1776933477.8083355,2
45994,242465,1776933480.5708854,2
45995,242650,1776933585.4976776,3
45996,242787,1776933585.9432635,3
45997,243448,1776933587.7600317,2
45998,244109,1776933590.9238067,2
45999,244783,1776933593.3274765,3
46000,245457,1776933595.709156,3
46001,245586,1776933596.1509504,1
46002,246164,1776933598.48712,1
46003,246838,1776933730.9807045,3
46004,246996,1776933731.5546794,3
46005,247081,1776933731.898273,2
46006,247231,1776933735.0623362,5
46007,247931,1776933738.9629354,4
46008,248631,1776933741.889769,4
46009,249305,1776933744.032946,3
46010,249438,1776933744.6338298,4
46011,249618,1776933868.9740634,5
46012,250320,1776933871.7758439,5
46013,250409,1776933872.225637,4
46014,250570,1776933872.8628073,4
46015,250661,1776933873.3415086,5
46016,250770,1776933875.1334715,4
46017,250911,1776933876.596843,4
46018,251008,1776933877.99517,5
46019,251708,1776933958.0922618,4
46020,252408,1776933960.9576821,4
46021,252557,1776933961.6531305,5
46022,252685,1776933962.3929968,4
46023,253387,1776933965.3748987,5
46024,253569,1776933966.0431721,3
46025,253713,1776933966.7303476,5
46026,254415,1776933968.9643652,5
46027,254527,1776934114.7099657,4
46028,254713,1776934115.5882716,3
46029,254839,1776934116.1655514,5
46030,254997,1776934117.4802814,4
46031,255671,1776934122.834653,3
46032,255820,1776934123.3706434,4
46033,256522,1776934126.5690389,5
46034,257222,1776934128.7841015,4
46035,257313,1776934255.0074642,3
46036,257987,1776934256.1695788,3
46037,258153,1776934256.8754928,4
46038,258853,1776934263.8275898,4
46039,259553,1776934265.705028,4
46040,260227,1776934268.131893,3
46041,260379,1776934268.9960625,4
46042,260562,1776934269.6574767,3
46043,260719,1776934392.1206658,4
46044,260897,1776934392.9350045,3
46045,261571,1776934395.0282798,3
46046,261716,1776934395.8475885,5
46047,261852,1776934396.2635803,3
46048,262526,1776934398.0647116,3
46049,263200,1776934401.4569805,3
46050,263299,1776934401.9552581,5
46051,264001,1776934487.3755407,5
46052,264139,1776934487.846292,3
46053,264839,1776934491.1357677,4
46054,265020,1776934491.86543,4
46055,265694,1776934492.9577913,3
46056,265805,1776934494.3418145,4
46057,266505,1776934500.7082002,4
46058,267205,1776934502.9717438,4
46059,267905,1776934656.6791008,4
46060,268053,1776934657.5813909,5
46061,268727,1776934660.1817157,3
46062,268857,1776934660.8450785,4
46063,268987,1776934661.2796428,3
46064,269180,1776934662.260747,4
46065,269361,1776934664.6982138,3
46066,269433,1776934664.9899595,4
46067,269591,1776934756.3153408,4
46068,270265,1776934757.9643826,3
46069,270399,1776934758.6936445,4
46070,270575,1776934759.5750344,4
46071,270712,1776934760.0505834,3
46072,270823,1776934761.3630443,5
46073,270920,1776934761.8472605,5
46074,271064,1776934762.9499474,5
46075,271764,1776934830.0364654,4
46076,272438,1776934832.2902603,3
46077,273138,1776934835.0497334,4
46078,273257,1776934835.5159538,5
46079,273446,1776934836.4365892,3
46080,273595,1776934837.0417392,5
46081,273680,1776934837.6793137,3
46082,273832,1776934838.4980173,4
