train_episode,train_steps,rel_skill,env
45411,78640,0.9234858308123794,1
45412,79216,0.9146895664367422,0
45413,79262,0.9150897128785985,0
45414,79359,0.9238599158944273,1
45415,79420,0.9154848786123065,0
45416,79546,0.9242292393151772,1
45417,79693,0.924593921028857,1
45418,79775,0.9243671918923831,1
45419,79917,0.9247147357977117,1
45420,80495,0.924015460019889,1
45421,80552,0.9250581438898866,1
45422,81128,0.9147241289005107,0
45423,81273,0.915106522116674,0
45424,81378,0.9154844040107971,0
45425,81448,0.925397489184525,1
45426,81507,0.9257327873278303,1
45427,81587,0.9158578580292994,0
45428,81733,0.9260641269816228,1
45429,81828,0.9162269415415942,0
45430,81886,0.9165917119170943,0
45431,81938,0.9169522369560158,0
45432,82052,0.9263915602999147,1
45433,82197,0.9173086001047777,0
45434,82307,0.9176608378711886,0
45435,82451,0.9267151498675203,1
45436,83029,0.9261206306382501,1
45437,83157,0.9264342327125531,1
45438,83297,0.917238635497647,0
45439,83873,0.9168963226397244,0
45440,83964,0.9179120011622959,0
45441,84069,0.9175771776205001,0
45442,84647,0.9258725496492534,1
45443,84727,0.9188947757186812,0
45444,84872,0.9182431791386512,0
45445,84932,0.9185707480573743,0
45446,84998,0.9261765658161463,1
45447,85092,0.9192152881995774,0
45448,85162,0.9195323689464824,0
45449,85305,0.9198460283901987,0
45450,85380,0.920156365623349,0
45451,85481,0.920463396292137,0
45452,85560,0.9207671725505746,0
45453,86136,0.9188545754062126,0
45454,86240,0.9264773588650961,1
45455,86364,0.9267749444423065,1
45456,86511,0.927069390347993,1
45457,86572,0.9273607174437604,1
45458,86648,0.9191553841013661,0
45459,86752,0.9194531574330197,0
45460,87330,0.926130367792295,1
45461,87472,0.9276489674528182,1
45462,87598,0.9197479110473772,0
45463,87735,0.9264140908331092,1
45464,87794,0.9200397231754563,0
45465,87867,0.9266949610494657,1
45466,87945,0.9203285990326585,0
45467,88521,0.9203130571370752,0
45468,89099,0.9255450224537397,1
45469,89167,0.9269730201645741,1
45470,89237,0.9205938386916114,0
45471,89351,0.9208718978067197,0
45472,89449,0.9258187110626405,1
45473,89508,0.9263582495324347,1
45474,89666,0.9211472918518137,0
45475,90244,0.926439896638259,1
45476,90400,0.9214200364730968,0
45477,90503,0.9267001764506682,1
45478,90562,0.9260897711093352,1
45479,90637,0.9269580676093268,1
45480,90766,0.9272135857604381,1
45481,90855,0.927466772627212,1
45482,90914,0.9219577756294761,0
45483,91044,0.921690183824581,0
45484,91137,0.9277176125634449,1
45485,91242,0.9222228275339857,0
45486,91314,0.9279661785847535,1
45487,91387,0.9224853760459178,0
45488,91468,0.9227454628884827,0
45489,91610,0.9230031245694883,0
45490,91675,0.9232583767351383,0
45491,91735,0.9235112924010498,0
45492,92313,0.9282612659847879,1
45493,92438,0.9282124706911377,1
45494,92596,0.9240101142336564,0
45495,92709,0.9237618507056176,0
45496,92821,0.9285006007459681,1
45497,92929,0.9242561194929746,0
45498,93505,0.9241809603462461,0
45499,94083,0.9263238591769057,1
45500,94177,0.9244210722022055,0
45501,94280,0.9246590405282707,0
45502,94352,0.9287378284850625,1
45503,94412,0.9248949122630525,0
45504,94540,0.9265621665040491,1
45505,94598,0.9267984450401247,1
45506,94741,0.9270327208621385,1
45507,94800,0.9251287186989582,0
45508,94884,0.92536047026679,0
45509,95030,0.9272649991854919,1
45510,95093,0.9255902139051589,0
45511,95224,0.927495342594999,1
45512,95314,0.9258179600448674,0
45513,95452,0.9260437399783223,0
45514,95516,0.9262675902133325,0
45515,96094,0.9275484718870484,1
45516,96239,0.9273323352304166,1
45517,96817,0.9271112126502353,1
45518,96877,0.9275517054357939,1
45519,97020,0.926489515965299,0
45520,97129,0.9267095537420302,0
45521,97243,0.9269277244051308,0
45522,97821,0.927608975756398,1
45523,97939,0.928034875849392,1
45524,98083,0.9278227446208838,1
45525,98205,0.9271440540316072,0
45526,98266,0.9282453850881264,1
45527,98380,0.9284542723370867,1
45528,98447,0.92660237724732,0
45529,98535,0.9286615793194828,1
45530,99111,0.9263891612153615,0
45531,99251,0.9270235939100342,0
45532,99310,0.9268138461198755,0
45533,99386,0.9272316414794011,0
45534,99513,0.9288673008199132,1
45535,99570,0.9290714524845817,1
45536,99642,0.9274380044741793,0
45537,99747,0.9292740603904942,1
45538,99851,0.9276427089713754,0
45539,99965,0.9278457706171925,0
45540,100543,0.9293053475823078,1
45541,100615,0.9280472207040382,0
45542,100698,,2
45543,100864,,2
45544,100998,0.9295031468883117,1
45545,101128,0.9296994858819789,1
45546,101199,0.9282470644473135,0
45547,101777,0.9278135237915579,1
45548,102438,,2
45549,102496,0.9284453227086233,0
45550,102624,,2
45551,102726,0.9298943802095131,1
45552,102864,0.9286420267803747,0
45553,102958,,2
45554,103047,,2
45555,103209,,2
45556,103787,0.928054324080476,1
45557,103915,0.9280094611993325,1
45558,104038,0.9282457918894201,1
45559,104114,0.9288371923087714,0
45560,104222,0.9290308297246159,0
45561,104346,0.9292229598895128,0
45562,104483,0.9294136036650669,0
45563,104589,0.9284359193402553,1
45564,105167,0.9253949753611453,1
45565,105293,0.925589311640751,1
45566,105954,,2
45567,106174,,2
45568,106752,0.9246347315432661,1
45569,106857,0.9296027819128831,0
45570,106995,0.929790505063764,0
45571,107119,0.9248267939079474,1
45572,107780,0.9341634833715833,2
45573,107875,0.9379727341788314,2
45574,108019,0.9250175941455376,1
45575,108597,0.9241011594924475,1
45576,108678,0.9360149507984514,2
45577,108861,,3
45578,108995,,3
45579,109656,0.9301219490255807,2
45580,109766,,3
45581,110427,0.9370384784998326,2
45582,110533,0.9325757900759301,2
45583,110696,0.9313488878046596,2
45584,110815,,3
45585,110873,0.9242897118921196,1
45586,110965,0.9324226293888178,2
45587,111626,0.931425256924467,2
45588,112300,,3
45589,112459,0.9334215508273258,2
45590,113133,,3
45591,113218,0.9359895205021883,2
45592,113383,0.9368618172149021,2
45593,114044,0.9351073249579922,2
45594,114188,0.9246632076338315,1
45595,114294,0.9248481718374763,1
45596,114427,0.9244770543187126,1
45597,114671,0.9377192083109793,2
45598,114756,0.9250319625758504,1
45599,114841,0.9252145694181516,1
45600,115502,0.9331698399190922,2
45601,115628,0.9339611936051441,2
45602,116302,,3
45603,116963,0.9330076200800913,2
45604,117637,0.9450018641650442,3
45605,117800,0.9329024723764489,2
45606,118461,0.9322916237260136,2
45607,118545,0.9463827668030205,3
45608,119206,0.9322957751853708,2
45609,119352,0.9335634149554335,2
45610,120013,0.9330903259123597,2
45611,120196,0.9477436788081878,3
45612,120339,0.9340473259560024,2
45613,120464,0.9253960340875895,1
45614,120607,0.9255763252917568,1
45615,120689,0.9345383142560031,2
45616,120845,0.9490564422294542,3
45617,120968,0.9257554951846656,1
45618,121103,0.9471203392718728,3
45619,121777,0.9460643665596111,3
45620,122451,0.9476997338376559,3
45621,122574,0.9350333705689415,2
45622,122678,0.9259335229047111,1
45623,123352,0.9458649922024441,3
45624,123454,0.9355300801640614,2
45625,123638,0.946551391154698,3
45626,123696,0.9261104240980969,1
45627,124357,0.9348257245854674,2
45628,124490,0.9262861987648229,1
45629,124652,0.935277759053887,2
45630,124770,0.9264608729818952,1
45631,124856,0.9266344363185113,1
45632,125530,0.9472571340300117,3
45633,125661,0.9478241315871367,3
45634,125784,0.9357313007732541,2
45635,125842,0.9268069252824799,1
45636,126516,0.9343692726722294,3
45637,126607,0.9350986048071818,3
45638,126754,0.9269783242275971,1
45639,126891,0.9358369074322024,3
45640,127552,0.9361848059848127,2
45641,128213,0.9284106507214294,2
45642,128380,0.9288644167030482,2
45643,128468,0.9297734663480357,2
45644,129142,0.933346871497508,3
45645,129301,0.9293190901644761,2
45646,129962,0.9294445049171914,2
45647,130623,0.9277923440472747,2
45648,131284,0.9263466139723521,2
45649,131945,0.9233634044845532,2
45650,132049,0.9273178989998883,1
45651,132178,0.9271486488000664,1
45652,132312,0.934002436997853,3
45653,132455,0.9237192200161889,2
45654,132637,0.9346647512273539,3
45655,132784,0.9274860956886671,1
45656,132891,0.9353284475381736,3
45657,133565,0.93056851775354,3
45658,133732,0.9240799588865596,2
45659,133807,0.9312019177987747,3
45660,134481,0.9321320428800212,3
45661,135142,0.9229990774181551,2
45662,135803,0.9220438349647178,2
45663,136477,0.9256347377852242,3
45664,137055,0.9275210075843162,1
45665,137716,0.9221802437831677,2
45666,138390,0.922831334469281,3
45667,138968,0.9275575884083502,1
45668,139629,0.9182065409452039,2
45669,139685,0.9278823670874301,1
45670,139785,0.9184918755449898,2
45671,139929,0.9277204653879025,1
45672,140043,0.9280433091531364,1
45673,140621,0.9277176125634449,1
45674,140787,0.9194469406747864,2
45675,140888,0.9278760564519752,1
45676,141562,0.9233544392098862,3
45677,142223,0.9191752599953487,2
45678,142884,0.9175890270120319,2
45679,143069,0.9238102444133751,3
45680,143743,0.9242802980929492,3
45681,143889,0.9280335719990914,1
45682,144563,0.9252822183871485,3
45683,144692,0.9281901748509973,1
45684,145366,0.9186936437713088,3
45685,145944,0.9273321735529794,1
45686,146038,0.919073434502272,3
45687,146131,0.9194702639489637,3
45688,146296,0.9178519458174497,2
45689,146874,0.9270311510263766,1
45690,147548,0.9191758910588941,3
45691,148222,0.9177134925617283,3
45692,148896,0.8620621643660583,3
45693,149474,0.9272270414955405,1
45694,149549,0.9271849532078367,1
45695,149693,0.9273780951605669,1
45696,149744,0.9275283300076045,1
45697,149908,0.9181217802448618,2
45698,150054,0.9178226091856859,2
45699,150728,0.8053503960944682,3
45700,151389,0.9175677690367309,2
45701,151516,0.8611420841475277,3
45702,151622,0.9276777564674558,1
45703,151686,0.9278263693247194,1
45704,152360,0.8065123353283611,3
45705,152524,0.9180834366152215,2
45706,152681,0.918105090961014,3
45707,152823,0.927974179010198,1
45708,153497,0.863117751138631,3
45709,153594,0.9281211959546937,1
45710,153780,0.8622993921051528,3
45711,153916,0.928267425373608,1
45712,154577,0.9186808556075604,2
45713,154680,0.9284128620515393,1
45714,155258,0.9260774314700901,1
45715,155932,0.8064858828134622,3
45716,156053,0.9189305116477202,2
45717,156148,0.8622452823176774,3
45718,156325,0.9180212012326726,3
45719,156471,0.9262253506789939,1
45720,156572,0.9191849867185912,2
45721,156677,0.9194436184642205,2
45722,157351,0.8632495756194238,3
45723,158025,0.808455948463674,3
45724,158129,0.9263724980085197,1
45725,158803,0.7491010722320978,3
45726,158956,0.9197058071134697,2
45727,159121,0.9199710102646141,2
45728,159246,0.926518857812464,1
45729,159338,0.8048507241514655,3
45730,159466,0.8606140143449778,3
45731,160127,0.9196094056376438,2
45732,160801,0.8057921510071179,3
45733,160911,0.9198650072351744,2
45734,161056,0.9266644509524314,1
45735,161143,0.9202387272391381,2
45736,161254,0.926809272213021,1
45737,161435,0.8615509038015838,3
45738,162096,0.9203543318221915,2
45739,162289,0.8623689603417922,3
45740,162963,0.8074796566509834,3
45741,163637,0.8066045436216203,3
45742,164215,0.9236457871672584,1
45743,164290,0.8632383677222398,3
45744,164951,0.9197714064297942,2
45745,165080,0.9237950780266784,1
45746,165741,0.9182635661419515,2
45747,166402,0.9187627113294328,2
45748,167076,0.8067730845268786,3
45749,167164,0.8625226582152282,3
45750,167248,0.9189743366640244,2
45751,167398,0.923943586575918,1
45752,167541,0.9239435917913192,1
45753,167653,0.9239435917913192,1
45754,167746,0.9191893259323916,2
45755,167931,0.9182803858108294,3
45756,168060,0.9239435917913192,1
45757,168638,0.9225006936792495,1
45758,168774,0.9225006936792495,1
45759,168907,0.9184897737383052,3
45760,169069,0.9194072723332406,2
45761,169247,0.9187055557476552,3
45762,169921,0.9178151094387569,3
45763,170595,0.8630191226864915,3
45764,171256,0.9198647568959167,2
45765,171930,0.8045446583319,3
45766,172604,0.9181964126360688,3
45767,172691,0.9200748384717524,2
45768,172854,0.9202873973631592,2
45769,173040,0.8602743665570697,3
45770,173701,0.9203894158260802,2
45771,174375,0.8055919995551716,3
45772,175049,0.8052181178737706,3
45773,175193,0.9225006936792495,1
45774,175367,0.805741045290735,3
45775,176041,0.8056092886101577,3
45776,176151,0.8058967458782329,3
45777,176265,0.9225006936792495,1
45778,176395,0.9205926913033469,2
45779,177069,0.8033756574447791,3
45780,177743,0.8033406151640998,3
45781,178012,0.8035219390177053,3
45782,178107,0.8036743591178468,3
45783,178186,0.9207981572491184,2
45784,178282,0.8593878526606781,3
45785,178430,0.9225862210435684,1
45786,178593,0.9210055476779336,2
45787,179267,0.8025035954251194,3
45788,179941,0.8025495378943117,3
45789,180078,0.8030660295061923,3
45790,180752,0.802933448792225,3
45791,181413,0.9214053968419215,2
45792,181501,0.9216056265248858,2
45793,181648,0.8032041385454343,3
45794,182322,0.8010995364058042,3
45795,182424,0.921807478197624,2
45796,182553,0.9248325934340844,1
45797,183227,0.8015935183460952,3
45798,183376,0.9248325934340844,1
45799,183434,0.9248325934340844,1
45800,184095,0.9218621564638305,2
45801,184170,0.9248325934340844,1
45802,184334,0.922251100223904,2
45803,184449,0.8017272308021234,3
45804,184631,0.8018658613814856,3
45805,184760,0.922055898187699,2
45806,184901,0.9224475696026013,2
45807,185008,0.9248325934340844,1
45808,185156,0.9281872542263239,1
45809,185817,0.9227997812920061,2
45810,186009,0.8575645014616922,3
45811,186587,0.9277564307945947,1
45812,187261,0.8000509695632502,3
45813,187431,0.923015380762314,2
45814,188092,0.9228338274310557,2
45815,188235,0.9277564307945947,1
45816,188334,0.9233822112212893,2
45817,188430,0.9231982327284718,2
45818,188536,0.9278689843679446,1
45819,188698,0.8557508926321526,3
45820,188861,0.9235671649941315,2
45821,189522,0.9230188385733112,2
45822,189588,0.9278689843679446,1
45823,189774,0.9114549328877757,3
45824,189917,0.9278689791525434,1
45825,190044,0.9278689791525434,1
45826,190138,0.9116071704488751,3
45827,190271,0.9231981910052621,2
45828,190399,0.9278689791525434,1
45829,190977,0.9277564307945947,1
45830,191164,0.911762871036373,3
45831,191742,0.9276475019250804,1
45832,192416,0.9113470158060948,3
45833,192518,0.9114974905615877,3
45834,193096,0.9267546200238206,1
45835,193162,0.9267546200238206,1
45836,193836,0.9118284390602901,3
45837,194510,0.911879935931763,3
45838,194624,0.9120171948606091,3
45839,194774,0.9121576769073981,3
45840,194914,0.9233784769940283,2
45841,195049,0.9123011525944774,3
45842,195169,0.9267546200238206,1
45843,195843,0.9127465269955614,3
45844,195990,0.9271640707414222,1
45845,196110,0.9271640707414222,1
45846,196296,0.9124474133057988,3
45847,196344,0.9271640759568234,1
45848,196480,0.9271640759568234,1
45849,196641,0.9235595348621725,2
45850,197315,0.9110189879320658,3
45851,197989,0.911464727411234,3
45852,198175,0.9116004008581143,3
45853,198307,0.911158677237872,3
45854,198382,0.9117385985591767,3
45855,198508,0.9271640655260209,1
45856,198675,0.9237412446554667,2
45857,199349,0.91177526282963,3
45858,200010,0.9240399150361273,2
45859,200156,0.9115468699801725,3
45860,200830,0.9114195307444136,3
45861,201491,0.9227413948755447,2
45862,202069,0.9270611813065003,1
45863,202212,0.9270611813065003,1
45864,202873,0.9230473616024873,2
45865,203006,0.9271640759568234,1
45866,203680,0.9106725079685826,3
45867,203844,0.9235519308072192,2
45868,203920,0.9233830143930745,2
45869,204014,0.9232147864118884,2
45870,204103,0.9237214626387059,2
45871,204249,0.9271640655260209,1
45872,204357,0.910797646305034,3
45873,204545,0.9109252254492483,3
45874,204710,0.9238914795025044,2
45875,204818,0.9111871220360301,3
45876,205492,0.9115090583214548,3
45877,205633,0.911055109800794,3
45878,205758,0.9120277091094332,3
45879,206432,0.9118733332338408,3
45880,207106,0.91190494899593,3
45881,207767,0.9226632212269212,2
45882,208441,0.9120584382533179,3
45883,209102,0.9221965784197337,2
45884,209216,0.9223594449684837,2
45885,209359,0.9271640707414222,1
45886,210033,0.9123198341615845,3
45887,210162,0.9287407386789334,1
45888,210823,0.9226425473765548,2
45889,210907,0.9228010225574923,2
45890,211485,0.9279296707763364,1
45891,211548,0.9279296603455339,1
45892,211727,0.9127776472945364,3
45893,212401,0.9126670442812361,3
45894,212512,0.9128902843143056,3
45895,212674,0.9229600818633644,2
45896,212819,0.9132464336316182,3
45897,213493,0.9131365712052887,3
45898,214167,0.9134864203179487,3
45899,214841,0.9116253096142573,3
45900,214954,0.9117329972182854,3
45901,215628,0.9113407051706398,3
45902,216206,0.9275081255433463,1
45903,216351,0.9275081255433463,1
45904,216475,0.9231196522785545,2
45905,217149,0.9119781210748003,3
45906,217727,0.9259788030179508,1
45907,218401,0.9117874042836293,3
45908,218586,0.9120833052862513,3
45909,218747,0.9118900642408982,3
45910,218926,0.9119944661421687,3
45911,219088,0.9232796712182479,2
45912,219194,0.9259788082333519,1
45913,219321,0.9263788555825855,1
45914,219436,0.9121005265410217,3
45915,220110,0.9124340723095229,3
45916,220297,0.9122081411294329,3
45917,220435,0.9125392773825787,3
45918,220579,0.9263788503671844,1
45919,220655,0.9126459114755638,3
45920,220933,0.9130506839782868,3
45921,221607,0.9129454058896143,3
45922,222268,0.9232813610082375,2
45923,222417,0.9128597272786604,3
45924,223091,0.91276066073282,3
45925,223174,0.9234366287174356,2
45926,223848,0.9127432100003967,3
45927,223989,0.9263788503671844,1
45928,224085,0.9235923084433285,2
45929,224759,0.9128767868559936,3
45930,224835,0.9263788503671844,1
45931,225509,0.9128972312287073,3
45932,225653,0.9267887652554929,1
45933,225831,0.912990096662518,3
45934,226492,0.9235892157104154,2
45935,226656,0.9237404101912743,2
45936,226755,0.9227961878805776,2
45937,227416,0.922646698835912,2
45938,227552,0.9267887600400917,1
45939,227691,0.9229460785111359,2
45940,228365,0.9132733711788288,3
45941,228438,0.9212496910390224,2
45942,229099,0.9210987677590261,2
45943,229231,0.9267887652554929,1
45944,229370,0.9267887600400917,1
45945,229450,0.9281315746030866,1
45946,229595,0.9276958904174367,1
45947,229725,0.9214009533200971,2
45948,229906,0.9133652561172134,3
45949,230484,0.9280133936118391,1
45950,230574,0.9215525024482376,2
45951,230694,0.9280133936118391,1
45952,230848,0.9135530053451004,3
45953,231031,0.9135530053451004,3
45954,231692,0.9217997489730421,2
45955,231787,0.9280133936118391,1
45956,231917,0.9136487496803748,3
45957,232082,0.9219476942589517,2
45958,232176,0.9220958742379156,2
45959,232269,0.9281315746030866,1
45960,232373,0.9281315746030866,1
45961,232516,0.9285777886837642,1
45962,232562,0.9285777886837642,1
45963,233223,0.9219904188256022,2
45964,233388,0.9223927870283709,2
45965,233545,0.913745646619315,3
45966,233608,0.9222442576175265,2
45967,233749,0.9285777886837642,1
45968,233937,0.9138436231463042,3
45969,234067,0.9295434097855946,1
45970,234172,0.9296801576051227,1
45971,234833,0.9218413261514279,2
45972,235494,0.9222235211823455,2
45973,235600,0.9296801576051227,1
45974,235677,0.9139426583997374,3
45975,235801,0.9296801576051227,1
45976,235960,0.914042679363998,3
45977,236056,0.921979774191748,2
45978,236730,0.9137368482374866,3
45979,236813,0.9296801576051227,1
45980,237487,0.9137345691071611,3
45981,237630,0.9301604178248498,1
45982,238304,0.9139953756750918,3
45983,238470,0.9221184934329307,2
45984,239131,0.9223453998930454,2
45985,239274,0.9303073356767227,1
45986,239348,0.9140881420162796,3
45987,239526,0.9141754530478098,3
45988,240200,0.9140847467900969,3
45989,240778,0.9298207283137323,1
45990,241439,0.9214256430293893,2
45991,241568,0.9215595067320526,2
45992,241733,0.9216936729279855,2
45993,241804,0.9202516092801081,2
45994,242465,0.9201168798208452,2
45995,242650,0.9142671502317512,3
45996,242787,0.9143597809725078,3
45997,243448,0.9202862238978887,2
45998,244109,0.9203235244472886,2
45999,244783,0.9145313468104634,3
46000,245457,0.9147786194122739,3
46001,245586,0.9298207283137323,1
46002,246164,0.9296801576051227,1
46003,246838,0.9131371136070138,3
46004,246996,0.9148674898487635,3
46005,247081,0.9204515781930123,2
46006,247231,,5
46007,247931,,4
46008,248631,,4
46009,249305,0.9133136027837044,3
46010,249438,,4
46011,249618,,5
46012,250320,,5
46013,250409,,4
46014,250570,,4
46015,250661,,5
46016,250770,,4
46017,250911,,4
46018,251008,,5
46019,251708,,4
46020,252408,,4
46021,252557,,5
46022,252685,0.9657061802976621,4
46023,253387,,5
46024,253569,0.9134019621108763,3
46025,253713,,5
46026,254415,,5
46027,254527,0.9663258377607283,4
46028,254713,0.913491218487055,3
46029,254839,0.9119943514033423,5
46030,254997,0.9670007184994266,4
46031,255671,0.9137333956418905,3
46032,255820,0.9564100562245789,4
46033,256522,0.9159653057248723,5
46034,257222,0.9555963727982787,4
46035,257313,0.9138216454456372,3
46036,257987,0.912182356185888,3
46037,258153,0.9572283396347395,4
46038,258853,0.9545853672751846,4
46039,259553,0.9446783476130552,4
46040,260227,0.9124247054489634,3
46041,260379,0.9454158992203028,4
46042,260562,0.9122670021474037,3
46043,260719,0.9461667031620056,4
46044,260897,0.9123536925461908,3
46045,261571,0.9121811566436114,3
46046,261716,0.9184030364009074,5
46047,261852,0.9124411652551582,3
46048,262526,0.9114224826614942,3
46049,263200,0.9114428957418005,3
46050,263299,0.9233640146864939,5
46051,264001,0.9214482830860092,5
46052,264139,0.9115279485046099,3
46053,264839,0.9454675264768058,4
46054,265020,0.9460958519366703,4
46055,265694,0.9105543478389398,3
46056,265805,0.9467332887024356,4
46057,266505,0.9460684815111599,4
46058,267205,0.9435180512305412,4
46059,267905,0.9357819318881274,4
46060,268053,0.9251830996872961,5
46061,268727,0.9103485272458867,3
46062,268857,0.9362874346496745,4
46063,268987,0.9104313165245742,3
46064,269180,0.9368120935798381,4
46065,269361,0.9105149089750469,3
46066,269433,0.937893710419812,4
46067,269591,0.9373492433958814,4
46068,270265,0.9105442195298047,3
46069,270399,0.9384414996543085,4
46070,270575,0.9389895131510566,4
46071,270712,0.9106262160675096,3
46072,270823,0.926904849655457,5
46073,270920,0.9285321278462368,5
46074,271064,0.9300696333361189,5
46075,271764,0.9363980637399807,4
46076,272438,0.9108557980284412,3
46077,273138,0.9397335370711963,4
46078,273257,0.9315228266501624,5
46079,273446,0.9109370435483729,3
46080,273595,0.9328973925756777,5
46081,273680,0.9110190087936706,3
46082,273832,0.9368683364664052,4
46083,273979,0.9341989115919515,5
46084,274679,0.9376292009170276,4
46085,274808,0.9387531720301666,4
46086,275508,0.9383644681785483,4
46087,275655,0.9391468200821248,4
46088,275785,0.9395435765131996,4
46089,276459,0.9111859016321489,3
46090,277159,0.9344616635045307,4
46091,277861,0.9325180086460081,5
46092,278561,0.9351648769102612,4
46093,278741,0.9112665525963434,3
46094,279441,0.9368049171877835,4
46095,279550,0.9354961383330358,4
46096,279703,0.9336535631652177,5
46097,279883,0.9113478919934968,3
46098,280583,0.935670447472024,4
46099,280667,0.9114299093928064,3
46100,280760,0.9114299093928064,3
46101,280905,0.9114299198236089,3
46102,281027,0.9359751520718755,4
